name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Nolan Hoffman|PHI|3.3|0|0|0|2.7|1.8|2|0|0|1|5|1|0|15
Joel Kuhnel|ATH|16.7|0|4|3|2.7|1.08|8|1|0|5|14|4|1|66
Tarik Skubal|DET|43.3|3|0|0|2.7|0.95|45|2|5|13|35|6|1|166
Tyler Glasnow|LAD|39.7|3|0|0|2.72|0.83|49|5|4|12|20|13|0|148
Lake Bachar|MIA|23.0|0|0|1|2.74|0.91|25|2|0|7|12|9|1|91
Chad Patrick|MIL|39.3|2|1|1|2.75|1.25|29|2|1|12|32|17|0|160
Peter Lambert|HOU|29.3|2|0|0|2.76|1.13|29|1|3|9|21|12|2|120
Gavin Collyer|TEX|9.7|1|0|0|2.79|1.24|8|0|0|3|5|7|3|42
Sean Newcomb|CHW|25.7|0|1|3|2.81|1.21|24|0|0|8|23|8|2|107
Kody Funderburk|MIN|16.0|1|1|6|2.81|1.38|10|1|0|5|9|13|2|70
Michael Wacha|KCR|57.3|4|0|0|2.83|0.99|47|7|7|18|39|18|3|224
George Kirby|SEA|57.0|5|0|0|2.84|1.16|46|4|5|18|52|14|2|227
Taj Bradley|MIN|47.0|4|0|0|2.87|1.19|52|5|5|15|39|17|2|199
Nick Mears|KCR|15.7|2|0|5|2.87|1.34|12|1|0|5|13|8|0|65
Connor Prielipp|MIN|25.0|1|0|0|2.88|0.96|29|4|1|8|15|9|2|102
Cade Smith|CLE|21.7|2|14|0|2.91|1.11|31|1|0|7|19|5|0|87
Gabe Speier|SEA|12.3|0|1|5|2.92|1.54|12|1|0|4|14|5|1|56
Nolan McLean|NYM|52.3|2|0|0|2.92|0.96|64|4|5|17|35|15|3|203
Alex Vesia|LAD|15.3|1|2|4|2.93|1.04|21|0|0|5|8|8|0|62
Bryan Baker|TBR|18.3|1|11|1|2.95|1.09|23|1|0|6|12|8|0|75
Jalen Beeks|TEX|18.3|2|0|5|2.95|1.25|17|2|0|6|15|8|0|77
Jovani Morán|BOS|24.3|0|0|0|2.96|1.19|25|4|0|8|15|14|1|101
Grant Anderson|MIL|18.0|1|0|5|3.0|1.11|15|2|0|6|13|7|0|69
Brandan Bidois|PIT|3.0|0|0|0|3.0|1.33|2|1|0|1|3|1|0|12
Paul Gervase|LAD|3.0|0|0|0|3.0|1.67|5|0|0|1|4|1|0|14
Mason Montgomery|PIT|18.0|1|0|5|3.0|1.22|26|2|0|6|14|8|0|76
Alan Rangel|PHI|3.0|0|0|0|3.0|1.0|5|0|0|1|3|0|0|12
Blade Tidwell|SFG|12.0|0|1|1|3.0|1.08|10|1|0|4|10|3|1|47
Ryan Weathers|NYY|45.0|2|0|0|3.0|1.11|54|6|3|15|37|13|0|181
Emerson Hancock|SEA|53.7|3|0|0|3.02|1.01|56|8|6|18|44|10|2|207
Jacob deGrom|TEX|50.7|3|0|0|3.02|0.91|61|10|3|17|38|8|0|197
Robbie Ray|SFG|50.3|3|0|0|3.04|1.17|49|10|4|17|39|20|0|203
PJ Poulin|WSH|20.7|3|2|4|3.05|1.45|15|3|0|7|17|13|1|91
Calvin Faucher|MIA|17.7|4|1|3|3.06|1.42|17|0|0|6|12|13|0|76
Jesse Scholtens|TBR|32.3|4|0|0|3.06|1.14|25|5|0|11|27|10|3|136
Ryan Thompson|ARI|14.7|2|0|4|3.07|1.16|10|2|0|5|11|6|1|60
Braxton Ashcraft|PIT|55.3|2|0|0|3.09|1.05|56|5|5|19|44|14|3|219
Sam Bachman|LAA|20.3|0|0|7|3.1|1.03|22|2|0|7|11|10|0|80
Freddy Peralta|NYM|49.3|3|0|0|3.1|1.22|50|5|3|17|41|19|2|210
J.T. Ginn|ATH|43.3|2|0|0|3.12|1.2|34|5|2|15|36|16|1|175
Jonathan Loáisiga|ARI|17.3|0|1|4|3.12|1.1|12|1|0|6|16|3|1|69
Caleb Thielbar|CHC|8.7|2|2|1|3.12|1.27|11|2|0|3|6|5|0|38
Garrett Whitlock|BOS|17.3|2|0|8|3.12|1.1|22|2|0|6|13|6|0|71
Bryan King|HOU|20.0|0|4|3|3.15|1.35|16|0|0|7|18|9|3|87
Drew Rasmussen|TBR|42.7|3|0|0|3.16|0.91|43|7|4|15|32|7|0|170
Carter Baumler|TEX|5.7|0|0|0|3.18|1.76|6|1|0|2|4|6|1|27
Sonny Gray|BOS|34.0|4|0|0|3.18|1.15|21|4|3|12|31|8|1|139
Joe Ryan|MIN|50.7|2|0|0|3.2|1.01|52|3|5|18|37|14|3|203
Connelly Early|BOS|47.7|3|0|0|3.21|1.2|45|7|3|17|39|18|5|199
Max Meyer|MIA|47.7|3|0|0|3.21|1.15|54|4|1|17|38|17|3|203
Max Fried|NYY|61.7|4|0|0|3.21|1.01|50|1|6|22|43|19|2|240
Brad Lord|WSH|28.0|2|0|3|3.21|1.14|21|3|0|10|26|6|2|119
Burch Smith|DET|14.0|0|0|0|3.21|1.43|18|1|0|5|14|6|0|60
JoJo Romero|STL|22.3|0|0|13|3.22|1.21|19|3|0|8|18|9|1|92
Shane Drohan|MIL|16.7|1|1|2|3.24|1.2|15|0|0|6|14|6|0|71
Didier Fuentes|ATL|16.7|3|0|2|3.24|0.96|20|1|0|6|11|5|2|68
Tobias Myers|NYM|27.7|0|1|2|3.25|0.98|22|5|0|10|22|5|0|108
Tyler Wells|BAL|19.3|0|0|5|3.26|1.29|19|2|0|7|19|6|1|81
Braydon Fisher|TOR|24.7|2|0|5|3.28|1.09|23|2|0|9|17|10|2|95
Jeremiah Estrada|SDP|13.7|1|1|5|3.29|1.1|16|1|0|5|8|7|0|54
Walbert Ureña|LAA|27.3|1|0|1|3.29|1.43|26|2|2|10|22|17|0|119
Jaden Hill|COL|16.3|0|0|8|3.31|1.53|18|1|0|6|16|9|0|75
Cal Quantrill|TEX|16.3|2|0|0|3.31|1.22|13|1|0|6|13|7|0|66
Sam Moll|CIN|19.0|1|0|1|3.32|1.26|18|2|0|7|13|11|3|83
Graham Ashcraft|CIN|21.7|1|1|8|3.32|1.38|25|1|0|8|14|16|0|89
JR Ritchie|ATL|21.7|1|0|0|3.32|1.43|17|4|1|8|16|15|1|93
Franco Aleman|CLE|2.7|0|0|1|3.38|1.5|1|1|0|1|3|1|0|10
Jack Anderson|BOS|8.0|0|0|0|3.38|1.25|6|1|0|3|8|2|0|32
Scott Barlow|ATH|21.3|0|0|8|3.38|0.94|20|2|0|8|11|9|4|88
Robert Garcia|TEX|8.0|0|0|2|3.38|1.5|6|0|0|3|5|7|0|34
Bryce Miller|SEA|5.3|0|0|0|3.38|1.69|3|1|0|2|8|1|0|25
Tyler Uberstine|BOS|2.7|0|0|0|3.38|1.5|2|1|0|1|3|1|0|11
Austin Voth|TOR|2.7|0|0|0|3.38|1.5|1|0|0|1|3|1|0|12
Joey Cantillo|CLE|50.3|3|0|0|3.4|1.35|45|6|2|19|44|24|1|210
Will Warren|NYY|47.3|5|0|0|3.42|1.16|59|6|3|18|43|12|1|198
Lucas Erceg|KCR|18.3|3|10|1|3.44|1.47|17|0|0|7|15|12|0|76
Jacob Webb|CHC|18.3|0|1|2|3.44|1.47|20|3|0|7|19|8|0|81
Zack Kelly|BOS|15.7|0|0|3|3.45|1.28|14|1|0|6|13|7|1|68
Christian Scott|NYM|15.7|0|0|0|3.45|1.4|20|1|0|6|13|9|3|70
Albert Suárez|BAL|15.7|1|1|0|3.45|1.28|9|3|0|6|11|9|0|66
Ryan Yarbrough|NYY|15.7|0|0|0|3.45|1.02|14|1|0|6|11|5|2|65
Bailey Ober|MIN|52.0|4|0|0|3.46|1.02|39|5|4|20|38|15|2|209
Tim Mayza|PHI|23.3|1|0|1|3.47|0.94|23|4|0|9|15|7|1|93
Clayton Beeter|WSH|10.3|1|2|2|3.48|1.26|9|2|0|4|5|8|1|46
Landen Roupp|SFG|49.0|5|0|0|3.49|1.14|58|2|4|19|35|21|2|201
Kevin Ginkel|ARI|18.0|1|0|2|3.5|1.11|21|1|0|7|16|4|0|74
Logan Henderson|MIL|18.0|1|0|0|3.5|1.06|23|2|1|7|16|3|0|71
Foster Griffin|WSH|51.0|4|0|0|3.53|1.14|49|8|4|20|40|18|3|213
Michael Soroka|ARI|43.3|5|0|0|3.53|1.32|47|4|3|17|45|12|3|185
Sandy Alcantara|MIA|63.7|3|0|0|3.53|1.26|45|4|7|25|60|20|1|267
Anthony Bender|MIA|17.7|1|1|4|3.57|1.08|19|0|0|7|11|8|2|74
Mitch Keller|PIT|52.7|4|0|0|3.59|1.08|38|3|6|21|42|15|1|210
Mitch Farris|LAA|15.0|0|0|0|3.6|1.67|11|3|0|6|21|4|0|66
Steven Okert|HOU|20.0|0|0|3|3.6|1.1|16|2|0|8|15|7|0|80
Gregory Santos|SFG|5.0|0|0|0|3.6|1.6|1|0|0|2|5|3|0|22
Brandon Woodruff|MIL|30.0|2|0|0|3.6|1.03|25|4|2|12|24|7|1|121
Yoshinobu Yamamoto|LAD|50.0|3|0|0|3.6|1.0|48|8|6|20|40|10|1|195
John Schreiber|KCR|17.3|0|1|1|3.63|1.5|7|3|0|7|16|10|1|76
Kenley Jansen|DET|12.3|1|7|0|3.65|1.05|18|3|0|5|8|5|0|49
Keider Montero|DET|44.3|2|0|0|3.65|0.99|31|5|3|18|34|10|0|175
JT Brubaker|SFG|19.7|0|0|0|3.66|1.63|16|1|0|8|20|12|0|86
George Soriano|STL|19.7|1|2|8|3.66|1.27|16|3|0|8|15|10|1|84
Zach Pop|PHI|7.3|0|0|0|3.68|1.09|6|0|0|3|5|3|1|31
Cole Sulser|TBR|22.0|1|2|4|3.68|1.36|16|1|0|9|21|9|0|95
Blake Treinen|LAD|14.7|1|0|5|3.68|1.36|14|2|0|6|15|5|1|64
Edgardo Henriquez|LAD|17.0|2|0|1|3.71|1.12|16|1|0|7|12|7|2|69
Luke Weaver|NYM|19.3|2|0|5|3.72|1.14|19|2|0|8|15|7|0|79
Gavin Williams|CLE|55.3|5|0|0|3.74|1.17|66|8|3|23|43|22|1|225
Ryan Rolison|CHC|12.0|3|0|0|3.75|1.42|13|2|0|5|11|6|0|50
Connor Seabold|DET|12.0|1|0|0|3.75|1.42|12|2|0|5|12|5|1|53
Seth Lugo|KCR|52.7|1|0|0|3.76|1.42|46|1|5|22|56|19|0|221
Erick Fedde|CHW|43.0|0|0|0|3.77|1.16|26|10|1|18|36|14|2|177
David Bednar|NYY|19.0|1|10|0|3.79|1.42|22|1|0|8|21|6|1|85
Casey Legumina|TBR|19.0|1|0|0|3.79|1.47|12|0|0|8|23|5|3|84
Yohan Ramírez|PIT|26.0|2|1|1|3.81|1.35|30|1|0|11|20|15|5|115
Reynaldo López|ATL|28.3|2|0|1|3.81|1.41|25|6|1|12|26|14|1|123
Paul Blackburn|NYY|18.7|1|0|0|3.86|1.55|12|1|0|8|19|10|1|83
Angel Chivilli|NYY|2.3|0|0|0|3.86|2.14|3|1|0|1|2|3|1|13
Kevin Gausman|TOR|51.3|2|0|0|3.86|1.09|48|6|5|22|47|9|0|209
Brad Keller|PHI|18.7|2|3|4|3.86|1.23|23|2|0|8|17|6|1|78
Tyler Kinley|ATL|18.7|3|0|6|3.86|1.39|19|4|0|8|17|9|1|82
Steven Matz|TBR|37.3|4|0|0|3.86|1.1|28|6|3|16|28|13|1|149
Tommy Nance|TOR|21.0|0|0|1|3.86|1.14|25|1|0|9|16|8|0|85
Eric Orze|MIN|21.0|1|1|4|3.86|1.48|17|0|0|9|19|12|0|92
Cody Ponce|TOR|2.3|0|0|0|3.86|0.86|3|0|0|1|1|1|0|10
Matt Strahm|KCR|16.3|1|0|8|3.86|1.29|17|3|0|7|14|7|1|71
Chase Dollander|COL|44.0|3|0|0|3.89|1.3|47|6|1|19|39|18|3|189
Bryan Woo|SEA|53.0|3|0|0|3.91|1.0|47|6|6|23|43|10|2|211
Griffin Jax|TBR|23.0|1|0|2|3.91|1.48|18|3|0|10|20|14|0|99
Pierce Johnson|CIN|18.3|1|1|3|3.93|1.36|17|3|0|8|18|7|0|79
Patrick Corbin|TOR|34.3|1|0|0|3.93|1.4|22|3|0|15|38|10|4|147
Kyle Leahy|STL|45.7|5|0|0|3.94|1.55|34|6|1|20|51|20|3|205
Jose Quintana|COL|34.0|1|0|0|3.97|1.41|16|5|1|15|32|16|1|146
