name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Michael Harris II|ATL|122|7|13|22|2|22|6|34|115|1|0|4|0|0.296|0.328|0.513
Casey Schmitt|SFG|125|6|14|18|2|26|5|34|115|1|4|8|1|0.296|0.344|0.539
Christian Vázquez|HOU|67|2|6|11|0|12|5|18|61|0|0|4|0|0.295|0.348|0.459
Edmundo Sosa|PHI|53|1|6|10|2|10|2|15|51|0|0|3|0|0.294|0.321|0.412
Weston Wilson|BAL|21|0|5|2|2|6|3|5|17|0|1|1|0|0.294|0.429|0.353
Ryan O'Hearn|PIT|147|5|20|24|1|28|17|37|126|2|2|5|0|0.294|0.381|0.452
Brandon Nimmo|TEX|152|4|17|12|1|30|15|39|133|1|3|7|1|0.293|0.375|0.451
Jacob Wilson|ATH|153|2|16|16|2|17|4|43|147|1|0|8|0|0.293|0.309|0.388
Tyler Freeman|COL|78|1|6|11|3|9|3|19|65|0|7|2|0|0.292|0.387|0.369
Moisés Ballesteros|CHC|100|6|14|18|0|17|10|26|89|1|0|5|0|0.292|0.36|0.551
Ty France|SDP|58|3|8|10|1|5|2|16|55|0|1|2|2|0.291|0.328|0.564
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Nico Hoerner|CHC|167|4|19|27|7|14|15|42|145|3|4|10|0|0.29|0.365|0.441
Luis Campusano|SDP|58|3|9|10|0|15|5|15|52|0|1|7|0|0.288|0.362|0.596
William Contreras|MIL|148|3|21|23|0|16|14|38|133|0|1|7|0|0.286|0.358|0.406
Deyvison De Los Santos|MIA|7|0|0|0|0|3|0|2|7|0|0|1|0|0.286|0.286|0.429
Elias Díaz|KCR|15|1|2|3|0|1|1|4|14|0|0|2|0|0.286|0.333|0.643
Jarred Kelenic|CHW|17|0|0|0|0|3|3|4|14|0|0|0|0|0.286|0.412|0.286
Ryan Mountcastle|BAL|15|0|0|1|0|2|1|4|14|0|0|1|0|0.286|0.333|0.357
Max Muncy|LAD|139|9|25|13|0|33|20|34|119|0|0|5|0|0.286|0.388|0.555
Cody Bellinger|NYY|155|5|22|26|4|20|22|37|130|3|0|10|2|0.285|0.381|0.508
Taylor Ward|BAL|166|1|25|12|1|27|34|37|130|1|1|13|0|0.285|0.434|0.408
Daniel Schneemann|CLE|105|4|12|14|2|32|10|27|95|0|0|8|0|0.284|0.352|0.495
Matt Shaw|CHC|88|3|10|10|2|16|5|23|81|1|0|6|0|0.284|0.322|0.469
Ryan Jeffers|MIN|111|4|18|21|1|19|16|26|92|1|1|3|1|0.283|0.391|0.467
Ernie Clement|TOR|151|1|11|9|1|10|5|41|146|0|0|13|0|0.281|0.305|0.39
Edouard Julien|COL|107|2|15|12|3|30|13|26|93|0|1|3|1|0.28|0.374|0.398
Kyle Isbel|KCR|99|3|12|8|5|23|6|24|86|0|3|4|0|0.279|0.347|0.43
Bobby Witt Jr.|KCR|166|3|16|16|12|31|17|41|147|2|0|10|1|0.279|0.349|0.422
Carlos Correa|HOU|141|3|22|16|1|26|18|34|122|1|0|8|0|0.279|0.369|0.418
Freddie Freeman|LAD|154|3|13|19|0|21|13|39|140|0|1|10|1|0.279|0.344|0.429
Oswald Peraza|LAA|107|4|10|9|5|26|7|27|97|0|2|5|0|0.278|0.34|0.454
Chase Meidroth|CHW|153|2|24|5|1|37|16|37|133|1|0|7|0|0.278|0.353|0.376
Hunter Feduccia|TBR|44|0|5|4|0|14|6|10|36|0|1|1|0|0.278|0.395|0.306
Bryce Teodosio|LAA|40|0|4|2|4|15|3|10|36|0|0|2|0|0.278|0.333|0.333
Bryce Harper|PHI|158|9|23|23|2|25|20|38|137|1|0|9|1|0.277|0.367|0.555
Brandon Lockridge|MIL|94|0|8|10|5|25|10|23|83|0|0|4|0|0.277|0.355|0.325
Leody Taveras|BAL|99|2|11|19|1|19|15|23|83|0|0|5|1|0.277|0.388|0.434
Cole Young|SEA|149|3|20|20|2|36|12|37|134|1|2|6|1|0.276|0.342|0.403
Joey Loperfido|HOU|66|0|7|7|1|19|6|16|58|1|1|5|0|0.276|0.348|0.362
Xander Bogaerts|SDP|143|7|17|22|4|21|16|35|127|0|0|2|0|0.276|0.357|0.457
Nolan Arenado|ARI|123|5|17|17|0|25|8|31|113|1|1|3|0|0.274|0.325|0.434
TJ Rumfield|COL|149|5|13|20|0|23|12|37|135|1|1|6|1|0.274|0.336|0.444
Nathaniel Lowe|CIN|82|6|9|16|0|17|9|20|73|0|0|5|0|0.274|0.354|0.589
Trevor Larnach|MIN|102|1|14|11|1|18|18|23|84|0|0|6|1|0.274|0.402|0.405
Jonathan Aranda|TBR|154|7|19|29|0|36|21|35|128|3|2|5|0|0.273|0.377|0.477
Griffin Conine|MIA|25|2|6|4|2|6|2|6|22|0|1|1|0|0.273|0.36|0.591
Jonny DeLuca|TBR|81|2|14|14|4|15|3|21|77|0|0|7|0|0.273|0.3|0.442
Aaron Judge|NYY|163|15|34|28|5|46|28|36|132|0|2|6|0|0.273|0.407|0.659
Sebastián Rivero|LAA|11|0|0|0|0|1|0|3|11|0|0|0|0|0.273|0.273|0.273
Miguel Rojas|LAD|61|1|4|5|0|8|4|15|55|1|0|3|0|0.273|0.317|0.382
Ryan Vilade|TBR|49|1|5|9|1|9|4|12|44|0|0|2|0|0.273|0.333|0.386
Ceddanne Rafaela|BOS|131|2|16|14|2|29|8|32|118|0|5|4|2|0.271|0.344|0.39
Jorge Mateo|ATL|50|2|12|5|4|18|2|13|48|0|0|2|0|0.271|0.3|0.438
Angel Martínez|CLE|121|5|13|16|5|24|5|30|111|1|2|7|0|0.27|0.311|0.468
Will Smith|LAD|116|3|12|16|0|19|11|28|104|1|0|3|0|0.269|0.336|0.385
Brett Sullivan|COL|56|0|2|7|0|10|3|14|52|0|0|6|0|0.269|0.309|0.385
Alec Burleson|STL|156|5|18|29|1|24|17|37|138|1|0|9|0|0.268|0.346|0.442
Mauricio Dubón|ATL|143|2|17|20|0|24|10|35|131|0|2|9|2|0.267|0.329|0.412
Elly De La Cruz|CIN|164|10|27|28|8|47|17|39|146|1|0|6|0|0.267|0.341|0.514
Nick Fortes|TBR|95|1|5|8|0|12|2|24|90|0|3|5|0|0.267|0.305|0.356
Amed Rosario|NYY|67|4|7|14|0|13|5|16|60|2|0|1|1|0.267|0.313|0.517
Esteury Ruiz|MIA|15|2|4|3|3|6|0|4|15|0|0|1|0|0.267|0.267|0.733
Garrett Stubbs|PHI|17|0|2|1|0|2|1|4|15|1|0|0|0|0.267|0.294|0.267
Konnor Griffin|PIT|121|2|13|16|8|34|9|29|109|1|2|5|2|0.266|0.331|0.404
Isaac Paredes|HOU|135|3|16|15|0|23|13|31|117|0|5|6|0|0.265|0.363|0.393
Masyn Winn|STL|133|1|15|14|4|26|12|31|117|1|3|6|1|0.265|0.346|0.359
Randy Arozarena|SEA|158|3|24|12|8|37|17|36|136|2|3|9|1|0.265|0.354|0.412
Maikel Garcia|KCR|153|3|19|13|4|25|15|36|136|2|0|9|1|0.265|0.333|0.412
J.T. Realmuto|PHI|76|1|7|7|0|12|5|18|68|1|2|3|0|0.265|0.329|0.353
Andrés Giménez|TOR|128|3|10|17|5|19|4|32|121|1|1|6|1|0.264|0.291|0.405
Justin Crawford|PHI|116|0|9|8|3|23|8|28|106|0|2|7|2|0.264|0.328|0.368
Vaughn Grissom|LAA|64|1|6|7|0|5|8|14|53|2|0|4|0|0.264|0.349|0.396
Willson Contreras|BOS|157|8|19|23|1|45|18|34|129|3|7|4|0|0.264|0.376|0.481
Dominic Canzone|SEA|85|3|11|12|1|19|7|20|76|1|1|7|0|0.263|0.329|0.474
Jung Hoo Lee|SFG|145|2|15|12|0|18|10|35|133|2|0|8|1|0.263|0.31|0.383
Tristan Peters|CHW|89|0|8|5|4|22|6|21|80|0|1|1|1|0.263|0.322|0.3
Sam Antonacci|CHW|74|1|9|8|1|7|6|16|61|1|6|2|2|0.262|0.378|0.41
Jake McCarthy|COL|77|1|7|9|6|12|7|17|65|1|1|5|2|0.262|0.338|0.446
Dane Myers|CIN|57|1|12|4|2|12|10|12|46|0|1|0|0|0.261|0.404|0.326
Brooks Lee|MIN|128|5|16|21|2|24|8|31|119|0|1|4|0|0.261|0.313|0.42
Jake Mangum|PIT|82|0|13|3|5|18|7|19|73|0|1|2|0|0.26|0.333|0.288
Julio Rodríguez|SEA|165|5|18|17|3|38|13|39|150|0|2|7|0|0.26|0.327|0.407
Bryan Reynolds|PIT|164|4|26|22|2|44|30|34|131|1|2|5|2|0.26|0.402|0.42
Mike Trout|LAA|170|11|32|23|5|40|36|34|131|0|3|5|0|0.26|0.429|0.55
Drew Gilbert|SFG|58|2|6|5|0|11|3|14|54|0|0|1|0|0.259|0.298|0.389
Jake Bauers|MIL|130|5|22|20|3|27|14|30|116|0|0|6|0|0.259|0.338|0.44
Tristan Gray|MIN|64|3|8|13|0|21|3|15|58|1|1|1|0|0.259|0.302|0.431
Gleyber Torres|DET|144|2|18|11|0|22|25|30|116|2|1|2|0|0.259|0.389|0.328
Jo Adell|LAA|161|4|14|21|2|36|4|39|151|1|5|2|0|0.258|0.298|0.351
Marcelo Mayer|BOS|105|1|8|8|2|20|8|24|93|1|2|6|0|0.258|0.327|0.355
Ben Williamson|TBR|108|0|14|11|3|22|10|25|97|0|0|5|1|0.258|0.327|0.33
Samuel Basallo|BAL|112|5|12|14|0|29|11|26|101|0|0|4|1|0.257|0.33|0.465
José Fermín|STL|41|1|2|5|0|8|4|9|35|1|0|2|0|0.257|0.325|0.4
Javier Báez|DET|82|2|10|6|1|16|2|20|78|1|1|5|0|0.256|0.28|0.397
Corbin Carroll|ARI|138|4|21|19|4|37|18|30|117|2|1|7|4|0.256|0.355|0.487
José Caballero|NYY|135|4|17|13|13|27|6|32|125|0|4|6|0|0.256|0.311|0.4
Jeremy Peña|HOU|46|0|5|0|1|6|3|11|43|0|0|4|0|0.256|0.304|0.349
Giancarlo Stanton|NYY|96|3|8|14|1|29|6|23|90|0|0|6|0|0.256|0.302|0.422
Nolan Schanuel|LAA|150|3|13|20|0|22|10|35|137|2|1|9|0|0.255|0.307|0.387
Zack Gelof|ATH|52|2|9|7|2|13|3|12|47|0|0|2|0|0.255|0.3|0.426
Lourdes Gurriel Jr.|ARI|53|0|4|4|0|9|6|12|47|0|0|2|0|0.255|0.34|0.298
Brayan Rocchio|CLE|134|3|14|19|3|12|12|30|118|0|2|4|0|0.254|0.333|0.364
Heliot Ramos|SFG|142|3|12|15|0|43|7|34|134|1|0|8|1|0.254|0.289|0.396
Jake Fraley|TBR|78|2|5|5|2|20|7|18|71|0|0|6|0|0.254|0.321|0.423
Alex Freeland|LAD|105|2|11|8|0|28|11|23|91|1|0|4|0|0.253|0.33|0.363
Brandon Lowe|PIT|139|9|20|22|0|30|19|30|119|0|1|8|0|0.252|0.36|0.546
Spencer Steer|CIN|133|6|14|12|1|33|10|30|119|1|3|6|0|0.252|0.323|0.454
Ronald Acuña Jr.|ATL|152|2|17|9|7|31|20|32|127|2|3|8|1|0.252|0.362|0.378
Nick Kurtz|ATH|162|5|19|17|4|51|35|32|127|0|0|5|0|0.252|0.414|0.409
Junior Caminero|TBR|155|9|21|16|0|27|19|34|135|1|0|3|0|0.252|0.342|0.474
Kyle Tucker|LAD|160|4|26|19|3|32|19|35|139|2|0|8|0|0.252|0.338|0.396
Oneil Cruz|PIT|160|9|25|28|12|55|11|37|148|0|1|6|0|0.25|0.306|0.473
Jeremiah Jackson|BAL|120|6|10|24|1|26|2|29|116|1|1|3|0|0.25|0.267|0.431
Scott Kingery|CHC|4|0|2|0|1|0|0|1|4|0|0|0|0|0.25|0.25|0.25
Nathan Lukes|TOR|56|0|5|8|0|7|1|13|52|1|2|4|0|0.25|0.286|0.327
Parker Meadows|DET|39|0|3|2|3|10|2|9|36|0|1|1|1|0.25|0.308|0.333
Gabriel Moreno|ARI|61|1|8|8|0|14|3|14|56|1|1|6|0|0.25|0.295|0.411
Everson Pereira|CHW|71|3|7|7|1|21|4|16|64|1|2|4|0|0.25|0.31|0.453
Luke Raley|SEA|101|6|12|16|0|37|6|23|92|0|2|4|1|0.25|0.31|0.511
Colby Thomas|ATH|23|1|2|2|0|5|2|5|20|0|0|0|0|0.25|0.318|0.4
Andrew Vaughn|MIL|13|1|1|4|0|1|0|3|12|0|1|0|0|0.25|0.308|0.5
Connor Wong|BOS|51|0|3|6|1|8|4|11|44|0|2|5|0|0.25|0.34|0.364
Ian Happ|CHC|161|9|28|17|2|47|26|33|133|0|2|6|1|0.248|0.379|0.511
Iván Herrera|STL|165|4|21|17|1|29|27|32|129|1|8|10|0|0.248|0.406|0.419
Shohei Ohtani|LAD|163|6|25|15|5|37|27|32|129|2|4|7|0|0.248|0.389|0.442
Dillon Dingler|DET|126|6|12|26|0|23|7|28|113|0|4|7|0|0.248|0.315|0.469
Nathan Church|STL|109|5|14|16|3|24|4|25|101|2|2|4|0|0.248|0.284|0.436
Jorbit Vivas|WSH|86|0|12|3|0|12|6|18|73|1|4|3|0|0.247|0.333|0.288
Pete Crow-Armstrong|CHC|152|4|23|15|7|41|10|34|138|0|3|4|2|0.246|0.311|0.391
Kazuma Okamoto|TOR|151|10|19|23|0|44|17|33|134|0|0|3|0|0.246|0.331|0.493
Adolis García|PHI|146|4|12|13|1|37|12|32|130|2|2|5|1|0.246|0.315|0.392
Adam Frazier|LAA|66|1|13|5|0|19|6|14|57|0|1|4|1|0.246|0.328|0.404
Jac Caglianone|KCR|119|4|14|8|0|37|11|26|106|0|2|5|1|0.245|0.328|0.425
Alex Bregman|CHC|170|3|14|13|1|26|21|36|147|1|1|5|1|0.245|0.341|0.354
Isaac Collins|KCR|116|3|14|12|2|34|15|24|98|1|2|4|0|0.245|0.353|0.378
Byron Buxton|MIN|156|11|26|17|2|39|10|35|143|1|2|5|1|0.245|0.301|0.524
Willi Castro|COL|102|1|13|11|2|34|7|23|94|0|1|5|0|0.245|0.304|0.33
Sal Stewart|CIN|160|9|20|29|7|29|19|34|139|2|0|6|0|0.245|0.331|0.482
Nick Loftin|KCR|44|0|7|9|0|4|7|9|37|0|0|3|0|0.243|0.364|0.324
Jake Meyers|HOU|43|1|5|4|1|8|4|9|37|1|1|2|0|0.243|0.326|0.378
Daylen Lile|WSH|160|3|24|14|2|30|16|35|144|0|0|9|0|0.243|0.319|0.368
Spencer Horwitz|PIT|120|3|11|13|0|16|18|24|99|2|1|3|1|0.242|0.358|0.384
Fernando Tatis Jr.|SDP|152|0|14|13|9|37|14|32|132|4|1|5|1|0.242|0.311|0.295
Daulton Varsho|TOR|133|4|15|9|2|23|11|29|120|0|2|7|0|0.242|0.316|0.4
Bo Bichette|NYM|159|2|16|16|1|30|8|36|149|2|0|5|0|0.242|0.277|0.315
Jose Altuve|HOU|151|3|22|9|1|30|17|32|133|0|0|9|0|0.241|0.327|0.376
Nick Allen|HOU|27|0|5|0|0|5|2|6|25|0|0|1|0|0.24|0.296|0.28
Francisco Alvarez|NYM|115|4|11|9|0|24|10|24|100|1|2|4|0|0.24|0.319|0.4
Trea Turner|PHI|162|4|23|12|3|33|12|36|150|0|0|7|0|0.24|0.296|0.367
James Wood|WSH|176|10|32|27|7|58|32|34|142|0|2|8|0|0.239|0.386|0.507
David Fry|CLE|56|3|9|6|0|17|10|11|46|0|0|1|0|0.239|0.375|0.457
Max Muncy|ATH|104|2|15|7|2|37|6|22|92|2|4|5|2|0.239|0.308|0.402
Mark Vientos|NYM|100|4|10|14|0|24|7|22|92|1|0|4|0|0.239|0.29|0.413
JJ Wetherholt|STL|165|7|28|18|4|29|18|33|138|2|7|5|0|0.239|0.352|0.428
Jesús Sánchez|TOR|123|4|11|15|1|23|5|27|113|3|2|4|0|0.239|0.276|0.381
Geraldo Perdomo|ARI|133|2|13|11|6|17|20|26|109|2|0|5|3|0.239|0.351|0.394
Alejandro Osuna|TEX|28|0|2|2|0|6|5|5|21|0|2|1|0|0.238|0.429|0.286
Jorge Soler|LAA|146|8|19|28|0|45|17|29|122|3|4|5|0|0.238|0.342|0.475
Yainer Diaz|HOU|106|2|7|14|0|16|3|24|101|2|0|5|0|0.238|0.255|0.347
Wyatt Langford|TEX|84|1|9|4|3|19|4|19|80|0|0|3|2|0.238|0.274|0.363
Lenyn Sosa|TOR|82|1|8|9|0|18|0|19|80|1|0|6|0|0.238|0.235|0.35
Munetaka Murakami|CHW|160|14|26|28|0|55|28|31|131|1|0|1|0|0.237|0.369|0.565
David Hamilton|MIL|107|0|16|7|7|21|12|21|89|0|1|2|0|0.236|0.333|0.258
Brady House|WSH|133|5|16|18|1|40|10|29|123|0|0|5|0|0.236|0.293|0.398
Andrew McCutchen|TEX|56|1|6|5|0|18|4|12|51|1|0|2|0|0.235|0.286|0.333
Jackson Merrill|SDP|150|4|22|18|7|35|11|32|136|0|1|8|0|0.235|0.297|0.382
Christopher Morel|MIA|20|0|1|0|0|7|2|4|17|0|1|0|0|0.235|0.35|0.235
Andrew Benintendi|CHW|121|2|11|17|0|40|7|26|111|3|0|5|2|0.234|0.273|0.369
Ramón Laureano|SDP|140|5|17|19|4|42|13|29|124|2|1|4|2|0.234|0.307|0.419
Luis García Jr.|WSH|112|1|14|16|2|19|4|25|107|1|0|6|1|0.234|0.259|0.336
Matt Chapman|SFG|152|1|16|12|0|36|14|32|137|0|1|6|1|0.234|0.309|0.314
Josh Naylor|SEA|151|4|9|17|7|26|12|32|137|1|1|3|0|0.234|0.298|0.343
Hunter Goodman|COL|143|9|24|15|1|54|11|30|129|0|3|7|0|0.233|0.308|0.496
Dustin Harris|HOU|52|0|6|5|4|7|6|10|43|1|1|1|1|0.233|0.333|0.302
Austin Hays|CHW|44|1|3|7|0|13|1|10|43|0|0|1|0|0.233|0.25|0.326
Derek Hill|CHW|49|2|6|3|4|15|5|10|43|0|0|0|0|0.233|0.313|0.372
Blaze Alexander|BAL|90|0|8|3|3|26|5|19|82|0|1|2|1|0.232|0.284|0.28
Connor Norby|MIA|127|3|8|11|2|41|13|25|108|1|5|7|0|0.231|0.339|0.38
Teoscar Hernández|LAD|135|4|17|17|1|40|13|28|121|1|0|4|0|0.231|0.304|0.364
Jacob Young|WSH|128|2|13|15|1|25|5|28|121|0|1|5|0|0.231|0.268|0.322
Michael Busch|CHC|159|3|16|20|0|36|21|31|134|2|2|7|1|0.231|0.34|0.366
Victor Robles|SEA|13|0|0|1|1|3|0|3|13|0|0|1|0|0.231|0.231|0.308
Marcus Semien|NYM|141|2|11|13|4|28|8|30|130|1|1|6|0|0.231|0.279|0.323
Eugenio Suárez|CIN|100|3|10|11|0|30|9|21|91|0|0|3|0|0.231|0.3|0.363
Agustín Ramírez|MIA|129|2|14|14|3|28|13|26|113|1|2|5|1|0.23|0.318|0.345
Luke Keaschall|MIN|151|1|17|15|8|23|13|31|135|2|1|8|0|0.23|0.298|0.311
Roman Anthony|BOS|130|1|12|5|2|33|20|25|109|0|1|5|1|0.229|0.354|0.321
Pedro Pagés|STL|87|3|8|8|2|22|4|18|79|1|2|3|0|0.228|0.279|0.38
Gavin Sheets|SDP|107|5|13|13|2|23|5|23|101|0|1|9|0|0.228|0.271|0.465
Colson Montgomery|CHW|154|9|16|23|1|44|15|30|132|0|7|7|0|0.227|0.338|0.485
Lane Thomas|KCR|82|1|7|6|3|14|15|15|66|0|1|1|0|0.227|0.378|0.288
Nolan Gorman|STL|134|5|14|21|0|37|12|27|119|3|0|4|0|0.227|0.291|0.387
Francisco Lindor|NYM|105|2|14|5|2|19|11|21|93|0|1|2|2|0.226|0.314|0.355
Matt Vierling|DET|90|2|9|15|1|14|8|18|80|2|0|7|0|0.225|0.289|0.388
Pete Alonso|BAL|160|7|26|20|1|39|21|31|138|0|1|10|0|0.225|0.331|0.449
Kyle Stowers|MIA|66|0|8|1|0|16|7|13|58|0|1|3|0|0.224|0.318|0.276
Luis Robert Jr.|NYM|98|2|10|8|2|17|13|19|85|0|0|3|0|0.224|0.327|0.329
Andrés Chaparro|WSH|10|0|1|0|0|2|1|2|9|0|0|1|0|0.222|0.3|0.333
Sam Huff|BAL|9|0|1|1|0|5|0|2|9|0|0|1|0|0.222|0.222|0.333
Carter Jensen|KCR|123|6|14|17|0|39|13|24|108|1|1|2|0|0.222|0.309|0.407
Joe Mack|MIA|9|0|0|1|0|2|0|2|9|0|0|0|0|0.222|0.222|0.222
