name|team|ip|w|sv|hld|era|whip|so|hr|qs|bb|hbp|bf
Aroldis Chapman|BOS|7.7|0|4|0|1.17|1.04|8|0|0|3|1|30
Yennier Cano|BAL|7.3|1|0|2|1.23|0.68|9|0|0|1|0|27
Joel Kuhnel|ATH|7.0|0|4|1|1.29|0.57|3|0|0|0|0|25
Jacob Latz|TEX|13.7|0|0|2|1.32|0.51|12|1|0|3|0|49
Isaac Mattson|PIT|13.7|0|0|5|1.32|1.32|10|0|0|6|0|57
Jhoan Duran|PHI|6.7|1|5|0|1.35|0.75|8|0|0|0|0|24
Graham Ashcraft|CIN|12.0|0|1|6|1.5|1.17|14|0|0|6|0|47
Bryce Elder|ATL|30.0|3|0|0|1.5|0.97|29|2|3|9|2|118
Brent Headrick|NYY|12.0|1|0|2|1.5|1.5|14|0|0|5|0|54
Jimmy Herget|COL|12.0|0|1|3|1.5|0.83|11|0|0|2|1|46
Garrett Acton|MIN|5.7|1|0|0|1.59|0.88|7|0|0|3|1|23
Kenley Jansen|DET|5.7|0|5|0|1.59|0.88|7|1|0|1|0|22
Anthony Nunez|BAL|11.3|1|0|3|1.59|0.71|13|2|0|2|0|42
Chase Shugart|PHI|5.7|0|0|0|1.59|1.24|6|1|0|2|0|23
Cristopher Sánchez|PHI|28.3|2|0|0|1.59|1.41|39|1|3|8|0|123
Taj Bradley|MIN|27.7|3|0|0|1.63|1.23|34|0|3|10|2|118
Sam Moll|CIN|11.0|1|0|1|1.64|1.0|9|0|0|7|3|47
David Morgan|SDP|11.0|2|0|0|1.64|1.55|11|1|0|9|2|50
Kai-Wei Teng|HOU|16.3|1|0|2|1.65|0.8|16|2|0|6|0|61
Hoby Milner|CHC|10.7|0|0|1|1.69|0.94|1|1|0|2|2|41
Eduard Bazardo|SEA|10.3|0|0|2|1.74|1.26|9|0|0|5|0|43
Andrew Hoffmann|ARI|10.3|1|0|0|1.74|1.16|11|2|0|6|1|43
Parker Messick|CLE|30.7|3|0|0|1.76|0.88|29|1|3|8|1|113
Cooper Criswell|SEA|10.0|0|1|0|1.8|1.1|8|2|0|3|0|37
Matt Gage|SFG|10.0|1|0|3|1.8|1.0|7|1|0|5|0|38
Wandy Peralta|SDP|10.0|0|0|1|1.8|1.5|10|1|0|3|0|44
Bryan Hudson|CHW|9.7|0|0|2|1.86|1.55|12|0|0|6|1|44
Justin Wrobleski|LAD|24.0|3|0|0|1.88|0.88|9|0|2|5|0|92
Randy Vásquez|SDP|28.7|2|0|0|1.88|1.08|30|1|3|8|2|114
Jason Adam|SDP|4.7|0|1|4|1.93|1.07|2|0|0|1|1|19
Jack Dreyer|LAD|9.3|1|0|2|1.93|0.86|11|0|0|4|0|34
Connor Phillips|CIN|14.0|1|1|2|1.93|1.5|14|1|0|14|1|63
Cam Schlittler|NYY|27.7|2|0|0|1.95|0.76|36|0|2|3|0|105
Clay Holmes|NYM|23.0|2|0|0|1.96|1.09|16|2|1|9|1|93
Eduardo Rodriguez|ARI|23.0|1|0|0|1.96|1.22|14|2|2|9|0|96
Kody Funderburk|MIN|9.0|1|1|4|2.0|1.56|8|1|0|7|2|42
Garrett Whitlock|BOS|9.0|2|0|3|2.0|1.11|12|1|0|5|0|37
Jovani Morán|BOS|13.3|0|0|0|2.03|1.05|15|1|0|8|0|54
Mitch Farris|LAA|4.3|0|0|0|2.08|1.62|3|1|0|2|0|19
Chase Silseth|LAA|8.7|0|0|3|2.08|1.38|10|1|0|6|0|38
Tarik Skubal|DET|30.3|3|0|0|2.08|0.96|33|1|4|6|1|118
Caleb Thielbar|CHC|8.7|2|2|1|2.08|1.04|11|1|0|4|0|36
Dylan Cease|TOR|25.7|1|0|0|2.1|1.29|44|0|1|14|1|111
Gavin Williams|CLE|29.7|3|0|0|2.12|1.01|40|4|2|17|0|115
Davis Martin|CHW|25.0|3|0|0|2.16|1.0|19|2|3|6|1|94
Paul Sewald|ARI|8.3|0|7|0|2.16|0.48|11|2|0|0|0|29
Shota Imanaga|CHC|29.0|2|0|0|2.17|0.72|32|3|3|6|0|108
Cade Povich|BAL|12.3|1|0|0|2.19|0.97|7|1|1|3|0|48
Martín Pérez|ATL|20.3|1|0|0|2.21|0.93|10|1|1|6|2|79
Dylan Dodd|ATL|4.0|0|1|0|2.25|1.0|4|0|0|1|0|16
Didier Fuentes|ATL|4.0|0|0|0|2.25|0.75|4|0|0|1|0|15
Brooks Raley|NYM|8.0|0|0|3|2.25|1.0|9|1|0|3|0|32
JoJo Romero|STL|12.0|0|0|6|2.25|1.08|6|1|0|4|1|48
Brent Suter|LAA|16.0|0|0|0|2.25|1.25|15|2|0|7|0|62
Blade Tidwell|SFG|8.0|0|1|1|2.25|0.75|6|1|0|1|1|28
Bryan Woo|SEA|32.0|1|0|0|2.25|0.88|26|0|4|6|2|123
Michael King|SDP|27.7|3|0|0|2.28|1.12|26|1|2|14|4|112
Landen Roupp|SFG|27.7|4|0|0|2.28|1.01|31|0|3|12|2|110
Jacob deGrom|TEX|19.7|1|0|0|2.29|1.07|25|3|1|6|0|78
Kyle Freeland|COL|15.7|1|0|0|2.3|1.09|13|1|1|4|4|67
Yohan Ramírez|PIT|15.7|2|0|1|2.3|1.21|16|1|0|9|1|65
Walbert Urena|LAA|7.7|0|0|1|2.35|1.83|10|0|1|5|0|39
Braxton Ashcraft|PIT|22.7|1|0|0|2.38|1.06|27|0|2|7|1|91
Lake Bachar|MIA|11.3|0|0|1|2.38|0.97|15|0|0|6|0|45
JT Brubaker|SFG|11.3|0|0|0|2.38|1.59|8|1|0|8|0|48
Edward Cabrera|CHC|22.7|2|0|0|2.38|1.28|17|0|2|11|0|91
Jakob Junis|TEX|11.3|0|3|3|2.38|0.88|6|0|0|4|2|45
Spencer Arrighetti|HOU|11.0|2|0|0|2.45|1.45|13|0|1|8|3|52
Fernando Cruz|NYY|7.3|1|0|3|2.45|1.5|10|0|0|7|1|33
Zach Eflin|BAL|3.7|0|0|0|2.45|1.64|7|1|0|2|0|17
Hogan Harris|ATH|14.7|2|1|5|2.45|1.36|13|1|0|12|1|65
Cade Horton|CHC|7.3|1|0|0|2.45|0.82|4|1|1|2|0|26
Riley Martin|CHC|7.3|0|0|0|2.45|0.82|9|1|0|1|0|27
Nick Martinez|TBR|22.0|0|0|0|2.45|1.23|14|3|2|7|0|92
Yoshinobu Yamamoto|LAD|32.7|2|0|0|2.48|0.89|28|3|5|5|1|123
Will Warren|NYY|25.3|2|0|0|2.49|1.11|31|3|1|6|1|105
Cole Winn|TEX|10.7|1|1|4|2.53|1.22|12|2|0|5|0|45
Kevin Gausman|TOR|28.3|1|0|0|2.54|0.95|35|2|3|6|0|113
Chase Burns|CIN|28.0|2|0|0|2.57|1.07|30|4|2|11|0|111
Anthony Kay|CHW|17.3|1|0|0|2.6|1.27|12|2|0|9|3|78
Pierce Johnson|CIN|10.3|1|0|2|2.61|1.26|12|1|0|2|0|44
Juan Morillo|ARI|10.3|1|1|6|2.61|0.97|10|1|0|4|0|41
Sam Bachman|LAA|13.7|0|0|3|2.63|1.1|15|0|0|8|0|54
Nolan McLean|NYM|30.3|1|0|0|2.67|0.76|38|2|3|8|1|114
Grant Anderson|MIL|13.3|1|0|4|2.7|0.98|10|0|0|6|0|49
Ben Brown|CHC|16.7|0|0|1|2.7|1.08|15|1|0|6|0|67
Grant Wolfram|BAL|10.0|1|0|3|2.7|1.2|16|0|0|1|3|45
Drew Rasmussen|TBR|19.7|1|0|0|2.75|0.66|20|4|1|3|0|74
Casey Mize|DET|22.7|1|0|0|2.78|1.19|25|2|2|7|1|94
Michael Soroka|ARI|22.7|4|0|0|2.78|1.06|28|2|1|6|3|93
DL Hall|MIL|9.7|0|0|2|2.79|1.66|12|1|0|8|1|44
Ryan Helsley|BAL|9.7|0|6|0|2.79|1.45|15|0|0|7|0|43
Mitch Keller|PIT|29.0|2|0|0|2.79|1.1|19|1|4|9|1|115
Will Klein|LAD|9.7|1|0|1|2.79|1.34|10|0|0|3|0|40
Chris Sale|ATL|29.0|4|0|0|2.79|1.0|29|5|4|7|3|115
Gabe Speier|SEA|9.7|0|1|3|2.79|1.24|9|1|0|3|1|41
Keaton Winn|SFG|9.7|0|0|4|2.79|0.62|13|0|0|2|0|35
Emerson Hancock|SEA|28.7|2|0|0|2.83|0.87|28|5|3|4|1|105
Robbie Ray|SFG|28.3|2|0|0|2.86|1.09|31|5|2|11|0|114
Chase Dollander|COL|25.0|2|0|0|2.88|1.0|32|3|0|7|3|104
Connelly Early|BOS|25.0|1|0|0|2.88|1.32|24|2|1|13|3|107
Jesse Scholtens|TBR|15.3|1|0|0|2.93|0.98|13|1|0|3|2|62
Max Fried|NYY|33.3|2|0|0|2.97|0.81|23|1|4|8|2|127
George Kirby|SEA|33.3|3|0|0|2.97|1.05|27|4|3|8|1|129
Aaron Ashby|MIL|15.0|5|0|0|3.0|1.4|24|1|0|8|0|64
Jose A. Ferrer|SEA|9.0|0|0|2|3.0|1.78|7|0|0|1|1|44
Brant Hurter|DET|9.0|1|0|1|3.0|1.11|6|1|0|3|0|36
Luis Medina|ATH|9.0|0|0|0|3.0|1.22|10|1|0|5|0|38
Tobias Myers|NYM|15.0|0|0|2|3.0|0.8|11|2|0|2|0|55
Colin Rea|CHC|24.0|3|1|0|3.0|1.04|20|2|1|5|1|97
Lucas Sims|CHW|9.0|0|0|2|3.0|1.56|8|0|0|7|1|41
Jacob Misiorowski|MIL|26.7|1|0|0|3.04|1.09|42|4|1|12|3|111
Sandy Alcantara|MIA|35.3|2|0|0|3.06|1.05|23|4|3|12|1|140
Kyle Harrison|MIL|17.7|1|0|0|3.06|1.3|18|2|0|7|3|77
Taylor Clarke|ARI|11.7|1|0|5|3.09|0.69|6|1|0|0|1|42
Spencer Miles|TOR|11.7|1|0|0|3.09|1.29|10|2|0|4|0|49
Jack Kochanowicz|LAA|29.0|2|0|0|3.1|1.24|19|1|2|17|1|122
Rhett Lowder|CIN|29.0|3|0|0|3.1|1.14|18|1|3|9|0|118
Nick Mears|KCR|8.7|1|0|2|3.12|1.15|6|0|0|4|0|35
Ryan Thompson|ARI|8.7|1|0|4|3.12|0.92|5|1|0|4|1|35
Gus Varland|WSH|8.7|0|2|3|3.12|1.38|10|1|0|3|0|38
Bubba Chandler|PIT|20.0|1|0|0|3.15|1.3|17|2|1|13|0|85
Carter Baumler|TEX|5.7|0|0|0|3.18|1.76|6|1|0|6|1|27
Danny Coulombe|BOS|5.7|0|0|1|3.18|1.24|2|1|0|3|1|24
Jose Franco|CIN|5.7|0|0|1|3.18|2.12|4|0|0|5|0|27
Steven Okert|HOU|11.3|0|0|2|3.18|0.97|9|1|0|5|0|43
Ryan Weathers|NYY|28.3|1|0|0|3.18|1.24|36|4|2|8|0|116
Joey Cantillo|CLE|25.3|1|0|0|3.2|1.3|30|3|1|12|1|103
Ranger Suarez|BOS|22.3|1|0|0|3.22|1.07|15|2|2|6|0|86
Tyler Glasnow|LAD|25.0|2|0|0|3.24|0.84|29|2|3|6|0|95
Paul Skenes|PIT|22.0|3|0|0|3.27|0.91|23|2|2|7|2|88
Carmen Mlodzinski|PIT|24.7|1|0|0|3.28|1.42|26|0|0|10|1|108
Michael McGreevy|STL|27.3|1|0|0|3.29|0.91|15|4|2|5|0|105
Joe Ryan|MIN|27.3|2|0|0|3.29|0.88|28|1|2|6|2|107
Framber Valdez|DET|30.0|2|0|0|3.3|1.2|20|1|4|9|1|127
Jeffrey Springs|ATH|29.7|3|0|0|3.34|0.98|27|4|3|9|0|116
Jack Anderson|BOS|8.0|0|0|0|3.38|1.25|6|1|0|2|0|32
Coleman Crow|MIL|5.3|0|0|0|3.38|0.94|4|0|0|1|0|21
Wilber Dotel|PIT|2.7|0|0|0|3.38|1.88|1|1|0|3|0|13
Ryan Fernandez|STL|2.7|0|0|0|3.38|2.63|3|0|0|2|0|14
Robert Garcia|TEX|8.0|0|0|2|3.38|1.5|6|0|0|7|0|34
Foster Griffin|WSH|26.7|3|0|0|3.38|1.2|22|5|1|8|1|111
Peyton Pallette|CLE|10.7|1|0|1|3.38|1.03|11|1|0|4|2|44
Taylor Rogers|MIN|8.0|0|0|3|3.38|1.5|7|0|0|3|0|35
Erik Sabrowski|CLE|10.7|0|0|9|3.38|0.94|18|1|0|5|0|42
Tyler Uberstine|BOS|2.7|0|0|0|3.38|1.5|2|1|0|1|0|11
Austin Voth|TOR|2.7|0|0|0|3.38|1.5|1|0|0|1|0|12
Grant Holmes|ATL|26.3|1|0|0|3.42|1.1|21|3|2|11|0|107
Brandon Woodruff|MIL|23.7|2|0|0|3.42|0.93|20|3|2|4|1|94
Jack Flaherty|DET|23.3|0|0|0|3.47|1.59|24|1|1|20|3|108
Clayton Beeter|WSH|10.3|1|2|2|3.48|1.26|9|2|0|8|1|46
Richard Lovelady|WSH|10.3|1|0|0|3.48|1.65|9|1|0|7|0|46
Kumar Rocker|TEX|20.7|1|0|0|3.48|1.31|19|2|1|8|1|90
Cole Sands|MIN|10.3|1|1|3|3.48|1.26|10|1|0|4|0|43
Zac Gallen|ARI|25.7|1|0|0|3.51|1.48|14|2|1|7|0|110
Aaron Civale|ATH|20.3|2|0|0|3.54|1.33|16|2|0|6|1|89
Tyler Holton|DET|10.0|0|0|2|3.6|1.5|8|1|0|6|1|44
Evan Sisk|PIT|5.0|0|0|0|3.6|1.8|8|0|0|1|1|24
Victor Vodnik|COL|10.0|0|3|0|3.6|1.8|6|1|0|5|1|47
Ryan Walker|SFG|10.0|0|2|2|3.6|1.4|12|1|0|5|0|43
Ron Marinaccio|SDP|12.3|0|0|1|3.65|1.05|11|2|0|4|0|47
Matthew Liberatore|STL|27.0|0|0|0|3.67|1.41|16|5|2|10|0|117
Patrick Corbin|TOR|14.7|0|0|0|3.68|1.09|12|2|0|4|2|59
Keider Montero|DET|22.0|1|0|0|3.68|0.91|18|0|1|3|0|85
Zach Pop|PHI|7.3|0|0|0|3.68|1.09|6|0|0|3|1|31
David Bednar|NYY|9.7|1|6|0|3.72|1.76|13|0|0|5|0|46
Michael Petersen|MIA|9.7|1|1|1|3.72|1.03|8|1|0|4|0|39
J.T. Ginn|ATH|21.7|0|0|0|3.74|1.06|17|4|0|8|0|86
Reynaldo López|ATL|21.7|1|0|0|3.74|1.43|20|4|1|11|1|95
Justin Sterner|ATH|12.0|0|0|5|3.75|1.67|14|1|0|5|0|56
Jonathan Bowlan|PHI|7.0|1|0|0|3.86|1.29|8|0|0|1|0|29
Angel Chivilli|NYY|2.3|0|0|0|3.86|2.14|3|1|0|3|1|13
Brad Keller|PHI|9.3|0|0|4|3.86|1.18|9|1|0|3|0|38
Trevor Martin|TBR|2.3|0|0|0|3.86|0.86|2|0|0|0|0|9
Germán Márquez|SDP|18.7|2|0|0|3.86|1.39|15|5|0|6|0|79
Jack Perkins|ATH|9.3|2|1|0|3.86|1.29|12|0|0|3|2|41
Cody Ponce|TOR|2.3|0|0|0|3.86|0.86|3|0|0|1|0|10
Noah Schultz|CHW|9.3|1|0|0|3.86|0.96|10|1|0|5|0|38
Erick Fedde|CHW|20.7|0|0|0|3.92|1.11|15|3|0|7|2|84
Tomoyuki Sugano|COL|20.7|1|0|0|3.92|1.16|15|5|2|5|0|86
Kyle Bradish|BAL|25.0|1|0|0|3.96|1.76|28|2|1|13|0|115
Max Meyer|MIA|25.0|1|0|0|3.96|1.24|28|2|0|11|2|111
Jonathan Loáisiga|ARI|11.3|0|1|4|3.97|1.32|10|1|0|2|1|48
Jameson Taillon|CHC|22.7|1|0|0|3.97|1.28|21|6|2|9|1|95
Grant Taylor|CHW|11.3|0|0|1|3.97|1.24|16|0|0|4|0|48
Justin Topa|MIN|11.3|0|1|2|3.97|1.41|7|1|0|4|0|48
Mick Abel|MIN|20.3|1|0|0|3.98|1.57|23|0|2|10|3|93
Abner Uribe|MIL|9.0|1|2|4|4.0|1.22|9|0|0|3|0|37
Logan Gilbert|SEA|29.0|1|0|0|4.03|1.17|32|3|2|5|1|115
Aaron Bummer|ATL|6.7|0|0|3|4.05|1.35|6|1|0|3|1|31
Orion Kerkering|PHI|6.7|0|0|1|4.05|1.5|4|1|0|4|0|30
Andre Pallante|STL|20.0|2|0|0|4.05|1.45|12|2|0|11|2|91
Freddy Peralta|NYM|26.7|1|0|0|4.05|1.09|28|4|1|10|2|112
Cole Sulser|TBR|13.3|1|0|1|4.05|1.73|9|1|0|7|0|62
Blake Treinen|LAD|6.7|1|0|4|4.05|1.5|6|1|0|3|0|30
Kris Bubic|KCR|28.7|2|0|0|4.08|1.12|29|3|3|13|0|113
Reid Detmers|LAA|28.7|1|0|0|4.08|1.08|31|2|2|8|3|120
Trevor Rogers|BAL|28.7|2|0|0|4.08|1.33|25|3|3|8|1|122
Scott Barlow|ATH|11.0|0|0|5|4.09|1.27|11|2|0|7|1|48
Dean Kremer|BAL|11.0|0|0|0|4.09|0.91|16|4|1|2|0|43
Sean Burke|CHW|26.3|1|0|0|4.1|1.22|20|3|1|7|1|109
Luis Gil|NYY|15.3|1|0|0|4.11|1.17|9|4|1|8|2|65
Cade Cavalli|WSH|19.7|0|0|0|4.12|1.73|18|0|1|12|3|93
Dietrich Enns|BAL|4.3|0|0|0|4.15|1.62|7|0|0|5|0|20
MacKenzie Gore|TEX|26.0|2|0|0|4.15|1.19|35|5|1|12|1|108
Bailey Ober|MIN|26.0|2|0|0|4.15|1.23|24|2|1|9|1|111
Eric Orze|MIN|8.7|0|1|3|4.15|1.5|6|0|0|4|0|37
Eury Pérez|MIA|26.0|2|0|0|4.15|1.35|27|4|2|12|2|112
Tyler Wells|BAL|13.0|0|0|4|4.15|1.23|16|2|0|4|1|55
Shawn Armstrong|CLE|10.7|1|0|3|4.22|1.41|13|2|0|7|1|47
Bryan King|HOU|10.7|0|1|2|4.22|1.5|12|0|0|5|3|50
Connor Seabold|DET|10.7|1|0|0|4.22|1.31|11|2|0|3|1|46
Cody Laweryson|MIN|6.3|0|1|1|4.26|0.79|8|0|0|2|2|26
Sonny Gray|BOS|23.0|2|0|0|4.3|1.3|13|3|2|5|1|99
Bryan Baker|TBR|8.3|1|4|0|4.32|1.2|9|1|0|3|0|35
Brandon Williamson|CIN|20.7|2|0|0|4.35|1.35|12|3|1|13|2|90
Brad Lord|WSH|18.3|1|0|2|4.42|1.15|13|3|0|4|2|78
Andrew Painter|PHI|18.3|1|0|0|4.42|1.36|20|1|0|4|1|80
Paul Blackburn|NYY|8.0|1|0|0|4.5|1.88|5|0|0|3|0|39
Enyel De Los Santos|HOU|8.0|0|2|1|4.5|1.13|7|1|0|2|0|33
Yerry De los Santos|NYY|2.0|0|0|0|4.5|2.5|1|1|0|2|0|9
Calvin Faucher|MIA|8.0|2|0|2|4.5|1.75|12|0|0|8|0|39
Kyle Hurt|LAD|2.0|0|0|0|4.5|1.0|4|0|0|0|1|9
Janson Junk|MIA|22.0|0|0|0|4.5|1.32|15|2|1|6|1|93
Zack Kelly|BOS|8.0|0|0|1|4.5|0.88|4|1|0|1|0|31
Sean Manaea|NYM|16.0|0|0|0|4.5|1.44|12|2|0|7|0|70
Erik Miller|SFG|8.0|0|1|2|4.5|1.63|13|0|0|5|0|37
Jayden Murray|HOU|4.0|0|0|0|4.5|2.0|5|0|0|4|0|19
Doug Nikhazy|CHW|2.0|0|0|0|4.5|1.5|1|0|0|2|0|9
Nick Pivetta|SDP|16.0|1|0|0|4.5|1.13|24|0|0|6|0|66
Paxton Schultz|WSH|8.0|0|0|0|4.5|1.13|7|2|0|1|1|35
Cade Smith|CLE|12.0|2|5|0|4.5|1.42|15|1|0|4|0|53
Walker Buehler|SDP|17.7|1|0|0|4.58|1.25|18|1|1|6|1|73
Sean Newcomb|CHW|13.7|0|0|1|4.61|1.46|13|0|0|5|0|61
Jordan Leasure|CHW|11.7|1|0|3|4.63|1.11|9|3|0|5|0|47
Casey Legumina|SEA|11.7|0|0|0|4.63|1.54|9|0|0|3|3|53
Kevin Ginkel|ARI|9.7|0|0|2|4.66|1.34|13|0|0|3|0|42
George Soriano|STL|9.7|1|0|2|4.66|1.03|8|1|0|6|1|40
Brandon Pfaadt|ARI|23.0|0|0|0|4.7|1.26|14|3|1|8|1|97
Emilio Pagán|CIN|11.3|2|6|0|4.76|1.24|10|2|0|6|1|48
Tanner Bibee|CLE|24.3|0|0|0|4.81|1.52|23|4|1|9|0|107
Steven Matz|TBR|24.3|3|0|0|4.81|1.23|25|5|1|10|1|102
Mason Montgomery|PIT|9.3|1|0|4|4.82|1.71|19|1|0|5|0|44
Jacob Webb|CHC|9.3|0|0|0|4.82|2.04|10|2|0|5|0|45
Greg Weissert|BOS|9.3|0|0|3|4.82|1.07|14|3|0|3|0|39
Tim Mayza|PHI|13.0|0|0|1|4.85|1.0|13|2|0|5|1|53
Jack Leiter|TEX|20.3|1|0|0|4.87|1.48|24|3|1|9|1|90
Jordan Hicks|CHW|11.0|0|1|1|4.91|1.91|6|0|0|9|0|51
Zak Kent|MIN|3.7|0|0|0|4.91|2.45|2|2|0|5|0|20
Jared Shuster|STL|3.7|0|0|0|4.91|1.09|1|0|0|2|0|15
PJ Poulin|WSH|12.7|2|0|3|4.97|1.58|8|3|0|8|0|56
Shane McClanahan|TBR|18.0|1|0|0|5.0|1.33|18|1|0|11|0|80
Albert Suárez|BAL|9.0|1|1|0|5.0|1.11|4|3|0|2|0|36
Will Vest|DET|9.0|1|0|2|5.0|1.33|11|0|0|5|0|39
Luis Castillo|SEA|23.3|0|0|0|5.01|1.71|23|2|1|9|1|109
José Suarez|ATL|14.3|0|1|0|5.02|1.81|16|0|0|9|0|66
Nathan Eovaldi|TEX|26.7|2|0|0|5.06|1.54|29|5|2|8|1|122
Aaron Nola|PHI|26.7|1|0|0|5.06|1.46|29|4|2|10|0|115
Shane Baz|BAL|28.3|0|0|0|5.08|1.55|23|2|0|10|2|126
Logan Webb|SFG|30.0|2|0|0|5.1|1.4|27|2|3|11|1|132
Kyle Hart|SDP|12.3|0|0|4|5.11|1.14|7|0|0|5|2|51
Hunter Bigge|TBR|7.0|0|0|4|5.14|1.43|3|1|0|7|0|32
