name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Ben Rice|NYY|170|14|34|30|2|42|25|43|141|2|2|9|0|0.305|0.412|0.667
Drake Baldwin|ATL|208|13|39|36|1|44|21|56|184|0|3|6|0|0.304|0.385|0.549
Alex Call|LAD|58|0|10|9|0|7|10|14|46|1|1|4|0|0.304|0.431|0.391
Andy Pages|LAD|185|10|26|39|6|38|13|51|168|2|2|8|0|0.304|0.357|0.53
Chandler Simpson|TBR|182|0|24|12|14|17|9|51|168|2|0|1|4|0.304|0.335|0.357
Starling Marte|KCR|48|0|2|2|0|13|3|13|43|1|1|3|0|0.302|0.354|0.372
Colt Keith|DET|134|0|18|6|1|31|7|38|126|0|1|8|0|0.302|0.343|0.365
Michael Harris II|ATL|154|8|17|24|2|30|7|44|146|1|0|5|0|0.301|0.331|0.5
CJ Abrams|WSH|191|9|28|37|7|37|20|49|163|2|6|10|1|0.301|0.393|0.54
Eric Haase|SFG|21|2|5|4|0|4|1|6|20|0|0|2|0|0.3|0.333|0.7
Carson Kelly|CHC|122|2|15|17|0|20|14|32|107|0|1|5|0|0.299|0.385|0.402
Elly De La Cruz|CIN|204|10|34|30|9|55|18|55|184|1|1|11|0|0.299|0.363|0.522
Brice Turang|MIL|183|6|35|27|9|38|31|44|149|1|0|10|1|0.295|0.414|0.497
Miguel Andujar|SDP|126|3|12|14|1|23|3|36|122|0|1|10|2|0.295|0.317|0.484
Yandy Díaz|TBR|185|6|21|26|1|22|15|48|163|1|6|4|1|0.294|0.373|0.442
Blake Dunn|CIN|20|1|4|1|2|4|3|5|17|0|0|1|0|0.294|0.4|0.529
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Casey Schmitt|SFG|152|8|19|21|3|33|6|41|140|1|5|8|1|0.293|0.342|0.536
Jacob Wilson|ATH|168|3|18|19|2|20|5|47|161|1|0|8|0|0.292|0.311|0.398
Kevin McGonigle|DET|194|2|28|16|7|25|27|48|165|0|2|12|2|0.291|0.397|0.424
Christian Yelich|MIL|60|1|10|10|3|16|5|16|55|0|0|2|1|0.291|0.35|0.418
Liam Hicks|MIA|160|9|22|40|1|14|12|41|141|4|3|3|0|0.291|0.35|0.504
Jake McCarthy|COL|99|2|9|17|8|16|8|25|86|1|1|7|2|0.291|0.354|0.488
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Andrew Vaughn|MIL|38|1|5|6|0|4|5|9|31|0|2|2|0|0.29|0.421|0.452
Ryan O'Hearn|PIT|182|7|27|29|1|34|19|46|159|2|2|6|0|0.289|0.368|0.459
Ernie Clement|TOR|180|2|16|12|1|14|6|50|173|1|0|13|0|0.289|0.311|0.399
Luis Campusano|SDP|58|3|9|10|0|15|5|15|52|0|1|7|0|0.288|0.362|0.596
Deyvison De Los Santos|MIA|7|0|0|0|0|3|0|2|7|0|0|1|0|0.286|0.286|0.429
Kyle Farmer|ATL|15|0|2|3|0|4|0|4|14|1|0|1|0|0.286|0.267|0.357
Sandy León|ATL|7|0|0|0|0|1|0|2|7|0|0|0|0|0.286|0.286|0.286
Ryan Mountcastle|BAL|15|0|0|1|0|2|1|4|14|0|0|1|0|0.286|0.333|0.357
Endy Rodríguez|PIT|9|0|1|2|0|2|2|2|7|0|0|1|0|0.286|0.444|0.429
Myles Straw|TOR|81|2|17|6|1|11|9|20|70|1|0|3|0|0.286|0.363|0.414
Ryan Jeffers|MIN|141|6|23|25|1|23|22|33|116|1|1|6|1|0.284|0.4|0.509
Juan Soto|NYM|128|6|15|14|3|20|18|31|109|1|0|4|1|0.284|0.383|0.505
Sam Antonacci|CHW|106|1|16|9|3|13|7|25|88|1|8|5|2|0.284|0.385|0.42
Miguel Rojas|LAD|73|1|5|6|0|8|4|19|67|1|0|3|0|0.284|0.319|0.373
Bryce Harper|PHI|193|11|27|29|2|32|26|47|166|1|0|9|1|0.283|0.378|0.548
Nick Fortes|TBR|111|1|7|9|0|16|2|30|106|0|3|5|0|0.283|0.315|0.358
Ceddanne Rafaela|BOS|160|4|18|19|3|36|9|41|145|0|6|6|2|0.283|0.35|0.434
Matt Olson|ATL|202|14|36|37|1|50|22|50|178|2|0|15|0|0.281|0.356|0.601
Ryan Vilade|TBR|63|2|6|10|1|12|5|16|57|0|0|3|0|0.281|0.339|0.439
Vladimir Guerrero Jr.|TOR|189|2|25|19|3|22|22|46|164|1|2|7|0|0.28|0.37|0.36
Ryan Waldschmidt|ARI|27|0|1|5|1|7|2|7|25|0|0|2|0|0.28|0.333|0.36
William Contreras|MIL|182|3|23|27|0|22|19|45|161|1|1|8|0|0.28|0.357|0.385
Joey Wiemer|WSH|78|3|15|10|1|29|10|19|68|0|0|4|1|0.279|0.372|0.5
Carlos Correa|HOU|141|3|22|16|1|26|18|34|122|1|0|8|0|0.279|0.369|0.418
Jeff McNeil|ATH|150|1|12|14|1|20|11|37|133|2|3|9|0|0.278|0.342|0.368
Chase DeLauter|CLE|175|6|16|26|0|16|22|42|151|2|0|10|1|0.278|0.366|0.477
Samuel Basallo|BAL|138|6|17|17|0|36|12|35|126|0|0|7|1|0.278|0.341|0.492
Alec Burleson|STL|193|6|21|33|2|32|18|48|173|2|0|11|0|0.277|0.342|0.445
Jonathan Aranda|TBR|190|8|24|34|0|45|27|43|155|5|3|6|0|0.277|0.384|0.471
Brayan Rocchio|CLE|170|3|17|25|8|17|16|41|148|1|3|5|0|0.277|0.357|0.372
Paul Goldschmidt|NYY|75|4|14|11|0|16|8|18|65|0|2|4|1|0.277|0.373|0.554
Ozzie Albies|ATL|196|8|30|25|0|24|14|49|177|3|2|8|0|0.277|0.332|0.458
Joey Loperfido|HOU|66|0|7|7|1|19|6|16|58|1|1|5|0|0.276|0.348|0.362
Jake Bauers|MIL|146|6|24|22|4|33|15|36|131|0|0|9|0|0.275|0.349|0.481
TJ Rumfield|COL|183|6|18|23|0|30|16|45|164|1|2|7|1|0.274|0.344|0.439
Spencer Horwitz|PIT|150|3|15|19|1|20|23|34|124|2|1|7|1|0.274|0.387|0.419
Max Muncy|LAD|169|12|34|19|0|40|23|40|146|0|0|5|0|0.274|0.373|0.555
Brendan Donovan|SEA|101|3|9|8|1|15|11|23|84|1|5|4|1|0.274|0.386|0.452
Jose Fernandez|ARI|123|3|20|13|4|29|5|32|117|0|1|4|0|0.274|0.309|0.385
Nolan Arenado|ARI|158|6|24|20|0|31|15|38|139|2|2|7|0|0.273|0.348|0.453
Griffin Conine|MIA|25|2|6|4|2|6|2|6|22|0|1|1|0|0.273|0.36|0.591
Aaron Judge|NYY|204|16|38|30|5|57|35|45|165|0|2|8|0|0.273|0.406|0.612
Max Schuemann|NYY|13|0|1|1|0|3|2|3|11|0|0|2|0|0.273|0.385|0.455
Daylen Lile|WSH|199|7|29|25|3|35|16|49|180|2|1|12|0|0.272|0.332|0.456
Corbin Carroll|ARI|177|5|28|21|6|40|26|40|147|2|2|11|4|0.272|0.384|0.503
Justin Crawford|PHI|144|2|12|11|6|28|13|35|129|0|2|7|2|0.271|0.347|0.403
Nick Kurtz|ATH|202|8|29|29|5|60|41|43|159|0|2|8|1|0.27|0.426|0.484
Chase Meidroth|CHW|184|3|28|10|1|43|19|43|159|2|0|9|0|0.27|0.344|0.384
Ezequiel Duran|TEX|125|3|17|15|4|29|12|30|111|1|0|8|1|0.27|0.339|0.441
Taylor Ward|BAL|205|1|28|13|1|37|43|43|160|1|1|14|0|0.269|0.424|0.375
Luis García Jr.|WSH|141|3|18|22|2|21|6|36|134|1|0|8|2|0.269|0.298|0.425
Teoscar Hernández|LAD|167|5|22|22|1|46|15|40|149|1|2|7|0|0.268|0.341|0.416
Brandon Nimmo|TEX|190|4|18|12|1|37|18|45|168|1|3|7|2|0.268|0.347|0.405
Adley Rutschman|BAL|121|6|14|24|0|20|7|30|112|1|1|9|0|0.268|0.314|0.509
Ben Williamson|TBR|127|0|19|14|4|24|14|30|112|0|0|6|1|0.268|0.349|0.339
Dalton Rushing|LAD|79|7|14|17|0|23|5|19|71|0|3|2|0|0.268|0.342|0.592
Trevor Larnach|MIN|122|2|16|12|2|22|20|27|101|0|1|6|1|0.267|0.393|0.406
Heliot Ramos|SFG|176|4|19|20|0|47|10|44|165|1|0|12|1|0.267|0.307|0.424
Amed Rosario|NYY|83|4|10|15|0|17|6|20|75|2|0|3|1|0.267|0.313|0.493
Christian Walker|HOU|190|11|27|30|0|37|18|45|169|1|2|10|0|0.266|0.342|0.521
Angel Martínez|CLE|153|8|21|22|8|32|6|37|139|1|4|8|0|0.266|0.313|0.496
Jo Adell|LAA|192|6|16|27|2|44|7|47|177|2|6|6|0|0.266|0.313|0.401
Kyle Isbel|KCR|127|3|14|10|5|29|7|30|113|0|3|5|1|0.265|0.325|0.407
Iván Herrera|STL|206|4|25|20|1|34|29|44|166|2|9|12|0|0.265|0.398|0.41
Luke Raley|SEA|130|10|19|27|1|44|8|31|117|0|4|4|1|0.265|0.333|0.573
Daniel Schneemann|CLE|132|4|16|18|3|38|15|31|117|0|0|8|0|0.265|0.348|0.436
Darell Hernaiz|ATH|78|1|7|5|2|14|8|18|68|0|0|1|0|0.265|0.342|0.324
Maikel Garcia|KCR|195|3|25|18|4|28|19|46|174|2|0|13|1|0.264|0.333|0.402
Freddie Freeman|LAD|186|4|16|20|1|24|18|44|167|0|1|11|1|0.263|0.339|0.413
Austin Hedges|CLE|65|1|11|4|1|15|7|15|57|1|0|4|0|0.263|0.338|0.386
Jung Hoo Lee|SFG|189|3|19|16|0|22|10|46|175|2|2|10|1|0.263|0.307|0.383
Spencer Steer|CIN|174|7|24|17|2|36|14|41|156|1|3|8|0|0.263|0.333|0.449
Oswald Peraza|LAA|130|5|13|11|5|31|8|31|118|0|3|5|1|0.263|0.326|0.449
Seiya Suzuki|CHC|140|7|21|17|0|36|19|31|118|1|2|4|0|0.263|0.371|0.475
Jonny DeLuca|TBR|105|2|16|15|6|23|5|26|99|0|0|9|0|0.263|0.298|0.414
Xander Bogaerts|SDP|177|7|21|23|5|29|17|42|160|0|0|3|0|0.263|0.333|0.413
José Tena|WSH|87|2|13|11|0|25|6|21|80|0|1|6|1|0.263|0.322|0.438
Nico Hoerner|CHC|208|4|21|29|8|16|18|48|183|3|4|12|0|0.262|0.337|0.393
Cody Bellinger|NYY|195|5|27|30|5|26|28|43|164|3|0|11|3|0.262|0.364|0.457
Will Smith|LAD|149|4|16|19|0|26|15|34|130|3|1|3|0|0.262|0.336|0.377
Hyeseong Kim|LAD|103|1|11|9|5|23|9|24|92|1|0|3|1|0.261|0.324|0.348
Javier Sanoja|MIA|100|0|4|14|2|11|8|24|92|0|0|6|0|0.261|0.32|0.326
Byron Buxton|MIN|185|15|33|23|4|47|13|44|169|1|2|7|1|0.26|0.319|0.58
Konnor Griffin|PIT|161|3|19|20|10|45|11|38|146|2|2|7|2|0.26|0.317|0.397
Jake Mangum|PIT|82|0|13|3|5|18|7|19|73|0|1|2|0|0.26|0.333|0.288
Masataka Yoshida|BOS|92|0|8|6|1|8|12|20|77|1|2|4|0|0.26|0.37|0.312
Oneil Cruz|PIT|203|10|35|32|16|70|16|48|185|0|2|9|0|0.259|0.325|0.47
José Caballero|NYY|147|4|18|13|13|29|8|35|135|0|4|7|0|0.259|0.32|0.4
Yohel Pozo|STL|27|0|0|5|0|2|0|7|27|0|0|1|0|0.259|0.259|0.296
Bryan Reynolds|PIT|199|4|29|26|3|45|34|42|162|1|2|6|2|0.259|0.392|0.395
Weston Wilson|BAL|34|0|5|2|2|10|6|7|27|0|1|1|0|0.259|0.412|0.296
Joey Bart|PIT|62|2|9|6|0|21|2|15|58|1|1|1|0|0.259|0.29|0.379
Gleyber Torres|DET|144|2|18|11|0|22|25|30|116|2|1|2|0|0.259|0.389|0.328
Richie Palacios|TBR|84|1|10|9|5|19|10|18|70|1|3|2|0|0.257|0.369|0.329
Leody Taveras|BAL|124|2|14|19|3|27|17|27|105|0|0|5|1|0.257|0.361|0.381
Javier Báez|DET|82|2|10|6|1|16|2|20|78|1|1|5|0|0.256|0.28|0.397
Alejandro Osuna|TEX|55|0|5|6|1|11|8|11|43|0|4|1|0|0.256|0.418|0.279
Jeremy Peña|HOU|46|0|5|0|1|6|3|11|43|0|0|4|0|0.256|0.304|0.349
Jesús Sánchez|TOR|145|5|16|18|1|29|6|34|133|3|3|5|0|0.256|0.297|0.406
Alex Bregman|CHC|205|4|20|14|2|35|23|46|180|1|1|6|1|0.256|0.341|0.367
Giancarlo Stanton|NYY|96|3|8|14|1|29|6|23|90|0|0|6|0|0.256|0.302|0.422
Derek Hill|CHW|54|3|7|5|5|15|6|12|47|0|0|0|0|0.255|0.34|0.447
Julio Rodríguez|SEA|206|7|23|20|5|49|16|48|188|0|2|9|0|0.255|0.32|0.415
Tristan Peters|CHW|114|0|10|8|4|26|8|26|102|0|1|4|1|0.255|0.315|0.314
Cole Young|SEA|185|3|20|26|2|42|15|42|165|1|4|8|1|0.255|0.33|0.37
Nathan Church|STL|144|5|17|18|4|29|6|34|134|2|2|6|0|0.254|0.292|0.41
Ty France|SDP|74|4|9|11|1|14|2|18|71|0|1|2|2|0.254|0.284|0.507
Daulton Varsho|TOR|166|5|19|14|3|31|14|38|150|0|2|8|0|0.253|0.325|0.407
Brooks Lee|MIN|167|5|19|24|3|28|11|39|154|0|1|6|0|0.253|0.307|0.39
Hunter Goodman|COL|172|11|26|19|1|60|11|40|158|0|3|8|0|0.253|0.314|0.513
Junior Caminero|TBR|192|11|27|21|0|31|21|43|170|1|0|4|0|0.253|0.333|0.471
Tyler Freeman|COL|101|2|8|12|4|13|3|22|87|0|7|2|0|0.253|0.33|0.345
Josh Naylor|SEA|192|5|14|20|9|30|16|44|174|1|1|5|0|0.253|0.318|0.368
Dominic Canzone|SEA|108|4|13|18|1|23|10|24|95|2|1|7|0|0.253|0.324|0.453
Ronald Acuña Jr.|ATL|152|2|17|9|7|31|20|32|127|2|3|8|1|0.252|0.362|0.378
Willson Contreras|BOS|182|9|20|25|1|51|20|38|151|3|8|5|0|0.252|0.363|0.464
Masyn Winn|STL|172|1|18|17|4|33|14|38|151|3|4|8|2|0.252|0.326|0.351
Moisés Ballesteros|CHC|120|6|14|20|0|23|10|27|108|2|0|5|0|0.25|0.308|0.463
A.J. Ewing|NYM|20|1|4|3|1|5|4|4|16|0|0|0|1|0.25|0.4|0.563
Hunter Feduccia|TBR|59|0|7|5|0|19|7|12|48|1|1|2|0|0.25|0.351|0.292
Scott Kingery|CHC|4|0|2|0|1|0|0|1|4|0|0|0|0|0.25|0.25|0.25
Nick Loftin|KCR|60|0|9|13|0|5|8|12|48|2|2|6|0|0.25|0.367|0.375
Nathan Lukes|TOR|56|0|5|8|0|7|1|13|52|1|2|4|0|0.25|0.286|0.327
Parker Meadows|DET|39|0|3|2|3|10|2|9|36|0|1|1|1|0.25|0.308|0.333
MJ Melendez|NYM|66|2|7|6|0|24|8|14|56|0|1|3|1|0.25|0.354|0.446
Isaac Paredes|HOU|173|4|17|18|0|29|15|38|152|0|6|7|0|0.25|0.341|0.375
Everson Pereira|CHW|71|3|7|7|1|21|4|16|64|1|2|4|0|0.25|0.31|0.453
Nolan Schanuel|LAA|179|3|14|20|0|29|12|41|164|2|1|10|0|0.25|0.302|0.366
Kyle Tucker|LAD|189|4|30|20|3|36|25|40|161|2|1|12|0|0.248|0.349|0.398
Rafael Devers|SFG|189|5|17|18|0|59|13|43|174|2|0|10|0|0.247|0.296|0.391
Zack Gelof|ATH|89|5|15|13|2|21|6|20|81|0|0|2|1|0.247|0.299|0.481
Vaughn Grissom|LAA|95|2|7|11|0|10|11|20|81|2|0|6|0|0.247|0.33|0.395
Christian Vázquez|HOU|90|3|7|12|0|16|7|20|81|0|0|4|0|0.247|0.307|0.407
Shohei Ohtani|LAD|196|7|29|22|6|46|31|39|158|2|4|9|1|0.247|0.379|0.449
Miguel Vargas|CHW|193|11|33|27|6|31|30|39|158|2|3|6|1|0.247|0.373|0.506
Brandon Lowe|PIT|179|12|26|31|0|41|23|38|154|1|1|9|1|0.247|0.346|0.552
Jac Caglianone|KCR|148|5|18|9|0|43|12|33|134|0|2|7|1|0.246|0.318|0.425
Miguel Amaya|CHC|79|3|12|9|0|17|10|16|65|0|3|1|0|0.246|0.372|0.4
David Fry|CLE|73|3|11|8|0|20|12|15|61|0|0|2|0|0.246|0.37|0.426
Jose Altuve|HOU|185|4|27|12|1|35|19|40|163|1|1|10|0|0.245|0.326|0.38
Mauricio Dubón|ATL|177|3|19|25|0|31|12|40|163|0|2|10|2|0.245|0.305|0.387
Andrés Giménez|TOR|156|5|12|25|5|24|4|36|147|2|2|7|1|0.245|0.271|0.408
Connor Wong|BOS|57|0|3|7|1|11|4|12|49|0|2|5|0|0.245|0.327|0.347
Matt Shaw|CHC|103|3|10|12|3|18|6|23|94|1|1|6|0|0.245|0.294|0.404
Carson Benge|NYM|150|3|19|13|8|31|11|34|139|0|0|6|0|0.245|0.3|0.353
Gavin Sheets|SDP|136|7|17|17|3|28|12|30|123|0|1|9|0|0.244|0.316|0.488
Jorbit Vivas|WSH|98|0|13|3|0|13|8|20|82|1|4|4|0|0.244|0.337|0.293
Jake Meyers|HOU|43|1|5|4|1|8|4|9|37|1|1|2|0|0.243|0.326|0.378
Dillon Dingler|DET|161|8|17|28|0|31|11|35|144|0|4|9|0|0.243|0.314|0.472
Andruw Monasterio|BOS|75|1|8|9|1|14|5|17|70|0|0|8|0|0.243|0.293|0.4
Dylan Beavers|BAL|119|2|16|12|3|28|14|25|103|1|0|7|0|0.243|0.331|0.369
Adam Frazier|LAA|71|1|13|6|0|20|6|15|62|0|1|5|1|0.242|0.319|0.403
Blaze Alexander|BAL|101|0|10|5|4|30|6|22|91|0|1|2|1|0.242|0.296|0.286
Nathaniel Lowe|CIN|102|6|10|16|0|26|11|22|91|0|0|5|0|0.242|0.324|0.495
Francisco Alvarez|NYM|128|4|12|10|0|28|11|27|112|1|2|5|0|0.241|0.317|0.393
Jeremiah Jackson|BAL|143|6|10|25|1|31|3|33|137|2|1|4|0|0.241|0.259|0.401
Max Muncy|ATH|104|2|15|7|2|37|6|22|92|2|4|5|2|0.239|0.308|0.402
Pete Crow-Armstrong|CHC|187|5|25|20|11|48|15|40|168|0|3|5|2|0.238|0.312|0.381
Dane Myers|CIN|75|3|15|8|2|19|10|15|63|0|2|1|0|0.238|0.36|0.397
Yainer Diaz|HOU|106|2|7|14|0|16|3|24|101|2|0|5|0|0.238|0.255|0.347
Wyatt Langford|TEX|84|1|9|4|3|19|4|19|80|0|0|3|2|0.238|0.274|0.363
Colson Montgomery|CHW|183|13|22|31|1|52|16|38|160|0|7|8|0|0.238|0.333|0.531
Mike Trout|LAA|204|11|33|23|5|53|41|38|160|0|3|6|0|0.238|0.402|0.481
Eli White|ATL|62|2|8|10|1|12|2|14|59|1|0|1|1|0.237|0.258|0.39
Kyle Schwarber|PHI|208|20|33|36|1|66|31|41|173|0|4|8|1|0.237|0.365|0.642
Edouard Julien|COL|130|2|15|12|3|36|15|27|114|0|1|3|1|0.237|0.331|0.333
JJ Wetherholt|STL|204|8|33|22|5|36|23|40|169|2|10|5|0|0.237|0.358|0.408
Carter Jensen|KCR|152|6|18|19|0|45|18|31|131|2|1|5|0|0.237|0.329|0.412
Trea Turner|PHI|201|4|29|14|6|43|14|44|186|1|0|8|0|0.237|0.289|0.344
Travis Bazzana|CLE|69|1|8|7|7|12|12|13|55|0|2|1|0|0.236|0.391|0.309
Edmundo Sosa|PHI|74|1|7|11|2|17|2|17|72|0|0|3|0|0.236|0.257|0.319
Kody Clemens|MIN|124|4|14|10|5|33|11|25|106|0|5|8|0|0.236|0.336|0.425
Munetaka Murakami|CHW|194|17|32|32|0|65|36|37|157|1|0|1|0|0.236|0.376|0.567
Sal Stewart|CIN|201|10|26|31|10|39|25|41|174|2|0|8|0|0.236|0.328|0.454
James Wood|WSH|216|12|38|29|7|67|38|41|174|0|4|12|0|0.236|0.384|0.511
Zach Cole|HOU|35|3|3|7|0|14|0|8|34|0|1|1|0|0.235|0.257|0.529
Leo Jiménez|MIA|41|0|4|1|1|7|4|8|34|1|2|1|0|0.235|0.341|0.265
Garrett Stubbs|PHI|21|0|3|1|0|4|1|4|17|1|2|0|0|0.235|0.333|0.235
Willy Adames|SFG|191|3|15|13|1|56|7|43|183|0|1|14|0|0.235|0.267|0.361
Alex Freeland|LAD|112|2|11|8|0|32|11|23|98|1|0|4|0|0.235|0.309|0.337
Ian Happ|CHC|198|10|35|20|2|62|34|38|162|0|2|6|1|0.235|0.374|0.469
Nolan Gorman|STL|166|5|16|23|0|46|18|34|145|3|0|4|0|0.234|0.313|0.366
Mark Vientos|NYM|137|6|14|22|0|28|7|30|128|1|1|6|0|0.234|0.277|0.422
Jared Triolo|PIT|52|0|2|3|1|10|3|11|47|0|1|2|0|0.234|0.294|0.277
Willi Castro|COL|135|2|20|13|3|43|10|29|124|0|1|5|0|0.234|0.296|0.323
Drew Gilbert|SFG|85|2|8|8|0|18|6|18|77|0|1|2|1|0.234|0.298|0.364
Kazuma Okamoto|TOR|185|10|23|27|0|53|21|38|163|1|0|5|0|0.233|0.319|0.448
Fernando Tatis Jr.|SDP|188|0|15|15|10|46|19|38|163|4|1|5|1|0.233|0.31|0.276
Connor Norby|MIA|154|4|13|14|5|46|15|31|133|1|5|8|0|0.233|0.331|0.383
Dustin Harris|HOU|52|0|6|5|4|7|6|10|43|1|1|1|1|0.233|0.333|0.302
Austin Hays|CHW|44|1|3|7|0|13|1|10|43|0|0|1|0|0.233|0.25|0.326
Tristan Gray|MIN|76|3|8|14|0|26|4|16|69|1|1|1|0|0.232|0.28|0.377
Michael Busch|CHC|197|3|19|24|1|44|29|38|164|2|2|9|1|0.232|0.35|0.354
Jake Fraley|TBR|90|2|6|5|3|25|8|19|82|0|0|7|0|0.232|0.3|0.39
Brett Baty|NYM|147|2|17|17|2|41|13|30|130|2|1|7|1|0.231|0.301|0.346
Jarred Kelenic|CHW|44|1|2|4|0|12|5|9|39|0|0|1|0|0.231|0.318|0.333
Victor Robles|SEA|13|0|0|1|1|3|0|3|13|0|0|1|0|0.231|0.231|0.308
Eugenio Suárez|CIN|100|3|10|11|0|30|9|21|91|0|0|3|0|0.231|0.3|0.363
Brandon Valenzuela|TOR|73|4|10|10|0|20|8|15|65|0|0|1|0|0.231|0.315|0.431
Agustín Ramírez|MIA|129|2|14|14|3|28|13|26|113|1|2|5|1|0.23|0.318|0.345
Keibert Ruiz|WSH|90|4|11|20|1|14|1|20|87|1|1|9|0|0.23|0.244|0.471
Roman Anthony|BOS|130|1|12|5|2|33|20|25|109|0|1|5|1|0.229|0.354|0.321
Curtis Mead|WSH|110|4|18|15|3|17|16|21|92|0|2|7|0|0.228|0.355|0.435
Gabriel Moreno|ARI|87|1|9|12|1|21|5|18|79|2|1|7|0|0.228|0.276|0.354
Zach Neto|LAA|212|7|30|20|7|65|28|41|180|1|3|9|1|0.228|0.34|0.406
David Hamilton|MIL|121|0|18|7|8|24|14|23|101|0|1|2|0|0.228|0.328|0.248
Isaac Collins|KCR|149|3|16|15|2|38|20|28|123|2|4|5|0|0.228|0.349|0.341
José Ramírez|CLE|207|6|27|17|20|28|33|39|172|1|1|9|0|0.227|0.353|0.384
Andrew Benintendi|CHW|141|3|15|18|0|42|10|29|128|3|0|6|2|0.227|0.277|0.375
