name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Ryan O'Hearn|PIT|176|7|26|29|1|33|18|46|154|2|2|6|0|0.299|0.375|0.474
Brice Turang|MIL|175|6|33|27|8|35|31|42|141|1|0|10|1|0.298|0.422|0.511
Yandy Díaz|TBR|176|5|20|24|1|22|14|46|155|1|6|4|1|0.297|0.375|0.432
Liam Hicks|MIA|151|9|21|38|1|12|12|39|132|4|3|3|0|0.295|0.358|0.523
Ernie Clement|TOR|176|2|15|12|1|14|5|50|170|1|0|13|0|0.294|0.313|0.406
Ezequiel Duran|TEX|116|3|17|16|4|25|12|30|102|1|0|8|1|0.294|0.365|0.48
Ryan Kreidler|MIN|22|2|5|4|0|4|5|5|17|0|0|1|0|0.294|0.455|0.706
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Matt Olson|ATL|194|14|36|37|1|47|22|50|170|2|0|15|0|0.294|0.371|0.629
Drake Baldwin|ATL|200|11|37|33|1|43|20|52|177|0|3|6|0|0.294|0.375|0.514
Jordan Walker|STL|181|12|33|32|7|50|19|47|160|1|1|9|0|0.294|0.37|0.575
Chase DeLauter|CLE|165|6|16|26|0|16|20|42|143|2|0|10|1|0.294|0.376|0.503
Ryan Jeffers|MIN|133|6|23|25|1|23|21|32|109|1|1|6|1|0.294|0.409|0.532
Kevin McGonigle|DET|185|2|27|16|7|24|26|46|157|0|2|12|2|0.293|0.4|0.433
CJ Abrams|WSH|182|9|25|36|7|36|20|45|154|2|6|8|1|0.292|0.39|0.532
Jacob Wilson|ATH|168|3|18|19|2|20|5|47|161|1|0|8|0|0.292|0.311|0.398
Andrew Vaughn|MIL|30|1|5|6|0|4|4|7|24|0|2|2|0|0.292|0.433|0.5
Adley Rutschman|BAL|112|6|14|24|0|16|7|30|103|1|1|9|0|0.291|0.339|0.553
Christian Yelich|MIL|60|1|10|10|3|16|5|16|55|0|0|2|1|0.291|0.35|0.418
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Myles Straw|TOR|80|2|17|6|1|11|9|20|69|1|0|3|0|0.29|0.367|0.42
Miguel Andujar|SDP|118|3|10|12|1|23|3|33|114|0|1|9|2|0.289|0.314|0.482
Luis Campusano|SDP|58|3|9|10|0|15|5|15|52|0|1|7|0|0.288|0.362|0.596
Vladimir Guerrero Jr.|TOR|181|2|24|18|3|21|22|45|156|1|2|7|0|0.288|0.381|0.372
Ozzie Albies|ATL|188|8|30|25|0|24|14|49|170|3|1|8|0|0.288|0.34|0.476
Dalton Rushing|LAD|74|7|14|17|0|21|5|19|66|0|3|2|0|0.288|0.365|0.636
Joey Wiemer|WSH|76|3|14|10|1|29|10|19|66|0|0|4|1|0.288|0.382|0.515
Sam Antonacci|CHW|97|1|14|9|3|11|6|23|80|1|8|5|2|0.288|0.389|0.438
Jake McCarthy|COL|93|2|9|16|7|16|8|23|80|1|1|7|2|0.288|0.356|0.5
Jackson Chourio|MIL|38|0|1|3|1|10|3|10|35|0|0|3|0|0.286|0.342|0.371
Deyvison De Los Santos|MIA|7|0|0|0|0|3|0|2|7|0|0|1|0|0.286|0.286|0.429
Ryan Mountcastle|BAL|15|0|0|1|0|2|1|4|14|0|0|1|0|0.286|0.333|0.357
Carson Kelly|CHC|117|2|15|13|0|19|14|29|102|0|1|4|0|0.284|0.376|0.382
Jonathan Aranda|TBR|181|8|23|33|0|42|25|42|148|5|3|5|0|0.284|0.387|0.48
Miguel Rojas|LAD|73|1|5|6|0|8|4|19|67|1|0|3|0|0.284|0.319|0.373
Nick Fortes|TBR|108|1|7|8|0|16|2|29|103|0|3|5|0|0.282|0.315|0.359
Brandon Nimmo|TEX|181|4|18|12|1|35|17|45|160|1|3|7|2|0.281|0.359|0.425
William Contreras|MIL|174|3|23|26|0|20|19|43|153|1|1|8|0|0.281|0.362|0.392
Chase Meidroth|CHW|176|3|27|10|1|43|17|43|153|2|0|9|0|0.281|0.349|0.399
Ryan Vilade|TBR|63|2|6|10|1|12|5|16|57|0|0|3|0|0.281|0.339|0.439
TJ Rumfield|COL|175|6|18|22|0|29|15|44|157|1|2|7|1|0.28|0.349|0.452
Jonny DeLuca|TBR|99|2|16|15|6|19|5|26|93|0|0|9|0|0.28|0.316|0.441
Oswald Peraza|LAA|123|5|13|11|5|29|8|31|111|0|3|5|1|0.279|0.344|0.477
Carlos Correa|HOU|141|3|22|16|1|26|18|34|122|1|0|8|0|0.279|0.369|0.418
Brendan Donovan|SEA|96|3|9|8|1|13|11|22|79|1|5|4|1|0.278|0.396|0.468
Austin Hedges|CLE|60|1|11|4|1|13|5|15|54|1|0|4|0|0.278|0.333|0.407
Ryan Waldschmidt|ARI|19|0|1|3|0|5|1|5|18|0|0|2|0|0.278|0.316|0.389
Samuel Basallo|BAL|130|5|15|16|0|32|11|33|119|0|0|7|1|0.277|0.338|0.479
Casey Schmitt|SFG|146|6|17|18|3|32|6|37|134|1|5|8|1|0.276|0.329|0.485
Joey Loperfido|HOU|66|0|7|7|1|19|6|16|58|1|1|5|0|0.276|0.348|0.362
Luis García Jr.|WSH|134|3|18|22|2|20|6|35|127|1|0|8|2|0.276|0.306|0.441
Jeff McNeil|ATH|144|1|11|12|1|19|11|35|127|2|3|8|0|0.276|0.343|0.362
Ceddanne Rafaela|BOS|152|4|18|19|2|35|8|38|138|0|6|4|2|0.275|0.342|0.42
Brayan Rocchio|CLE|162|3|17|22|7|16|14|39|142|1|3|5|0|0.275|0.35|0.373
Nick Kurtz|ATH|194|7|27|26|5|57|40|42|153|0|1|8|1|0.275|0.428|0.477
Maikel Garcia|KCR|185|3|23|18|4|28|19|45|164|2|0|12|1|0.274|0.346|0.415
Nolan Arenado|ARI|149|6|22|20|0|30|11|37|135|2|1|6|0|0.274|0.329|0.452
Masataka Yoshida|BOS|87|0|8|5|1|8|12|20|73|0|2|4|0|0.274|0.391|0.329
Hyeseong Kim|LAD|94|1|10|9|5|21|8|23|84|1|0|3|1|0.274|0.333|0.369
Cody Bellinger|NYY|185|5|26|29|5|23|28|42|154|3|0|10|3|0.273|0.378|0.474
Alec Burleson|STL|184|6|21|30|2|29|18|45|165|1|0|11|0|0.273|0.342|0.448
Griffin Conine|MIA|25|2|6|4|2|6|2|6|22|0|1|1|0|0.273|0.36|0.591
Max Schuemann|NYY|13|0|1|1|0|3|2|3|11|0|0|2|0|0.273|0.385|0.455
José Tena|WSH|84|2|13|11|0|24|6|21|77|0|1|6|1|0.273|0.333|0.455
Daniel Schneemann|CLE|129|4|16|18|3|38|15|31|114|0|0|8|0|0.272|0.357|0.447
Tristan Peters|CHW|107|0|10|7|4|26|7|26|96|0|1|4|1|0.271|0.327|0.333
Justin Crawford|PHI|135|2|11|11|4|28|11|33|122|0|2|7|2|0.27|0.341|0.41
Zack Gelof|ATH|81|5|14|13|2|19|5|20|74|0|0|2|1|0.27|0.316|0.527
Alejandro Osuna|TEX|48|0|5|6|1|10|7|10|37|0|4|1|0|0.27|0.438|0.297
Ben Williamson|TBR|126|0|19|14|4|23|14|30|111|0|0|6|1|0.27|0.352|0.342
Freddie Freeman|LAD|181|4|15|20|1|23|17|44|163|0|1|11|1|0.27|0.343|0.423
Christian Walker|HOU|183|10|26|29|0|34|17|44|163|1|2|10|0|0.27|0.344|0.515
Juan Soto|NYM|120|5|13|13|1|18|15|28|104|1|0|4|1|0.269|0.358|0.471
Jo Adell|LAA|184|6|16|25|2|41|5|46|171|2|6|5|0|0.269|0.31|0.404
Jose Fernandez|ARI|114|3|19|12|3|28|5|29|108|0|1|3|0|0.269|0.307|0.38
Trevor Larnach|MIN|118|1|15|11|2|21|20|26|97|0|1|6|1|0.268|0.398|0.381
Luke Raley|SEA|124|10|19|27|0|43|8|30|112|0|3|4|1|0.268|0.333|0.589
Jake Bauers|MIL|142|6|24|21|3|31|15|34|127|0|0|8|0|0.268|0.345|0.472
Amed Rosario|NYY|79|4|10|15|0|15|6|19|71|2|0|2|1|0.268|0.316|0.493
Aaron Judge|NYY|194|16|36|30|5|55|34|42|157|0|2|7|0|0.268|0.404|0.618
Nico Hoerner|CHC|197|4|20|29|8|16|18|46|172|3|4|12|0|0.267|0.345|0.407
Spencer Horwitz|PIT|146|3|14|19|0|19|23|32|120|2|1|7|1|0.267|0.384|0.417
Kyle Isbel|KCR|118|3|14|10|5|27|6|28|105|0|3|4|1|0.267|0.325|0.41
Jung Hoo Lee|SFG|179|3|18|16|0|22|10|44|165|2|2|10|1|0.267|0.313|0.394
Corbin Carroll|ARI|167|5|26|20|5|39|24|37|139|2|2|10|4|0.266|0.377|0.504
Max Muncy|LAD|160|11|29|17|0|39|21|37|139|0|0|5|0|0.266|0.363|0.54
Bryce Harper|PHI|183|10|25|24|2|30|24|42|158|1|0|9|1|0.266|0.361|0.525
Heliot Ramos|SFG|173|4|19|20|0|46|10|43|162|1|0|12|1|0.265|0.306|0.426
Taylor Ward|BAL|195|1|28|12|1|35|42|40|151|1|1|14|0|0.265|0.426|0.377
Iván Herrera|STL|197|4|23|20|1|33|28|42|159|2|8|11|0|0.264|0.396|0.409
Vaughn Grissom|LAA|86|2|7|11|0|8|11|19|72|2|0|6|0|0.264|0.353|0.431
Seiya Suzuki|CHC|131|7|19|16|0|32|18|29|110|1|2|3|0|0.264|0.374|0.482
Daylen Lile|WSH|190|6|27|22|3|34|16|45|171|2|1|11|0|0.263|0.326|0.433
Christian Vázquez|HOU|84|3|7|12|0|15|6|20|76|0|0|4|0|0.263|0.317|0.434
Teoscar Hernández|LAD|158|4|20|18|1|45|15|37|141|1|1|7|0|0.262|0.335|0.397
Paul Goldschmidt|NYY|70|4|14|10|0|15|8|16|61|0|1|4|1|0.262|0.357|0.557
Nolan Schanuel|LAA|171|3|14|20|0|28|11|41|157|2|1|10|0|0.261|0.31|0.382
Julio Rodríguez|SEA|197|7|22|20|3|47|15|47|180|0|2|9|0|0.261|0.325|0.428
Byron Buxton|MIN|185|15|33|23|4|47|13|44|169|1|2|7|1|0.26|0.319|0.58
Brooks Lee|MIN|159|5|19|24|3|28|11|38|146|0|1|6|0|0.26|0.316|0.404
Jake Mangum|PIT|82|0|13|3|5|18|7|19|73|0|1|2|0|0.26|0.333|0.288
Oneil Cruz|PIT|194|10|34|30|15|65|15|46|177|0|2|9|0|0.26|0.325|0.48
Jesús Sánchez|TOR|139|5|16|18|1|27|6|33|127|3|3|5|0|0.26|0.302|0.417
Angel Martínez|CLE|143|7|17|19|8|31|5|34|131|1|3|7|0|0.26|0.3|0.473
José Caballero|NYY|147|4|18|13|13|29|8|35|135|0|4|7|0|0.259|0.32|0.4
Weston Wilson|BAL|34|0|5|2|2|10|6|7|27|0|1|1|0|0.259|0.412|0.296
Masyn Winn|STL|163|1|17|16|4|30|14|37|143|2|4|7|2|0.259|0.337|0.357
Joey Bart|PIT|62|2|9|6|0|21|2|15|58|1|1|1|0|0.259|0.29|0.379
Gleyber Torres|DET|144|2|18|11|0|22|25|30|116|2|1|2|0|0.259|0.389|0.328
Spencer Steer|CIN|165|7|22|14|2|36|14|38|147|1|3|7|0|0.259|0.333|0.449
Andruw Monasterio|BOS|67|1|8|9|1|13|5|16|62|0|0|7|0|0.258|0.313|0.419
Will Smith|LAD|140|4|13|18|0|25|14|32|124|2|0|3|0|0.258|0.329|0.379
Xander Bogaerts|SDP|169|7|20|23|5|28|17|39|152|0|0|3|0|0.257|0.331|0.414
Javier Báez|DET|82|2|10|6|1|16|2|20|78|1|1|5|0|0.256|0.28|0.397
Mauricio Dubón|ATL|169|3|19|25|0|30|11|40|156|0|2|10|2|0.256|0.314|0.404
Jeremy Peña|HOU|46|0|5|0|1|6|3|11|43|0|0|4|0|0.256|0.304|0.349
Matt Shaw|CHC|97|3|10|11|3|17|5|23|90|1|0|6|0|0.256|0.292|0.422
Giancarlo Stanton|NYY|96|3|8|14|1|29|6|23|90|0|0|6|0|0.256|0.302|0.422
Konnor Griffin|PIT|152|3|18|19|10|43|11|35|137|2|2|6|2|0.255|0.316|0.394
Derek Hill|CHW|54|3|7|5|5|15|6|12|47|0|0|0|0|0.255|0.34|0.447
Isaac Paredes|HOU|165|3|16|17|0|29|15|37|145|0|5|7|0|0.255|0.345|0.366
Junior Caminero|TBR|183|11|26|19|0|30|21|41|161|1|0|3|0|0.255|0.339|0.478
David Fry|CLE|71|3|11|8|0|19|12|15|59|0|0|2|0|0.254|0.38|0.441
Ty France|SDP|74|4|9|11|1|14|2|18|71|0|1|2|2|0.254|0.284|0.507
Kyle Tucker|LAD|185|4|29|20|3|36|24|40|158|2|1|12|0|0.253|0.351|0.405
Jorbit Vivas|WSH|93|0|13|3|0|12|6|20|79|1|4|4|0|0.253|0.333|0.304
Tyler Freeman|COL|101|2|8|12|4|13|3|22|87|0|7|2|0|0.253|0.33|0.345
Javier Sanoja|MIA|95|0|3|10|2|11|8|22|87|0|0|4|0|0.253|0.316|0.299
Dominic Canzone|SEA|103|4|13|18|1|23|9|23|91|2|1|7|0|0.253|0.32|0.462
Ronald Acuña Jr.|ATL|152|2|17|9|7|31|20|32|127|2|3|8|1|0.252|0.362|0.378
Willson Contreras|BOS|174|8|19|23|1|48|20|36|143|3|8|5|0|0.252|0.368|0.455
Zach Cole|HOU|29|2|2|6|0|12|0|7|28|0|1|1|0|0.25|0.276|0.5
Hunter Feduccia|TBR|54|0|6|4|0|18|7|11|44|0|1|1|0|0.25|0.365|0.273
José Fermín|STL|51|1|3|7|0|10|5|11|44|1|0|3|0|0.25|0.32|0.386
Jarred Kelenic|CHW|37|0|1|3|0|8|5|8|32|0|0|1|0|0.25|0.351|0.281
Scott Kingery|CHC|4|0|2|0|1|0|0|1|4|0|0|0|0|0.25|0.25|0.25
Nick Loftin|KCR|60|0|9|13|0|5|8|12|48|2|2|6|0|0.25|0.367|0.375
Nathan Lukes|TOR|56|0|5|8|0|7|1|13|52|1|2|4|0|0.25|0.286|0.327
Parker Meadows|DET|39|0|3|2|3|10|2|9|36|0|1|1|1|0.25|0.308|0.333
MJ Melendez|NYM|61|2|6|6|0|21|7|13|52|0|1|3|1|0.25|0.35|0.462
Everson Pereira|CHW|71|3|7|7|1|21|4|16|64|1|2|4|0|0.25|0.31|0.453
Jesus Rodriguez|SFG|26|1|1|4|1|4|1|6|24|0|1|0|0|0.25|0.308|0.375
Edmundo Sosa|PHI|70|1|6|11|2|15|2|17|68|0|0|3|0|0.25|0.271|0.338
Garrett Stubbs|PHI|18|0|2|1|0|3|1|4|16|1|0|0|0|0.25|0.278|0.25
Daulton Varsho|TOR|159|5|19|13|3|30|13|36|144|0|2|7|0|0.25|0.321|0.403
Cole Young|SEA|177|3|20|24|2|41|15|39|157|1|4|7|1|0.248|0.328|0.363
Bryan Reynolds|PIT|190|4|28|26|2|45|34|38|153|1|2|5|2|0.248|0.389|0.386
Mike Trout|LAA|195|11|33|23|5|51|39|38|153|0|3|6|0|0.248|0.41|0.503
Andrés Giménez|TOR|150|5|12|23|5|23|4|35|141|2|2|6|1|0.248|0.275|0.411
Moisés Ballesteros|CHC|117|6|14|20|0|22|10|26|105|2|0|5|0|0.248|0.308|0.467
Leody Taveras|BAL|119|2|13|19|2|25|16|25|101|0|0|5|1|0.248|0.35|0.376
Rafael Devers|SFG|180|5|16|18|0|55|12|41|166|2|0|9|0|0.247|0.294|0.392
Josh Naylor|SEA|183|5|12|20|8|30|15|41|166|1|1|5|0|0.247|0.311|0.367
Hunter Goodman|COL|164|10|25|18|1|59|11|37|150|0|3|8|0|0.247|0.311|0.5
Brandon Lowe|PIT|171|10|24|28|0|37|23|36|146|1|1|9|1|0.247|0.351|0.527
Alex Bregman|CHC|195|4|17|14|2|33|22|42|171|1|1|5|1|0.246|0.333|0.357
Edouard Julien|COL|126|2|15|12|3|35|15|27|110|0|1|3|1|0.245|0.341|0.345
Jose Altuve|HOU|181|3|26|11|1|34|19|39|159|1|1|10|0|0.245|0.328|0.365
Connor Wong|BOS|57|0|3|7|1|11|4|12|49|0|2|5|0|0.245|0.327|0.347
Blaze Alexander|BAL|100|0|10|5|4|30|6|22|90|0|1|2|1|0.244|0.299|0.289
Nathaniel Lowe|CIN|97|6|10|16|0|25|11|21|86|0|0|5|0|0.244|0.33|0.512
Nathan Church|STL|136|5|15|18|3|28|5|31|127|2|2|5|0|0.244|0.279|0.402
Sal Stewart|CIN|192|10|26|30|9|38|22|41|168|2|0|8|0|0.244|0.328|0.47
Jared Triolo|PIT|45|0|2|3|1|8|3|10|41|0|1|2|0|0.244|0.311|0.293
JJ Wetherholt|STL|198|8|33|22|5|35|22|40|164|2|10|5|0|0.244|0.364|0.421
Fernando Tatis Jr.|SDP|180|0|15|15|10|45|18|38|156|4|1|5|1|0.244|0.318|0.288
Jake Meyers|HOU|43|1|5|4|1|8|4|9|37|1|1|2|0|0.243|0.326|0.378
Dylan Beavers|BAL|119|2|16|12|3|28|14|25|103|1|0|7|0|0.243|0.331|0.369
Tristan Gray|MIN|72|3|8|14|0|25|3|16|66|1|1|1|0|0.242|0.282|0.394
Adam Frazier|LAA|71|1|13|6|0|20|6|15|62|0|1|5|1|0.242|0.319|0.403
Darell Hernaiz|ATH|71|1|7|5|2|13|8|15|62|0|0|0|0|0.242|0.329|0.29
Mark Vientos|NYM|129|6|14|19|0|27|7|29|120|1|1|5|0|0.242|0.287|0.433
Francisco Alvarez|NYM|128|4|12|10|0|28|11|27|112|1|2|5|0|0.241|0.317|0.393
Dillon Dingler|DET|152|8|16|28|0|29|9|33|137|0|4|9|0|0.241|0.307|0.482
Jake Fraley|TBR|87|2|6|5|3|24|8|19|79|0|0|7|0|0.241|0.31|0.405
Shohei Ohtani|LAD|185|7|27|17|5|44|28|36|150|2|4|7|0|0.24|0.37|0.427
Miguel Vargas|CHW|185|9|31|23|6|31|30|36|150|2|3|5|1|0.24|0.373|0.467
Max Muncy|ATH|104|2|15|7|2|37|6|22|92|2|4|5|2|0.239|0.308|0.402
Kazuma Okamoto|TOR|177|10|22|27|0|50|21|37|155|1|0|4|0|0.239|0.328|0.458
Jeremiah Jackson|BAL|135|6|10|24|1|30|3|31|130|1|1|3|0|0.238|0.259|0.4
Yainer Diaz|HOU|106|2|7|14|0|16|3|24|101|2|0|5|0|0.238|0.255|0.347
Pete Crow-Armstrong|CHC|178|4|24|17|11|45|14|38|160|0|3|5|2|0.238|0.311|0.369
Wyatt Langford|TEX|84|1|9|4|3|19|4|19|80|0|0|3|2|0.238|0.274|0.363
Eli White|ATL|62|2|8|10|1|12|2|14|59|1|0|1|1|0.237|0.258|0.39
Carson Benge|NYM|142|3|17|13|8|30|11|31|131|0|0|5|0|0.237|0.296|0.344
Leo Jiménez|MIA|41|0|4|1|1|7|4|8|34|1|2|1|0|0.235|0.341|0.265
Alex Freeland|LAD|112|2|11|8|0|32|11|23|98|1|0|4|0|0.235|0.309|0.337
Jac Caglianone|KCR|141|4|17|8|0|42|11|30|128|0|2|7|1|0.234|0.305|0.398
Randal Grichuk|CHW|50|3|11|9|0|12|1|11|47|1|1|4|0|0.234|0.26|0.511
Carter Jensen|KCR|144|6|18|18|0|45|17|29|124|2|1|4|0|0.234|0.326|0.411
Connor Norby|MIA|145|3|11|12|5|45|15|29|124|1|5|8|0|0.234|0.338|0.371
Ian Happ|CHC|189|10|34|19|2|58|33|36|154|0|2|6|1|0.234|0.376|0.481
James Wood|WSH|207|12|36|29|7|66|37|39|167|0|3|11|0|0.234|0.382|0.515
Trea Turner|PHI|190|4|25|13|5|40|13|41|176|1|0|7|0|0.233|0.284|0.341
Dustin Harris|HOU|52|0|6|5|4|7|6|10|43|1|1|1|1|0.233|0.333|0.302
Austin Hays|CHW|44|1|3|7|0|13|1|10|43|0|0|1|0|0.233|0.25|0.326
David Hamilton|MIL|118|0|18|7|8|24|13|23|99|0|1|2|0|0.232|0.327|0.253
Michael Busch|CHC|187|3|17|23|1|43|27|36|156|2|2|8|1|0.231|0.348|0.353
Willi Castro|COL|128|2|19|13|3|42|10|27|117|0|1|5|0|0.231|0.297|0.325
Yohel Pozo|STL|26|0|0|4|0|2|0|6|26|0|0|1|0|0.231|0.231|0.269
J.T. Realmuto|PHI|100|1|8|8|0|17|5|21|91|1|3|4|0|0.231|0.29|0.308
Victor Robles|SEA|13|0|0|1|1|3|0|3|13|0|0|1|0|0.231|0.231|0.308
Eugenio Suárez|CIN|100|3|10|11|0|30|9|21|91|0|0|3|0|0.231|0.3|0.363
Colson Montgomery|CHW|175|11|20|29|1|51|16|35|152|0|7|8|0|0.23|0.331|0.5
Marcelo Mayer|BOS|126|1|9|8|2|24|9|26|113|1|2|6|0|0.23|0.296|0.31
Agustín Ramírez|MIA|129|2|14|14|3|28|13|26|113|1|2|5|1|0.23|0.318|0.345
Miguel Amaya|CHC|75|2|11|8|0|17|10|14|61|0|3|1|0|0.23|0.365|0.344
Roman Anthony|BOS|130|1|12|5|2|33|20|25|109|0|1|5|1|0.229|0.354|0.321
Isaac Collins|KCR|140|3|16|13|2|38|17|27|118|1|4|5|0|0.229|0.343|0.347
Gavin Sheets|SDP|128|6|15|16|2|26|9|27|118|0|1|9|0|0.229|0.289|0.458
Curtis Mead|WSH|104|4|16|15|3|17|14|20|88|0|2|7|0|0.227|0.346|0.443
Marcus Semien|NYM|169|3|15|14|5|33|12|35|154|1|1|6|0|0.227|0.286|0.325
Nolan Gorman|STL|161|5|16|23|0|45|17|32|141|3|0|4|0|0.227|0.304|0.362
Munetaka Murakami|CHW|186|15|29|29|0|63|35|34|150|1|0|1|0|0.227|0.371|0.533
Jake Burger|TEX|168|7|15|27|0|45|7|36|159|1|1|5|0|0.226|0.262|0.39
Francisco Lindor|NYM|105|2|14|5|2|19|11|21|93|0|1|2|2|0.226|0.314|0.355
Richie Palacios|TBR|76|1|9|9|4|17|10|14|62|1|3|1|0|0.226|0.355|0.29
Kyle Schwarber|PHI|197|18|30|30|1|63|29|37|164|0|4|7|1|0.226|0.355|0.61
Sal Frelick|MIL|151|3|19|12|1|19|16|29|129|2|1|2|0|0.225|0.311|0.31
Dane Myers|CIN|70|2|13|7|2|17|10|13|58|0|2|0|0|0.224|0.357|0.328
Zach Neto|LAA|203|7|29|20|7|63|26|39|174|1|2|9|1|0.224|0.33|0.408
Michael Massey|KCR|81|3|10|12|1|18|3|17|76|2|0|7|0|0.224|0.247|0.434
Matt Chapman|SFG|179|1|16|14|0|44|16|36|161|0|2|8|1|0.224|0.302|0.304
