name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Brice Turang|MIL|149|5|29|22|7|31|29|36|118|1|0|8|1|0.305|0.439|0.517
Ezequiel Duran|TEX|92|2|13|13|4|17|11|24|79|1|0|7|1|0.304|0.385|0.494
Brendan Donovan|SEA|71|3|7|8|1|12|9|17|56|1|5|3|0|0.304|0.437|0.518
Seiya Suzuki|CHC|106|6|17|14|0|24|14|27|89|1|2|3|0|0.303|0.406|0.539
Drake Baldwin|ATL|174|9|33|30|1|35|16|47|155|0|3|5|0|0.303|0.379|0.51
JJ Bleday|CIN|39|4|6|7|0|7|6|10|33|0|0|2|0|0.303|0.41|0.727
Ryan Jeffers|MIN|116|5|21|22|1|20|17|29|96|1|1|5|1|0.302|0.409|0.531
Matt Olson|ATL|170|13|35|33|0|39|22|44|146|2|0|15|0|0.301|0.388|0.671
Wilyer Abreu|BOS|159|5|18|17|3|31|18|42|140|1|0|6|1|0.3|0.377|0.464
Eric Haase|SFG|10|0|2|1|0|2|0|3|10|0|0|2|0|0.3|0.3|0.5
Joe Mack|MIA|10|0|1|1|0|2|0|3|10|0|0|1|0|0.3|0.3|0.4
Kevin McGonigle|DET|158|2|25|16|4|20|20|41|137|0|1|11|2|0.299|0.392|0.453
Cody Bellinger|NYY|160|5|24|28|4|20|23|40|134|3|0|10|3|0.299|0.394|0.53
Bobby Witt Jr.|KCR|171|4|17|17|12|31|18|45|151|2|0|10|1|0.298|0.368|0.457
Brandon Nimmo|TEX|157|4|17|12|1|30|15|41|138|1|3|7|1|0.297|0.376|0.449
Riley Greene|DET|157|4|24|19|1|44|22|40|135|0|0|10|0|0.296|0.395|0.459
Juan Soto|NYM|95|4|10|10|1|14|13|24|81|1|0|4|1|0.296|0.389|0.519
Michael Harris II|ATL|122|7|13|22|2|22|6|34|115|1|0|4|0|0.296|0.328|0.513
Casey Schmitt|SFG|125|6|14|18|2|26|5|34|115|1|4|8|1|0.296|0.344|0.539
Christian Vázquez|HOU|67|2|6|11|0|12|5|18|61|0|0|4|0|0.295|0.348|0.459
Masataka Yoshida|BOS|73|0|8|5|1|8|11|18|61|0|1|4|0|0.295|0.411|0.361
Weston Wilson|BAL|21|0|5|2|2|6|3|5|17|0|1|1|0|0.294|0.429|0.353
Ryan O'Hearn|PIT|151|5|20|25|1|30|17|38|130|2|2|5|0|0.292|0.377|0.446
Jose Fernandez|ARI|102|3|19|12|2|23|5|28|96|0|1|3|0|0.292|0.333|0.417
Jacob Wilson|ATH|157|3|17|18|2|17|4|44|151|1|0|8|0|0.291|0.308|0.404
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
CJ Abrams|WSH|156|9|21|33|7|28|17|38|131|2|6|6|0|0.29|0.391|0.542
Tyler Freeman|COL|82|1|7|11|3|9|3|20|69|0|7|2|0|0.29|0.38|0.362
Javier Sanoja|MIA|84|0|3|10|2|11|8|22|76|0|0|4|0|0.289|0.357|0.342
Nico Hoerner|CHC|172|4|20|28|7|14|16|43|149|3|4|11|0|0.289|0.366|0.443
Luis Campusano|SDP|58|3|9|10|0|15|5|15|52|0|1|7|0|0.288|0.362|0.596
William Contreras|MIL|148|3|21|23|0|16|14|38|133|0|1|7|0|0.286|0.358|0.406
Deyvison De Los Santos|MIA|7|0|0|0|0|3|0|2|7|0|0|1|0|0.286|0.286|0.429
Elias Díaz|KCR|15|1|2|3|0|1|1|4|14|0|0|2|0|0.286|0.333|0.643
Jarred Kelenic|CHW|17|0|0|0|0|3|3|4|14|0|0|0|0|0.286|0.412|0.286
Ryan Mountcastle|BAL|15|0|0|1|0|2|1|4|14|0|0|1|0|0.286|0.333|0.357
Max Muncy|LAD|139|9|25|13|0|33|20|34|119|0|0|5|0|0.286|0.388|0.555
Jonny DeLuca|TBR|86|2|16|14|5|15|4|23|81|0|0|7|0|0.284|0.318|0.444
Matt Shaw|CHC|88|3|10|10|2|16|5|23|81|1|0|6|0|0.284|0.322|0.469
José Tena|WSH|73|2|12|10|0|20|5|19|67|0|1|4|1|0.284|0.342|0.463
Daniel Schneemann|CLE|110|4|13|15|2|34|11|28|99|0|0|8|0|0.283|0.355|0.485
Ernie Clement|TOR|151|1|11|9|1|10|5|41|146|0|0|13|0|0.281|0.305|0.39
Moisés Ballesteros|CHC|105|6|14|19|0|17|10|26|93|2|0|5|0|0.28|0.343|0.527
Carlos Correa|HOU|141|3|22|16|1|26|18|34|122|1|0|8|0|0.279|0.369|0.418
Freddie Freeman|LAD|154|3|13|19|0|21|13|39|140|0|1|10|1|0.279|0.344|0.429
Oswald Peraza|LAA|107|4|10|9|5|26|7|27|97|0|2|5|0|0.278|0.34|0.454
Chase Meidroth|CHW|153|2|24|5|1|37|16|37|133|1|0|7|0|0.278|0.353|0.376
Taylor Ward|BAL|170|1|26|12|1|29|35|37|133|1|1|13|0|0.278|0.429|0.398
Edmundo Sosa|PHI|56|1|6|10|2|11|2|15|54|0|0|3|0|0.278|0.304|0.389
Bryce Teodosio|LAA|40|0|4|2|4|15|3|10|36|0|0|2|0|0.278|0.333|0.333
Brandon Lockridge|MIL|94|0|8|10|5|25|10|23|83|0|0|4|0|0.277|0.355|0.325
Leody Taveras|BAL|99|2|11|19|1|19|15|23|83|0|0|5|1|0.277|0.388|0.434
Xander Bogaerts|SDP|146|7|17|23|4|22|16|36|130|0|0|2|0|0.277|0.356|0.454
Ryan Vilade|TBR|52|1|5|9|1|9|4|13|47|0|0|2|0|0.277|0.333|0.383
Cole Young|SEA|149|3|20|20|2|36|12|37|134|1|2|6|1|0.276|0.342|0.403
Ty France|SDP|61|3|8|10|1|6|2|16|58|0|1|2|2|0.276|0.311|0.534
Joey Loperfido|HOU|66|0|7|7|1|19|6|16|58|1|1|5|0|0.276|0.348|0.362
Bryce Harper|PHI|160|9|23|23|2|25|21|38|138|1|0|9|1|0.275|0.369|0.551
Jake McCarthy|COL|81|2|8|14|6|14|7|19|69|1|1|6|2|0.275|0.346|0.507
TJ Rumfield|COL|153|5|14|20|0|23|13|38|138|1|1|6|1|0.275|0.34|0.442
Griffin Conine|MIA|25|2|6|4|2|6|2|6|22|0|1|1|0|0.273|0.36|0.591
Kyle Isbel|KCR|101|3|12|8|5|24|6|24|88|0|3|4|0|0.273|0.34|0.42
Sebastián Rivero|LAA|11|0|0|0|0|1|0|3|11|0|0|0|0|0.273|0.273|0.273
Miguel Rojas|LAD|61|1|4|5|0|8|4|15|55|1|0|3|0|0.273|0.317|0.382
Nolan Arenado|ARI|124|5|17|17|0|26|8|31|114|1|1|3|0|0.272|0.323|0.43
Nick Fortes|TBR|97|1|6|8|0|12|2|25|92|0|3|5|0|0.272|0.309|0.359
Jorge Mateo|ATL|50|2|12|5|4|18|2|13|48|0|0|2|0|0.271|0.3|0.438
Brooks Lee|MIN|132|5|17|23|2|25|9|33|122|0|1|5|0|0.27|0.326|0.434
Ceddanne Rafaela|BOS|135|2|16|15|2|30|8|33|122|0|5|4|2|0.27|0.341|0.385
Hunter Feduccia|TBR|46|0|5|4|0|14|6|10|37|0|1|1|0|0.27|0.386|0.297
Nathaniel Lowe|CIN|83|6|9|16|0|18|9|20|74|0|0|5|0|0.27|0.349|0.581
Angel Martínez|CLE|121|5|13|16|5|24|5|30|111|1|2|7|0|0.27|0.311|0.468
Aaron Judge|NYY|168|15|34|29|5|47|28|37|137|0|2|6|0|0.27|0.401|0.642
Trevor Larnach|MIN|107|1|14|11|1|18|18|24|89|0|0|6|1|0.27|0.393|0.393
Alec Burleson|STL|160|6|19|30|1|24|18|38|141|1|0|9|0|0.27|0.35|0.461
Maikel Garcia|KCR|158|3|19|14|4|26|15|38|141|2|0|10|1|0.27|0.335|0.418
Zack Gelof|ATH|57|3|11|10|2|14|3|14|52|0|0|2|1|0.269|0.309|0.519
Will Smith|LAD|116|3|12|16|0|19|11|28|104|1|0|3|0|0.269|0.336|0.385
Edouard Julien|COL|112|2|15|12|3|31|14|26|97|0|1|3|1|0.268|0.366|0.381
Ben Williamson|TBR|113|0|16|12|3|22|11|27|101|0|0|5|1|0.267|0.339|0.337
Mauricio Dubón|ATL|143|2|17|20|0|24|10|35|131|0|2|9|2|0.267|0.329|0.412
Brandon Lowe|PIT|144|10|22|23|0|30|19|33|124|0|1|8|0|0.266|0.368|0.573
Justin Crawford|PHI|119|0|9|8|3|24|8|29|109|0|2|7|2|0.266|0.328|0.367
Amed Rosario|NYY|71|4|8|14|0|14|5|17|64|2|0|1|1|0.266|0.31|0.5
Isaac Paredes|HOU|135|3|16|15|0|23|13|31|117|0|5|6|0|0.265|0.363|0.393
Elly De La Cruz|CIN|169|10|27|28|8|48|17|40|151|1|0|7|0|0.265|0.337|0.51
Randy Arozarena|SEA|158|3|24|12|8|37|17|36|136|2|3|9|1|0.265|0.354|0.412
J.T. Realmuto|PHI|76|1|7|7|0|12|5|18|68|1|2|3|0|0.265|0.329|0.353
Corbin Carroll|ARI|142|5|22|20|4|37|18|32|121|2|1|7|4|0.264|0.359|0.512
Andrés Giménez|TOR|128|3|10|17|5|19|4|32|121|1|1|6|1|0.264|0.291|0.405
Masyn Winn|STL|137|1|15|15|4|26|12|32|121|1|3|6|2|0.264|0.343|0.372
Vaughn Grissom|LAA|64|1|6|7|0|5|8|14|53|2|0|4|0|0.264|0.349|0.396
Jonathan Aranda|TBR|159|7|19|29|0|37|21|35|133|3|2|5|0|0.263|0.365|0.459
Dominic Canzone|SEA|85|3|11|12|1|19|7|20|76|1|1|7|0|0.263|0.329|0.474
Willson Contreras|BOS|161|8|19|23|1|46|18|35|133|3|7|4|0|0.263|0.373|0.474
Jung Hoo Lee|SFG|145|2|15|12|0|18|10|35|133|2|0|8|1|0.263|0.31|0.383
Nick Loftin|KCR|46|0|7|10|0|4|7|10|38|1|0|4|0|0.263|0.37|0.368
Tristan Peters|CHW|89|0|8|5|4|22|6|21|80|0|1|1|1|0.263|0.322|0.3
Sam Antonacci|CHW|74|1|9|8|1|7|6|16|61|1|6|2|2|0.262|0.378|0.41
Brayan Rocchio|CLE|139|3|15|19|4|14|13|32|122|0|2|4|0|0.262|0.343|0.369
Jake Mangum|PIT|82|0|13|3|5|18|7|19|73|0|1|2|0|0.26|0.333|0.288
Julio Rodríguez|SEA|165|5|18|17|3|38|13|39|150|0|2|7|0|0.26|0.327|0.407
Mike Trout|LAA|170|11|32|23|5|40|36|34|131|0|3|5|0|0.26|0.429|0.55
Drew Gilbert|SFG|58|2|6|5|0|11|3|14|54|0|0|1|0|0.259|0.298|0.389
Junior Caminero|TBR|160|10|23|18|0|27|20|36|139|1|0|3|0|0.259|0.35|0.496
Jake Bauers|MIL|130|5|22|20|3|27|14|30|116|0|0|6|0|0.259|0.338|0.44
Gleyber Torres|DET|144|2|18|11|0|22|25|30|116|2|1|2|0|0.259|0.389|0.328
Jo Adell|LAA|161|4|14|21|2|36|4|39|151|1|5|2|0|0.258|0.298|0.351
Tristan Gray|MIN|68|3|8|14|0|22|3|16|62|1|1|1|0|0.258|0.299|0.419
Samuel Basallo|BAL|116|5|13|14|0|29|11|27|105|0|0|5|1|0.257|0.328|0.467
José Fermín|STL|41|1|2|5|0|8|4|9|35|1|0|2|0|0.257|0.325|0.4
Austin Slater|NYM|40|0|3|1|1|12|4|9|35|1|0|1|0|0.257|0.325|0.286
Konnor Griffin|PIT|125|2|13|16|8|36|9|29|113|1|2|5|2|0.257|0.32|0.389
Javier Báez|DET|82|2|10|6|1|16|2|20|78|1|1|5|0|0.256|0.28|0.397
Jeremy Peña|HOU|46|0|5|0|1|6|3|11|43|0|0|4|0|0.256|0.304|0.349
Giancarlo Stanton|NYY|96|3|8|14|1|29|6|23|90|0|0|6|0|0.256|0.302|0.422
Nolan Schanuel|LAA|150|3|13|20|0|22|10|35|137|2|1|9|0|0.255|0.307|0.387
Lourdes Gurriel Jr.|ARI|53|0|4|4|0|9|6|12|47|0|0|2|0|0.255|0.34|0.298
Connor Wong|BOS|54|0|3|7|1|9|4|12|47|0|2|5|0|0.255|0.34|0.362
Spencer Steer|CIN|138|6|14|12|1|33|12|31|122|1|3|6|0|0.254|0.333|0.451
José Caballero|NYY|136|4|17|13|13|27|6|32|126|0|4|6|0|0.254|0.309|0.397
Heliot Ramos|SFG|142|3|12|15|0|43|7|34|134|1|0|8|1|0.254|0.289|0.396
Bryan Reynolds|PIT|168|4|27|22|2|44|31|34|134|1|2|5|2|0.254|0.399|0.41
Jake Fraley|TBR|78|2|5|5|2|20|7|18|71|0|0|6|0|0.254|0.321|0.423
Alex Freeland|LAD|105|2|11|8|0|28|11|23|91|1|0|4|0|0.253|0.33|0.363
Jeremiah Jackson|BAL|124|6|10|24|1|27|3|30|119|1|1|3|0|0.252|0.274|0.429
Ronald Acuña Jr.|ATL|152|2|17|9|7|31|20|32|127|2|3|8|1|0.252|0.362|0.378
Nick Kurtz|ATH|167|5|20|18|4|52|36|33|131|0|0|5|0|0.252|0.413|0.405
Fernando Tatis Jr.|SDP|155|0|14|13|9|38|14|34|135|4|1|5|1|0.252|0.318|0.304
Kyle Tucker|LAD|160|4|26|19|3|32|19|35|139|2|0|8|0|0.252|0.338|0.396
Willi Castro|COL|106|1|14|12|2|34|9|24|96|0|1|5|0|0.25|0.321|0.333
Isaac Collins|KCR|120|3|15|12|2|34|17|25|100|1|2|4|0|0.25|0.367|0.38
Scott Kingery|CHC|4|0|2|0|1|0|0|1|4|0|0|0|0|0.25|0.25|0.25
Nathan Lukes|TOR|56|0|5|8|0|7|1|13|52|1|2|4|0|0.25|0.286|0.327
Parker Meadows|DET|39|0|3|2|3|10|2|9|36|0|1|1|1|0.25|0.308|0.333
Everson Pereira|CHW|71|3|7|7|1|21|4|16|64|1|2|4|0|0.25|0.31|0.453
Luke Raley|SEA|101|6|12|16|0|37|6|23|92|0|2|4|1|0.25|0.31|0.511
Garrett Stubbs|PHI|18|0|2|1|0|3|1|4|16|1|0|0|0|0.25|0.278|0.25
Brett Sullivan|COL|60|0|2|7|0|13|3|14|56|0|0|6|0|0.25|0.288|0.357
Colby Thomas|ATH|23|1|2|2|0|5|2|5|20|0|0|0|0|0.25|0.318|0.4
Andrew Vaughn|MIL|13|1|1|4|0|1|0|3|12|0|1|0|0|0.25|0.308|0.5
Pete Crow-Armstrong|CHC|156|4|24|16|8|41|11|35|141|0|3|4|2|0.248|0.316|0.39
Shohei Ohtani|LAD|163|6|25|15|5|37|27|32|129|2|4|7|0|0.248|0.389|0.442
Dillon Dingler|DET|126|6|12|26|0|23|7|28|113|0|4|7|0|0.248|0.315|0.469
Marcelo Mayer|BOS|109|1|9|8|2|20|8|24|97|1|2|6|0|0.247|0.315|0.34
Jorbit Vivas|WSH|86|0|12|3|0|12|6|18|73|1|4|3|0|0.247|0.333|0.288
Adolis García|PHI|150|4|12|13|1|38|12|33|134|2|2|5|1|0.246|0.313|0.388
Kazuma Okamoto|TOR|151|10|19|23|0|44|17|33|134|0|0|3|0|0.246|0.331|0.493
Adam Frazier|LAA|66|1|13|5|0|19|6|14|57|0|1|4|1|0.246|0.328|0.404
Gabriel Moreno|ARI|62|1|8|8|0|14|3|14|57|1|1|6|0|0.246|0.29|0.404
Spencer Horwitz|PIT|124|3|11|14|0|16|19|25|102|2|1|3|1|0.245|0.363|0.382
Oneil Cruz|PIT|165|9|25|28|13|56|12|37|151|0|2|6|0|0.245|0.309|0.464
Daylen Lile|WSH|164|3|24|14|2|31|16|36|147|0|1|9|0|0.245|0.323|0.367
Sal Stewart|CIN|165|10|22|30|7|30|20|35|143|2|0|6|0|0.245|0.333|0.497
Byron Buxton|MIN|161|11|26|17|2|41|10|36|148|1|2|5|1|0.243|0.298|0.514
Jac Caglianone|KCR|124|4|14|8|0|38|11|27|111|0|2|5|1|0.243|0.323|0.414
Jake Meyers|HOU|43|1|5|4|1|8|4|9|37|1|1|2|0|0.243|0.326|0.378
James Wood|WSH|180|10|33|27|7|58|34|35|144|0|2|9|0|0.243|0.394|0.514
Francisco Alvarez|NYM|119|4|11|9|0|26|11|25|103|1|2|4|0|0.243|0.325|0.398
Ian Happ|CHC|165|9|29|17|2|49|27|33|136|0|2|6|1|0.243|0.376|0.5
Iván Herrera|STL|169|4|21|17|1|31|28|32|132|1|8|10|0|0.242|0.402|0.409
Daulton Varsho|TOR|133|4|15|9|2|23|11|29|120|0|2|7|0|0.242|0.316|0.4
Jose Altuve|HOU|151|3|22|9|1|30|17|32|133|0|0|9|0|0.241|0.327|0.376
Nick Allen|HOU|27|0|5|0|0|5|2|6|25|0|0|1|0|0.24|0.296|0.28
Alex Bregman|CHC|174|3|15|13|1|26|22|36|150|1|1|5|1|0.24|0.339|0.347
Dane Myers|CIN|61|1|12|4|2|15|10|12|50|0|1|0|0|0.24|0.377|0.3
David Fry|CLE|56|3|9|6|0|17|10|11|46|0|0|1|0|0.239|0.375|0.457
Max Muncy|ATH|104|2|15|7|2|37|6|22|92|2|4|5|2|0.239|0.308|0.402
Jesús Sánchez|TOR|123|4|11|15|1|23|5|27|113|3|2|4|0|0.239|0.276|0.381
Nathan Church|STL|113|5|14|16|3|25|4|25|105|2|2|4|0|0.238|0.274|0.419
Brady House|WSH|137|5|16|18|1|40|11|30|126|0|0|5|0|0.238|0.299|0.397
Alejandro Osuna|TEX|29|0|3|2|0|6|6|5|21|0|2|1|0|0.238|0.448|0.286
Jorge Soler|LAA|146|8|19|28|0|45|17|29|122|3|4|5|0|0.238|0.342|0.475
Yainer Diaz|HOU|106|2|7|14|0|16|3|24|101|2|0|5|0|0.238|0.255|0.347
Wyatt Langford|TEX|84|1|9|4|3|19|4|19|80|0|0|3|2|0.238|0.274|0.363
Lenyn Sosa|TOR|82|1|8|9|0|18|0|19|80|1|0|6|0|0.238|0.235|0.35
Bo Bichette|NYM|163|2|16|16|1|30|9|36|152|2|0|5|0|0.237|0.276|0.309
Munetaka Murakami|CHW|160|14|26|28|0|55|28|31|131|1|0|1|0|0.237|0.369|0.565
Connor Norby|MIA|130|3|9|12|2|41|14|26|110|1|5|7|0|0.236|0.346|0.382
David Hamilton|MIL|107|0|16|7|7|21|12|21|89|0|1|2|0|0.236|0.333|0.258
JJ Wetherholt|STL|169|7|28|18|4|29|20|33|140|2|7|5|0|0.236|0.355|0.421
Billy Cook|PIT|17|0|5|0|2|6|0|4|17|0|0|0|0|0.235|0.235|0.235
Trea Turner|PHI|165|4|23|12|3|34|12|36|153|0|0|7|0|0.235|0.291|0.359
Andrew Benintendi|CHW|121|2|11|17|0|40|7|26|111|3|0|5|2|0.234|0.273|0.369
Geraldo Perdomo|ARI|137|2|14|11|6|17|22|26|111|2|0|5|3|0.234|0.356|0.387
Jacob Young|WSH|132|2|15|15|1|25|5|29|124|0|2|5|0|0.234|0.275|0.323
Luis García Jr.|WSH|112|1|14|16|2|19|4|25|107|1|0|6|1|0.234|0.259|0.336
Matt Chapman|SFG|152|1|16|12|0|36|14|32|137|0|1|6|1|0.234|0.309|0.314
Luke Keaschall|MIN|155|1|18|15|8|23|15|32|137|2|1|8|0|0.234|0.31|0.314
Josh Naylor|SEA|151|4|9|17|7|26|12|32|137|1|1|3|0|0.234|0.298|0.343
Hunter Goodman|COL|143|9|24|15|1|54|11|30|129|0|3|7|0|0.233|0.308|0.496
Dustin Harris|HOU|52|0|6|5|4|7|6|10|43|1|1|1|1|0.233|0.333|0.302
Austin Hays|CHW|44|1|3|7|0|13|1|10|43|0|0|1|0|0.233|0.25|0.326
Derek Hill|CHW|49|2|6|3|4|15|5|10|43|0|0|0|0|0.233|0.313|0.372
Michael Busch|CHC|163|3|16|20|0|36|21|32|138|2|2|7|1|0.232|0.337|0.362
Blaze Alexander|BAL|90|0|8|3|3|26|5|19|82|0|1|2|1|0.232|0.284|0.28
Dylan Beavers|BAL|110|2|14|11|3|25|13|22|95|1|0|5|0|0.232|0.321|0.347
Teoscar Hernández|LAD|135|4|17|17|1|40|13|28|121|1|0|4|0|0.231|0.304|0.364
Andrew McCutchen|TEX|58|1|6|5|0|19|5|12|52|1|0|2|0|0.231|0.293|0.327
Victor Robles|SEA|13|0|0|1|1|3|0|3|13|0|0|1|0|0.231|0.231|0.308
Eugenio Suárez|CIN|100|3|10|11|0|30|9|21|91|0|0|3|0|0.231|0.3|0.363
Jackson Merrill|SDP|154|4|22|18|7|36|12|32|139|0|1|8|0|0.23|0.296|0.374
Ramón Laureano|SDP|143|5|17|19|4|43|14|29|126|2|1|4|2|0.23|0.308|0.413
Agustín Ramírez|MIA|129|2|14|14|3|28|13|26|113|1|2|5|1|0.23|0.318|0.345
Roman Anthony|BOS|130|1|12|5|2|33|20|25|109|0|1|5|1|0.229|0.354|0.321
Mark Vientos|NYM|104|4|10|14|0|24|7|22|96|1|0|4|0|0.229|0.279|0.396
Miguel Amaya|CHC|71|2|11|8|0|16|10|13|57|0|3|1|0|0.228|0.371|0.351
Gavin Sheets|SDP|107|5|13|13|2|23|5|23|101|0|1|9|0|0.228|0.271|0.465
Colson Montgomery|CHW|154|9|16|23|1|44|15|30|132|0|7|7|0|0.227|0.338|0.485
Marcus Semien|NYM|145|2|12|13|4|28|10|30|132|1|1|6|0|0.227|0.285|0.318
Lane Thomas|KCR|84|1|7|7|3|14|16|15|66|1|1|1|0|0.227|0.381|0.288
Francisco Lindor|NYM|105|2|14|5|2|19|11|21|93|0|1|2|2|0.226|0.314|0.355
Pete Alonso|BAL|164|7|26|21|1|40|21|32|142|0|1|10|0|0.225|0.329|0.444
Matt Vierling|DET|90|2|9|15|1|14|8|18|80|2|0|7|0|0.225|0.289|0.388
Michael Massey|KCR|72|2|8|9|1|18|3|15|67|2|0|6|0|0.224|0.25|0.403
Luis Robert Jr.|NYM|98|2|10|8|2|17|13|19|85|0|0|3|0|0.224|0.327|0.329
Ryan McMahon|NYY|106|3|11|12|1|32|12|21|94|0|0|3|0|0.223|0.311|0.351
Carter Jensen|KCR|128|6|15|17|0|41|14|25|112|1|1|2|0|0.223|0.313|0.402
Andrés Chaparro|WSH|10|0|1|0|0|2|1|2|9|0|0|1|0|0.222|0.3|0.333
