name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|avg|obp|slg
Taylor Ward|BAL|103|1|11|11|1|18|13|26|88|1|0.295|0.388|0.455
Tyler Freeman|COL|40|0|1|5|2|6|2|10|34|0|0.294|0.385|0.294
Adley Rutschman|BAL|39|0|3|3|0|6|5|10|34|0|0.294|0.385|0.471
Javier Báez|DET|62|1|8|5|1|12|2|17|58|1|0.293|0.323|0.431
Randy Arozarena|SEA|97|2|18|9|5|17|12|24|82|0|0.293|0.402|0.427
Matt Chapman|SFG|94|1|12|12|0|16|5|26|89|0|0.292|0.33|0.393
Oneil Cruz|PIT|99|6|16|19|9|32|9|26|89|0|0.292|0.364|0.551
Richie Palacios|TBR|39|1|6|4|3|6|5|9|31|0|0.29|0.436|0.419
Michael Harris II|ATL|74|4|9|9|2|15|5|20|69|0|0.29|0.338|0.478
Josh Jung|TEX|76|2|7|8|0|14|6|20|69|1|0.29|0.342|0.478
Ezequiel Duran|TEX|49|1|6|7|3|11|4|13|45|0|0.289|0.347|0.422
Deyvison De Los Santos|MIA|7|0|0|0|0|3|0|2|7|0|0.286|0.286|0.429
Ryan Mountcastle|BAL|15|0|0|1|0|2|1|4|14|0|0.286|0.333|0.357
George Valera|CLE|14|0|0|2|0|2|0|4|14|0|0.286|0.286|0.429
Daylen Lile|WSH|97|1|13|8|1|16|5|26|92|0|0.283|0.32|0.38
Jake Mangum|PIT|52|0|10|1|3|9|5|13|46|0|0.283|0.353|0.326
Ozzie Albies|ATL|94|4|14|10|0|14|7|24|85|1|0.282|0.34|0.459
Luis Campusano|SDP|35|1|5|6|0|9|3|9|32|0|0.281|0.343|0.5
Alec Burleson|STL|95|3|9|15|1|11|12|23|82|1|0.28|0.368|0.451
Bobby Witt Jr.|KCR|94|0|4|8|8|19|11|23|82|1|0.28|0.362|0.354
J.T. Realmuto|PHI|57|1|5|4|0|11|5|14|50|0|0.28|0.368|0.38
Jo Adell|LAA|99|3|11|14|1|19|3|26|93|0|0.28|0.323|0.398
Willson Contreras|BOS|84|4|10|12|0|24|11|19|68|0|0.279|0.417|0.485
Matt Olson|ATL|99|5|18|16|0|27|13|24|86|0|0.279|0.374|0.57
Ceddanne Rafaela|BOS|69|1|9|5|0|15|4|17|61|0|0.279|0.362|0.377
Sal Stewart|CIN|94|7|15|19|4|17|14|22|79|1|0.278|0.383|0.595
José Fermín|STL|23|1|2|2|0|5|3|5|18|1|0.278|0.364|0.5
Ryan Jeffers|MIN|65|2|10|12|0|11|9|15|54|0|0.278|0.391|0.463
Cody Bellinger|NYY|92|3|15|11|3|12|14|21|76|2|0.276|0.38|0.461
Justin Crawford|PHI|65|0|7|1|1|13|5|16|58|0|0.276|0.354|0.379
Gabriel Moreno|ARI|45|0|6|5|0|8|3|11|40|1|0.275|0.333|0.4
Oswald Peraza|LAA|70|4|8|8|3|16|6|17|62|0|0.274|0.348|0.532
Miguel Amaya|CHC|40|1|7|4|0|9|6|9|33|0|0.273|0.4|0.394
Griffin Conine|MIA|25|2|6|4|2|6|2|6|22|0|0.273|0.36|0.591
Andrés Giménez|TOR|83|3|7|12|4|12|4|21|77|1|0.273|0.305|0.455
Bryce Harper|PHI|88|4|10|11|1|14|11|21|77|0|0.273|0.364|0.519
Teoscar Hernández|LAD|72|4|12|12|1|23|5|18|66|1|0.273|0.319|0.5
Leo Jiménez|MIA|12|0|0|0|0|0|1|3|11|0|0.273|0.333|0.273
Ramón Laureano|SDP|85|4|12|15|3|21|6|21|77|1|0.273|0.329|0.506
Mickey Moniak|COL|59|6|10|12|1|14|3|15|55|1|0.273|0.305|0.655
Shohei Ohtani|LAD|97|5|13|11|0|22|14|21|77|2|0.273|0.396|0.519
Carlos Cortes|ATH|43|1|4|6|0|2|6|10|37|0|0.27|0.372|0.432
Jac Caglianone|KCR|70|0|6|1|0|21|5|17|63|0|0.27|0.343|0.365
Francisco Alvarez|NYM|68|4|8|5|0|12|8|15|56|0|0.268|0.379|0.5
Brandon Lowe|PIT|88|7|12|18|0|18|12|20|75|0|0.267|0.375|0.6
Amed Rosario|NYY|49|3|4|9|0|8|3|12|45|1|0.267|0.306|0.533
Xander Bogaerts|SDP|88|3|6|14|2|8|9|21|79|0|0.266|0.341|0.405
Bryan Reynolds|PIT|97|3|15|15|1|25|16|21|79|1|0.266|0.392|0.418
Jeff McNeil|ATH|74|0|5|4|1|11|7|17|64|1|0.266|0.351|0.344
Kyle Isbel|KCR|57|2|6|6|4|12|4|13|49|0|0.265|0.333|0.408
Trevor Larnach|MIN|47|1|7|7|0|7|13|9|34|0|0.265|0.468|0.412
Brandon Marsh|PHI|72|2|8|11|2|17|3|18|68|1|0.265|0.292|0.412
Matt Shaw|CHC|58|2|7|9|1|11|3|14|53|1|0.264|0.298|0.472
Max Muncy|LAD|80|6|14|7|0|25|8|19|72|0|0.264|0.338|0.528
Josh Bell|MIN|88|3|17|15|0|18|10|20|76|1|0.263|0.352|0.447
Angel Martínez|CLE|71|2|8|9|4|12|3|17|65|0|0.262|0.314|0.415
Jesús Sánchez|TOR|73|2|8|11|0|12|4|17|65|2|0.262|0.315|0.4
Daulton Varsho|TOR|72|3|8|7|1|11|7|17|65|0|0.262|0.333|0.462
Elly De La Cruz|CIN|98|6|18|12|5|30|10|23|88|0|0.261|0.337|0.523
Luis Torrens|NYM|23|0|2|4|0|3|0|6|23|0|0.261|0.261|0.348
Garrett Mitchell|MIL|67|1|8|17|4|26|16|13|50|0|0.26|0.439|0.4
Max Muncy|ATH|84|2|15|6|2|31|4|20|77|1|0.26|0.31|0.455
Ty France|SDP|29|1|4|1|0|4|1|7|27|0|0.259|0.31|0.407
Tyler Heineman|TOR|30|0|4|1|0|6|1|7|27|0|0.259|0.31|0.259
Derek Hill|CHW|31|1|4|1|3|10|4|7|27|0|0.259|0.355|0.37
Edouard Julien|COL|62|1|6|8|2|15|8|14|54|0|0.259|0.355|0.352
Joey Loperfido|HOU|66|0|7|6|1|19|6|15|58|1|0.259|0.333|0.345
Victor Caratini|MIN|76|1|5|10|0|9|7|16|62|3|0.258|0.355|0.323
Nick Gonzales|PIT|70|0|8|11|1|13|4|17|66|0|0.258|0.3|0.303
Luis Robert Jr.|NYM|82|2|9|7|2|16|12|18|70|0|0.257|0.366|0.371
Hunter Goodman|COL|83|5|15|8|1|33|6|19|74|0|0.257|0.337|0.514
Heliot Ramos|SFG|83|2|8|13|0|27|5|20|78|0|0.256|0.301|0.385
Eugenio Suárez|CIN|87|3|9|11|0|25|9|20|78|0|0.256|0.333|0.41
Kyle Tucker|LAD|95|3|16|13|3|20|12|21|82|1|0.256|0.347|0.39
Maikel Garcia|KCR|96|2|12|9|1|17|9|22|86|1|0.256|0.323|0.395
Jeremy Peña|HOU|46|0|5|0|1|6|3|11|43|0|0.256|0.304|0.349
Trea Turner|PHI|92|2|14|7|2|18|6|22|86|0|0.256|0.304|0.372
Dominic Canzone|SEA|53|2|8|9|1|10|4|12|47|1|0.255|0.321|0.489
Spencer Horwitz|PIT|68|2|8|5|0|13|11|14|55|1|0.255|0.382|0.4
Brandon Lockridge|MIL|62|0|5|6|4|16|6|14|55|0|0.255|0.328|0.309
Jacob Young|WSH|67|2|8|8|1|11|2|16|63|0|0.254|0.288|0.413
Connor Norby|MIA|78|2|6|7|0|21|6|17|67|1|0.254|0.346|0.418
Brayan Rocchio|CLE|79|3|9|14|0|9|9|17|67|0|0.254|0.359|0.418
Carlos Correa|HOU|87|1|15|10|1|13|11|19|75|1|0.253|0.345|0.36
TJ Rumfield|COL|83|2|6|10|0|15|7|19|75|1|0.253|0.313|0.373
Fernando Tatis Jr.|SDP|95|0|9|12|6|21|11|20|79|3|0.253|0.34|0.304
Christian Walker|HOU|93|4|13|16|0|16|12|20|79|1|0.253|0.355|0.481
Jacob Wilson|ATH|92|2|9|10|1|12|1|23|91|0|0.253|0.261|0.352
Nick Allen|HOU|22|0|5|0|0|5|2|5|20|0|0.25|0.318|0.3
Jake Burger|TEX|93|5|10|17|0|29|3|22|88|1|0.25|0.28|0.466
Junior Caminero|TBR|97|5|12|10|0|17|12|21|84|1|0.25|0.34|0.464
Zack Gelof|ATH|9|0|3|2|0|3|0|2|8|0|0.25|0.25|0.375
Tristan Gray|MIN|41|2|4|11|0|15|2|9|36|1|0.25|0.3|0.444
Vaughn Grissom|LAA|22|0|3|1|0|2|5|4|16|0|0.25|0.429|0.25
Austin Hedges|CLE|31|0|6|2|0|7|2|7|28|1|0.25|0.29|0.321
P.J. Higgins|CIN|9|0|0|0|0|3|1|2|8|0|0.25|0.333|0.25
Bryce Johnson|SDP|18|0|2|2|3|7|1|4|16|0|0.25|0.294|0.375
Ronny Mauricio|NYM|4|0|0|1|0|2|0|1|4|0|0.25|0.25|0.25
James McCann|ARI|34|0|3|4|0|11|1|8|32|0|0.25|0.273|0.344
Parker Meadows|DET|39|0|3|2|3|10|2|9|36|0|0.25|0.308|0.333
Chase Meidroth|CHW|88|1|12|2|1|18|9|19|76|0|0.25|0.329|0.355
Dane Myers|CIN|32|0|3|2|1|6|3|7|28|0|0.25|0.344|0.25
Austin Riley|ATL|94|3|12|15|2|19|9|21|84|0|0.25|0.33|0.405
Edmundo Sosa|PHI|30|1|4|5|0|6|2|7|28|0|0.25|0.3|0.429
Andrew Vaughn|MIL|4|0|0|1|0|0|0|1|4|0|0.25|0.25|0.25
Willy Adames|SFG|95|3|11|6|0|26|5|22|89|0|0.247|0.295|0.461
James Wood|WSH|108|7|20|18|4|35|17|22|89|0|0.247|0.38|0.551
Ronald Acuña Jr.|ATL|100|1|9|5|4|19|13|21|85|1|0.247|0.35|0.365
Riley Greene|DET|89|1|13|12|1|22|12|19|77|0|0.247|0.348|0.364
Owen Caissie|MIA|68|2|7|13|1|29|4|15|61|2|0.246|0.294|0.426
Nick Yorke|PIT|67|1|5|4|0|12|7|14|57|1|0.246|0.343|0.351
Zach Neto|LAA|108|5|18|11|2|30|17|22|90|0|0.244|0.37|0.467
Jung Hoo Lee|SFG|87|1|8|8|0|13|7|19|78|2|0.244|0.299|0.359
Cam Smith|HOU|92|3|13|10|3|20|11|19|78|1|0.244|0.341|0.423
Cole Young|SEA|90|2|14|11|1|22|11|19|78|0|0.244|0.344|0.372
Jake Meyers|HOU|43|1|5|4|1|8|4|9|37|1|0.243|0.326|0.378
Gavin Sheets|SDP|70|2|8|6|1|16|4|16|66|0|0.242|0.286|0.47
David Fry|CLE|35|0|5|0|0|12|6|7|29|0|0.241|0.371|0.276
Kyle Higashioka|TEX|34|1|5|3|0|9|5|7|29|0|0.241|0.353|0.345
Tyler O'Neill|BAL|34|1|6|4|0|6|3|7|29|0|0.241|0.353|0.345
Brett Sullivan|COL|30|0|0|4|0|8|1|7|29|0|0.241|0.267|0.345
Ben Williamson|TBR|65|0|11|6|2|14|6|14|58|0|0.241|0.313|0.31
Wyatt Langford|TEX|82|1|9|4|2|18|3|19|79|0|0.241|0.268|0.367
Jorge Barrosa|ARI|55|1|7|6|0|18|2|12|50|0|0.24|0.283|0.48
Jerar Encarnacion|SFG|25|0|1|0|0|5|0|6|25|0|0.24|0.24|0.28
Ian Happ|CHC|88|6|11|11|0|27|12|18|75|0|0.24|0.352|0.533
Giancarlo Stanton|NYY|81|2|6|10|1|24|6|18|75|0|0.24|0.296|0.36
Gary Sánchez|MIL|56|5|8|11|0|13|13|10|42|0|0.238|0.429|0.619
Gleyber Torres|DET|96|1|13|6|0|17|15|19|80|1|0.238|0.354|0.3
Carter Jensen|KCR|66|5|8|12|0|21|6|14|59|1|0.237|0.303|0.508
Taylor Walls|TBR|44|0|7|4|3|10|2|9|38|0|0.237|0.293|0.263
JJ Wetherholt|STL|97|3|17|11|4|17|14|18|76|2|0.237|0.381|0.368
Seiya Suzuki|CHC|41|0|6|2|0|10|6|8|34|0|0.235|0.366|0.265
Matt Vierling|DET|36|1|4|4|1|6|1|8|34|1|0.235|0.25|0.382
Byron Buxton|MIN|90|3|17|4|0|23|7|19|81|1|0.235|0.3|0.407
Brady House|WSH|86|2|8|9|0|25|5|19|81|0|0.235|0.279|0.358
Ezequiel Tovar|COL|85|1|8|6|1|24|3|19|81|0|0.235|0.271|0.37
Marcus Semien|NYM|86|1|3|8|1|17|6|18|77|1|0.234|0.294|0.312
Mike Trout|LAA|102|7|22|16|2|19|23|18|77|0|0.234|0.422|0.558
José Caballero|NYY|78|1|9|8|9|19|4|17|73|0|0.233|0.282|0.329
Alex Bregman|CHC|97|2|5|9|1|15|10|20|86|1|0.233|0.309|0.314
Kerry Carpenter|DET|68|4|5|12|0|24|9|13|56|2|0.232|0.338|0.464
Chase DeLauter|CLE|80|5|11|12|0|11|10|16|69|1|0.232|0.325|0.522
Jorge Soler|LAA|83|5|13|18|0|29|10|16|69|2|0.232|0.337|0.493
Aaron Judge|NYY|95|9|18|16|4|29|11|19|82|0|0.232|0.33|0.598
Nathaniel Lowe|CIN|30|0|0|5|0|6|4|6|26|0|0.231|0.333|0.346
Victor Robles|SEA|13|0|0|1|1|3|0|3|13|0|0.231|0.231|0.308
Steven Kwan|CLE|98|1|9|8|2|12|8|20|87|1|0.23|0.299|0.299
Joc Pederson|TEX|58|1|7|3|0|15|8|11|48|1|0.229|0.345|0.313
José Ramírez|CLE|99|6|14|12|10|13|16|19|83|0|0.229|0.354|0.494
Geraldo Perdomo|ARI|85|1|9|5|6|9|11|16|70|2|0.229|0.325|0.314
Jake Fraley|TBR|48|1|3|2|2|11|4|10|44|0|0.227|0.292|0.364
Darell Hernaiz|ATH|25|1|2|1|2|5|3|5|22|0|0.227|0.32|0.364
Tanner Murray|CHW|24|1|2|2|0|4|1|5|22|0|0.227|0.292|0.364
Lenyn Sosa|TOR|45|0|3|4|0|7|0|10|44|0|0.227|0.227|0.318
Roman Anthony|BOS|88|1|11|3|1|23|12|17|75|0|0.227|0.341|0.333
Kyle Schwarber|PHI|93|7|13|14|0|32|14|17|75|0|0.227|0.376|0.56
Victor Scott II|STL|63|0|6|4|3|15|4|12|53|1|0.226|0.276|0.245
Nick Kurtz|ATH|95|2|9|9|2|32|24|16|71|0|0.225|0.421|0.352
Rafael Devers|SFG|94|2|7|8|0|28|5|20|89|0|0.225|0.266|0.315
Jake Bauers|MIL|74|5|13|13|3|15|7|15|67|0|0.224|0.297|0.463
Pete Crow-Armstrong|CHC|88|1|13|5|4|25|4|18|81|0|0.222|0.276|0.309
Sam Huff|BAL|9|0|1|1|0|5|0|2|9|0|0.222|0.222|0.333
Royce Lewis|MIN|45|2|6|8|2|12|8|8|36|0|0.222|0.378|0.444
Nick Loftin|KCR|11|0|3|0|0|1|2|2|9|0|0.222|0.364|0.333
Andruw Monasterio|BOS|30|0|2|3|1|8|3|6|27|0|0.222|0.3|0.296
Nolan Schanuel|LAA|92|2|5|13|0|13|10|18|81|1|0.222|0.304|0.321
Mark Vientos|NYM|57|2|6|6|0|12|2|12|54|1|0.222|0.246|0.37
Masyn Winn|STL|74|1|9|8|2|16|9|14|63|0|0.222|0.338|0.333
Jackson Merrill|SDP|93|3|15|13|4|20|6|19|86|0|0.221|0.272|0.395
Kazuma Okamoto|TOR|85|3|7|8|0|29|8|17|77|0|0.221|0.294|0.364
Agustín Ramírez|MIA|87|1|10|10|1|20|8|17|77|1|0.221|0.299|0.338
Luis García Jr.|WSH|72|1|9|12|1|11|4|15|68|0|0.221|0.264|0.338
Danny Jansen|TEX|54|1|3|6|0|17|4|11|50|0|0.22|0.278|0.34
Keibert Ruiz|WSH|44|1|4|9|0|5|1|9|41|1|0.22|0.25|0.366
Austin Hays|CHW|33|1|2|6|0|12|1|7|32|0|0.219|0.242|0.344
Brooks Lee|MIN|70|3|6|12|0|12|5|14|64|0|0.219|0.286|0.375
Alex Freeland|LAD|61|1|6|5|0|19|4|12|55|1|0.218|0.267|0.309
Konnor Griffin|PIT|62|0|7|8|4|18|4|12|55|1|0.218|0.29|0.291
Jonathan Aranda|TBR|95|3|11|16|0|22|14|17|78|3|0.218|0.326|0.385
Bo Bichette|NYM|98|1|8|9|0|23|5|20|92|1|0.217|0.255|0.283
Hunter Feduccia|TBR|28|0|3|4|0|10|5|5|23|0|0.217|0.357|0.217
Jonah Heim|ATL|26|0|1|2|0|5|3|5|23|0|0.217|0.308|0.304
Starling Marte|KCR|24|0|1|0|0|7|0|5|23|0|0.217|0.25|0.304
Jared Triolo|PIT|26|0|2|1|0|5|2|5|23|0|0.217|0.308|0.261
Ryan Vilade|TBR|25|0|3|2|1|6|2|5|23|0|0.217|0.28|0.261
Ketel Marte|ARI|90|4|14|9|0|17|7|18|83|0|0.217|0.278|0.386
Willi Castro|COL|65|1|9|8|2|25|4|13|60|0|0.217|0.277|0.333
Brenton Doyle|COL|66|1|10|1|5|23|6|13|60|0|0.217|0.288|0.283
Mike Yastrzemski|ATL|74|0|8|5|1|19|8|14|65|0|0.215|0.311|0.292
Dustin Harris|HOU|18|0|2|1|2|1|4|3|14|0|0.214|0.389|0.286
Ryan Kreidler|MIN|18|2|2|4|0|3|4|3|14|0|0.214|0.389|0.714
Nathan Lukes|TOR|45|0|4|5|0|6|1|9|42|1|0.214|0.244|0.262
Pedro Pagés|STL|48|1|5|5|1|9|2|9|42|1|0.214|0.277|0.333
Tyrone Taylor|NYM|30|1|3|6|0|4|1|6|28|0|0.214|0.241|0.357
Blaze Alexander|BAL|53|0|6|1|3|15|3|10|47|0|0.213|0.275|0.234
J.P. Crawford|SEA|60|1|7|6|0|13|12|10|47|0|0.213|0.383|0.34
Dylan Beavers|BAL|60|1|8|6|1|15|7|11|52|1|0.212|0.3|0.288
Kyle Karros|COL|71|1|9|3|2|15|13|12|57|1|0.211|0.352|0.281
Logan O'Hoppe|LAA|75|1|7|8|0|16|9|13|62|1|0.21|0.333|0.274
Luke Keaschall|MIN|93|1|11|10|4|13|6|18|86|1|0.209|0.258|0.279
Zach McKinstry|DET|46|1|2|5|0|10|3|9|43|0|0.209|0.261|0.326
Tristan Peters|CHW|47|0|2|1|1|15|4|9|43|0|0.209|0.277|0.233
Julio Rodríguez|SEA|99|1|9|7|1|25|11|18|86|0|0.209|0.313|0.279
Thomas Saggese|STL|47|0|5|2|0|14|4|9|43|0|0.209|0.277|0.256
Nolan Gorman|STL|76|3|8|14|0|23|7|14|67|2|0.209|0.276|0.343
Nathan Church|STL|53|1|8|6|2|15|3|10|48|1|0.208|0.264|0.292
Reese McGuire|CHW|26|0|1|2|0|6|0|5|24|0|0.208|0.269|0.208
Munetaka Murakami|CHW|93|8|16|16|0|31|20|15|72|1|0.208|0.376|0.542
Pete Alonso|BAL|96|2|11|8|1|27|13|17|82|0|0.207|0.323|0.341
Andrew McCutchen|TEX|32|1|3|5|0|14|2|6|29|1|0.207|0.25|0.379
Bryson Stott|PHI|63|0|2|3|4|10|4|12|58|0|0.207|0.27|0.241
Spencer Steer|CIN|74|3|8|5|0|23|4|14|68|1|0.206|0.257|0.382
Nolan Arenado|ARI|75|3|7|11|0|17|1|15|73|1|0.205|0.213|0.342
Adolis García|PHI|85|2|5|5|1|24|9|15|73|1|0.205|0.306|0.342
Francisco Lindor|NYM|99|1|12|1|2|18|10|18|88|0|0.205|0.293|0.307
Curtis Mead|WSH|48|2|5|7|2|5|4|9|44|0|0.205|0.271|0.409
Carlos Narváez|BOS|46|0|3|0|0|14|1|9|44|0|0.205|0.222|0.227
Gunnar Henderson|BAL|104|7|14|15|4|30|9|19|93|1|0.204|0.279|0.484
Tyler Soderstrom|ATH|95|2|10|15|1|22|11|17|84|0|0.202|0.295|0.369
Gabriel Arias|CLE|32|2|2|4|0|12|2|6|30|0|0.2|0.25|0.433
Luken Baker|ARI|5|0|0|0|0|3|0|1|5|0|0.2|0.2|0.2
Brett Baty|NYM|68|0|6|7|2|21|1|13|65|2|0.2|0.206|0.277
Iván Herrera|STL|98|2|9|11|0|14|18|15|75|1|0.2|0.378|0.32
Jahmai Jones|DET|20|1|2|2|0|6|0|4|20|0|0.2|0.2|0.4
Colson Montgomery|CHW|88|5|7|13|1|28|9|15|75|0|0.2|0.318|0.453
Corey Seager|TEX|92|5|15|12|1|23|14|15|75|2|0.2|0.326|0.44
Tyler Tolbert|KCR|5|0|1|0|1|1|0|1|5|0|0.2|0.2|0.2
Luisangel Acuña|CHW|67|0|6|3|6|10|3|12|61|1|0.197|0.242|0.213
Andrew Benintendi|CHW|66|1|5|6|0|24|5|12|61|0|0.197|0.258|0.361
Joey Ortiz|MIL|58|0|9|4|4|13|5|10|51|0|0.196|0.268|0.196
Jake McCarthy|COL|49|0|2|3|5|10|4|8|41|0|0.195|0.283|0.317
