name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Ethan Roberts|CHC|2.7|0|0|0|0.0|0.38|2|0|0|0|1|0|2|10
Jake Rogers|DET|1.0|0|0|0|0.0|2.0|1|0|0|0|2|0|0|5
Kendry Rojas|MIN|2.0|0|0|0|0.0|2.5|0|0|0|0|2|3|0|8
Ryan Rolison|CHC|6.0|1|0|0|0.0|0.5|3|0|0|0|3|0|0|19
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
Tyler Samaniego|BOS|8.3|0|0|0|0.0|0.96|8|0|0|0|4|4|0|32
Justin Slaten|BOS|3.3|0|0|2|0.0|1.2|5|0|0|0|2|2|0|14
Tyler Tolbert|KCR|0.7|0|0|0|0.0|1.5|0|0|0|0|1|0|0|2
Vince Velasquez|CHC|2.3|0|0|0|0.0|0.43|1|0|0|0|1|0|0|8
Trey Yesavage|TOR|5.3|1|0|0|0.0|0.75|3|0|0|0|4|0|0|20
Antonio Senzatela|COL|18.0|1|2|1|0.5|0.67|18|0|0|1|8|4|0|64
Louis Varland|TOR|16.0|1|4|3|0.56|1.0|26|0|0|1|12|4|0|60
Tyler Rogers|TOR|15.3|1|0|7|0.59|0.78|8|0|0|1|8|4|0|59
Shohei Ohtani|LAD|30.0|2|0|0|0.6|0.87|34|0|5|2|17|9|2|119
Tyler Alexander|TEX|14.3|0|2|3|0.63|1.19|12|0|0|1|14|3|1|59
Brock Burke|CIN|14.3|1|1|2|0.63|1.12|17|0|0|1|10|6|1|59
Kyle Finnegan|DET|13.7|1|0|3|0.66|1.17|10|1|0|1|8|8|0|53
Rico Garcia|BAL|13.3|2|1|5|0.68|0.38|15|1|0|1|1|4|0|45
John King|MIA|12.7|1|0|2|0.71|0.55|12|1|0|1|2|5|2|47
Robert Suarez|ATL|12.7|2|3|4|0.71|0.87|13|0|0|1|9|2|0|48
Caleb Kilian|SFG|12.0|1|0|2|0.75|0.92|14|1|0|1|4|7|1|47
Daniel Lynch IV|KCR|11.3|0|0|3|0.79|0.53|13|0|0|1|3|3|1|42
Brennan Bernardino|COL|11.0|2|0|1|0.82|1.09|10|0|0|1|9|3|1|44
Hunter Brown|HOU|10.7|1|0|0|0.84|1.03|17|0|1|1|5|6|0|43
José Soriano|LAA|42.7|5|0|0|0.84|0.94|49|3|4|4|24|16|0|163
Aroldis Chapman|BOS|8.7|0|5|0|1.04|0.92|10|0|0|1|5|3|1|33
Gordon Graceffo|STL|16.0|1|1|2|1.13|0.81|8|0|0|2|7|6|1|57
Isaac Mattson|PIT|16.0|0|0|6|1.13|1.19|12|0|0|2|12|7|0|65
Chase Shugart|PHI|7.7|0|0|0|1.17|1.17|7|1|0|1|7|2|2|32
Graham Ashcraft|CIN|15.0|1|1|7|1.2|1.27|15|0|0|2|11|8|0|59
Jacob Latz|TEX|14.7|0|1|2|1.23|0.48|13|1|0|2|4|3|0|52
Mason Miller|SDP|14.3|1|10|0|1.26|0.56|28|0|0|2|6|2|0|50
Riley O'Brien|STL|14.3|3|7|1|1.26|0.77|16|0|0|2|10|1|2|54
Jason Adam|SDP|7.0|0|1|6|1.29|0.71|3|0|0|1|4|1|1|27
Eduard Bazardo|SEA|13.3|2|0|3|1.35|1.05|10|0|0|2|9|5|0|52
Huascar Brazobán|NYM|13.3|1|0|1|1.35|1.05|11|1|0|2|11|3|0|52
Wilber Dotel|PIT|6.7|0|0|1|1.35|0.75|4|1|0|1|2|3|0|25
Jhoan Duran|PHI|6.7|1|5|0|1.35|0.75|8|0|0|1|5|0|0|24
Bryan Hudson|CHW|13.0|0|1|2|1.38|1.46|16|0|0|2|11|8|1|57
Tyler Kinley|ATL|13.0|3|0|4|1.38|1.0|13|0|0|2|7|6|1|52
Dylan Lee|ATL|13.0|1|0|4|1.38|0.62|13|0|0|2|6|2|0|47
Tyler Phillips|MIA|18.3|0|2|0|1.47|1.36|19|1|0|3|13|12|1|80
Matt Gage|SFG|12.0|2|0|3|1.5|1.17|8|1|0|2|7|7|0|48
Jimmy Herget|COL|12.0|0|1|3|1.5|0.83|11|0|0|2|8|2|1|46
Tim Hill|NYY|12.0|0|0|4|1.5|0.67|4|1|0|2|6|2|0|42
Justin Wrobleski|LAD|30.0|4|0|0|1.5|0.97|15|0|3|5|20|9|1|119
Cam Schlittler|NYY|41.7|4|0|0|1.51|0.74|49|1|4|7|25|6|0|156
Ryan Fernandez|STL|5.7|1|0|0|1.59|1.59|9|0|0|1|7|2|0|26
Burch Smith|DET|5.3|0|0|0|1.69|1.31|8|0|0|1|4|3|0|22
Nick Martinez|TBR|37.0|2|0|0|1.7|1.0|24|3|4|7|28|9|0|147
Parker Messick|CLE|36.3|3|0|0|1.73|0.88|38|1|3|7|22|10|1|135
Alex Vesia|LAD|10.3|0|2|3|1.74|0.87|14|0|0|2|4|5|0|40
Clay Holmes|NYM|36.0|3|0|0|1.75|0.97|25|3|3|7|24|11|1|142
Braydon Fisher|TOR|15.3|1|0|4|1.76|1.11|15|1|0|3|11|6|1|58
Kyle Hurt|LAD|5.0|0|0|0|1.8|0.6|6|0|0|1|3|0|1|19
Gregory Soto|PIT|14.7|2|1|6|1.84|0.82|20|1|0|3|6|6|1|56
Yennier Cano|BAL|9.7|1|0|2|1.86|0.62|9|1|0|2|5|1|0|35
Brooks Raley|NYM|9.7|0|0|3|1.86|1.03|11|1|0|2|6|4|0|39
Jakob Junis|TEX|14.3|0|3|4|1.88|0.77|6|0|0|3|7|4|2|55
Jose A. Ferrer|SEA|14.0|0|1|2|1.93|1.57|10|0|0|3|19|3|2|65
Brent Headrick|NYY|14.0|1|0|3|1.93|1.57|15|0|0|3|16|6|0|64
Bryce Elder|ATL|37.0|3|0|0|1.95|0.97|31|2|4|8|26|10|2|146
Davis Martin|CHW|37.0|4|0|0|1.95|1.08|33|2|4|8|32|8|2|144
Brant Hurter|DET|13.7|3|0|1|1.98|0.8|8|1|0|3|8|3|0|52
Juan Morillo|ARI|13.7|1|1|7|1.98|0.88|16|1|0|3|8|4|0|54
Spencer Arrighetti|HOU|18.0|3|0|0|2.0|1.11|21|1|2|4|11|9|4|78
Evan Sisk|PIT|9.0|0|0|1|2.0|1.44|12|0|0|2|10|3|2|40
Jacob deGrom|TEX|31.3|2|0|0|2.01|0.96|40|4|2|7|23|7|0|123
Tanner Scott|LAD|13.3|0|1|4|2.03|0.75|13|2|0|3|8|2|0|49
Yohan Ramírez|PIT|17.7|2|1|1|2.04|1.13|19|1|0|4|11|9|1|72
Jalen Beeks|TEX|13.0|1|0|4|2.08|1.0|13|2|0|3|10|3|0|51
Mitch Farris|LAA|4.3|0|0|0|2.08|1.62|3|1|0|1|5|2|0|19
Bradgley Rodriguez|SDP|13.0|0|0|3|2.08|1.23|12|0|0|3|12|4|0|54
Max Fried|NYY|47.3|4|0|0|2.09|0.8|37|1|6|11|26|12|2|177
Tony Santillan|CIN|12.7|1|1|8|2.13|1.11|14|2|0|3|7|7|0|50
Ben Brown|CHC|21.0|1|0|1|2.14|1.14|21|1|0|5|17|7|0|86
Joel Kuhnel|ATH|8.3|0|4|1|2.16|1.08|4|0|0|2|8|1|0|33
Riley Martin|CHC|8.3|0|0|0|2.16|0.84|10|1|0|2|5|2|0|31
Connor Phillips|CIN|16.7|1|1|2|2.16|1.38|16|1|0|4|9|14|2|73
Sam Moll|CIN|12.3|1|0|1|2.19|1.05|11|1|0|3|5|8|3|53
Cade Povich|BAL|12.3|1|0|0|2.19|0.97|7|1|1|3|9|3|0|48
Martín Pérez|ATL|28.3|2|0|0|2.22|0.99|19|3|1|7|18|10|2|112
Dylan Dodd|ATL|4.0|0|1|0|2.25|1.0|4|0|0|1|3|1|0|16
Chase Dollander|COL|32.0|3|0|0|2.25|1.0|39|3|1|8|23|9|3|130
Julian Fernández|WSH|4.0|0|0|0|2.25|1.25|3|1|0|1|3|2|0|18
Jovani Morán|BOS|16.0|0|0|0|2.25|1.13|16|2|0|4|9|9|0|65
Carlos Rodriguez|MIL|4.0|0|0|0|2.25|1.25|5|1|0|1|5|0|0|17
Kyle Harrison|MIL|23.7|2|0|0|2.28|1.06|30|2|1|6|17|8|3|96
Kody Funderburk|MIN|11.7|1|1|4|2.31|1.46|8|1|0|3|8|9|2|52
DL Hall|MIL|11.7|0|0|2|2.31|1.54|14|1|0|3|8|10|1|51
Chris Sale|ATL|35.0|5|0|0|2.31|0.91|38|5|5|9|23|9|4|137
Gabe Speier|SEA|11.7|0|1|5|2.31|1.29|10|1|0|3|11|4|1|50
Tobias Myers|NYM|19.3|0|0|2|2.33|0.78|16|2|0|5|12|3|0|71
Michael King|SDP|33.7|3|0|0|2.41|1.04|34|3|3|9|20|15|4|134
Aaron Ashby|MIL|18.3|5|0|0|2.45|1.42|30|1|0|5|15|11|0|80
Zach Eflin|BAL|3.7|0|0|0|2.45|1.64|7|1|0|1|4|2|0|17
Tyler Glasnow|LAD|33.0|3|0|0|2.45|0.7|38|2|4|9|16|7|0|120
Cade Horton|CHC|7.3|1|0|0|2.45|0.82|4|1|1|2|4|2|0|26
Will Klein|LAD|11.0|1|0|2|2.45|1.27|12|0|0|3|11|3|0|45
Nick Mears|KCR|11.0|2|0|3|2.45|1.09|9|0|0|3|6|6|0|44
Hoby Milner|CHC|14.7|0|0|3|2.45|0.95|4|2|0|4|10|4|2|57
Drew Rasmussen|TBR|25.7|2|0|0|2.45|0.74|26|5|2|7|15|4|0|98
Austin Warren|NYM|3.7|0|0|0|2.45|0.55|5|1|0|1|2|0|0|13
Paul Skenes|PIT|29.0|4|0|0|2.48|0.72|30|2|3|8|14|7|2|110
Michael Wacha|KCR|32.3|2|0|0|2.51|0.93|28|3|4|9|20|10|1|123
JT Brubaker|SFG|14.3|0|0|0|2.51|1.53|11|1|0|4|13|9|0|61
Anthony Nunez|BAL|14.3|1|1|3|2.51|0.84|18|2|0|4|9|3|0|56
Ryan Helsley|BAL|10.7|0|7|0|2.53|1.31|15|0|0|3|7|7|0|46
Keaton Winn|SFG|10.7|0|0|5|2.53|0.56|13|0|0|3|4|2|0|38
Brandon Young|BAL|10.7|2|0|0|2.53|1.13|7|1|0|3|9|3|0|43
Nolan McLean|NYM|35.3|1|0|0|2.55|0.85|45|2|3|10|20|10|1|135
Landen Roupp|SFG|35.3|5|0|0|2.55|0.91|37|1|4|10|18|14|2|137
Grant Anderson|MIL|14.0|1|0|4|2.57|1.0|11|0|0|4|8|6|0|52
Cooper Criswell|SEA|14.0|0|1|1|2.57|1.0|13|3|0|4|11|3|1|52
Kevin Gausman|TOR|35.0|2|0|0|2.57|0.94|38|3|4|10|27|6|0|138
Chad Patrick|MIL|28.0|2|0|0|2.57|1.25|16|2|1|8|22|13|0|114
JR Ritchie|ATL|7.0|1|0|0|2.57|1.0|7|2|1|2|5|2|0|26
Will Warren|NYY|31.3|3|0|0|2.59|1.15|37|3|2|9|29|7|1|129
Michael Soroka|ARI|27.7|4|0|0|2.6|1.16|34|2|1|8|25|7|3|115
Eli Morgan|KCR|10.3|0|1|0|2.61|1.35|9|2|0|3|8|6|0|45
Seth Lugo|KCR|37.7|1|0|0|2.63|1.17|31|1|4|11|33|11|0|149
Chase Burns|CIN|34.0|3|0|0|2.65|1.12|39|5|3|10|26|12|0|137
Hogan Harris|ATH|17.0|2|1|6|2.65|1.53|17|2|0|5|11|15|1|78
Foster Griffin|WSH|33.7|3|0|0|2.67|1.07|30|5|2|10|26|10|2|137
Garrett Acton|MIN|6.7|1|0|0|2.7|1.05|9|0|0|2|4|3|1|28
Orion Kerkering|PHI|10.0|0|0|1|2.7|1.3|8|1|0|3|7|6|0|43
Luis Medina|ATH|10.0|0|0|0|2.7|1.1|10|1|0|3|6|5|0|41
Steven Okert|HOU|13.3|0|0|3|2.7|1.05|9|1|0|4|9|5|0|52
Robbie Ray|SFG|33.3|2|0|0|2.7|1.14|35|5|2|10|24|14|0|135
Erik Sabrowski|CLE|13.3|0|0|11|2.7|0.98|21|1|0|4|7|6|0|53
Garrett Whitlock|BOS|10.0|2|0|4|2.7|1.2|13|1|0|3|7|5|0|42
Tarik Skubal|DET|36.3|3|0|0|2.72|0.99|38|1|4|11|30|6|1|142
Kai-Wei Teng|HOU|19.7|1|0|2|2.75|1.02|18|3|0|6|14|6|0|77
Richard Lovelady|WSH|13.0|2|0|1|2.77|1.69|12|1|0|4|13|9|0|59
Connelly Early|BOS|31.7|2|0|0|2.84|1.2|28|4|2|10|24|14|3|131
Colin Holderman|CLE|6.3|0|0|0|2.84|0.63|6|1|0|2|2|2|0|24
Emerson Hancock|SEA|34.7|2|0|0|2.86|0.98|32|7|4|11|28|6|2|132
Yoshinobu Yamamoto|LAD|37.7|2|0|0|2.87|1.01|32|4|5|12|29|9|1|147
Dylan Cease|TOR|31.3|1|0|0|2.87|1.37|49|0|1|10|26|17|2|138
Eduardo Rodriguez|ARI|28.0|2|0|0|2.89|1.32|18|4|2|9|25|12|0|120
Casey Mize|DET|31.0|2|0|0|2.9|1.19|35|2|3|10|26|11|1|128
Taj Bradley|MIN|34.0|3|0|0|2.91|1.29|37|4|3|11|31|13|2|147
Jack Perkins|ATH|12.3|2|2|0|2.92|1.05|16|0|0|4|10|3|2|51
Grant Taylor|CHW|15.3|1|0|2|2.93|1.24|23|0|0|5|15|4|0|66
Cristopher Sánchez|PHI|33.7|2|0|0|2.94|1.6|43|3|3|11|44|10|0|153
Randy Vásquez|SDP|33.7|3|0|0|2.94|1.16|34|3|3|11|28|11|2|137
Joey Cantillo|CLE|30.3|1|0|0|2.97|1.32|34|4|1|10|27|13|1|125
Michael McGreevy|STL|33.3|1|0|0|2.97|0.9|21|5|3|11|25|5|0|127
George Kirby|SEA|39.3|4|0|0|2.97|1.04|29|4|4|13|32|9|2|153
Jake Eder|LAD|3.0|1|0|0|3.0|1.0|1|0|0|1|2|1|0|11
Janson Junk|MIA|33.0|2|0|0|3.0|1.06|21|2|2|11|27|8|1|133
Alan Rangel|PHI|3.0|0|0|0|3.0|1.0|5|0|0|1|3|0|0|12
Blade Tidwell|SFG|12.0|0|1|1|3.0|1.08|10|1|0|4|10|3|1|47
Ryan Walker|SFG|12.0|0|3|2|3.0|1.33|12|1|0|4|10|6|0|51
Sandy Alcantara|MIA|41.3|3|0|0|3.05|1.11|27|4|4|14|33|13|1|166
Edward Cabrera|CHC|35.3|3|0|0|3.06|1.19|29|3|3|12|30|12|1|144
Taylor Clarke|ARI|14.7|1|0|5|3.07|0.82|6|1|0|5|11|1|2|57
Jack Kochanowicz|LAA|35.0|2|0|0|3.09|1.2|24|1|3|12|24|18|1|147
Eric Orze|MIN|11.7|0|1|3|3.09|1.2|11|0|0|4|10|4|0|47
Ranger Suarez|BOS|35.0|2|0|0|3.09|0.94|29|3|3|12|24|9|0|132
Caleb Thielbar|CHC|8.7|2|2|1|3.12|1.27|11|2|0|3|6|5|0|38
Zac Gallen|ARI|28.7|1|0|0|3.14|1.36|17|2|1|10|32|7|0|120
Shota Imanaga|CHC|34.3|2|0|0|3.15|0.87|38|3|3|12|21|9|0|133
Bryan Baker|TBR|11.3|1|7|0|3.18|1.06|13|1|0|4|9|3|0|46
Carter Baumler|TEX|5.7|0|0|0|3.18|1.76|6|1|0|2|4|6|1|27
Jaden Hill|COL|11.3|0|0|6|3.18|1.76|12|1|0|4|12|8|0|55
Mitch Keller|PIT|34.0|2|0|0|3.18|1.15|25|1|4|12|28|11|1|137
Rhett Lowder|CIN|34.0|3|0|0|3.18|1.18|25|1|3|12|30|10|0|140
Gus Varland|WSH|11.3|0|2|3|3.18|1.41|13|1|0|4|13|3|0|50
Jesse Scholtens|TBR|19.7|2|0|0|3.2|1.12|14|2|0|7|16|6|2|82
Sean Burke|CHW|33.7|1|0|0|3.21|1.04|24|3|1|12|28|7|1|133
Ryan Weathers|NYY|33.7|1|0|0|3.21|1.22|40|5|2|12|33|8|0|137
Aaron Civale|ATH|30.7|2|0|0|3.23|1.3|24|3|0|11|32|8|1|132
J.T. Ginn|ATH|25.0|0|0|0|3.24|1.08|19|4|0|9|18|9|1|100
Cole Sulser|TBR|16.7|1|1|3|3.24|1.62|13|1|0|6|19|8|0|76
Peter Lambert|HOU|11.0|1|0|0|3.27|1.27|16|0|1|4|10|4|2|48
Gavin Williams|CLE|35.7|4|0|0|3.28|1.09|44|6|2|13|20|19|0|142
Lake Bachar|MIA|13.7|0|0|1|3.29|1.1|16|2|0|5|8|7|0|56
Jonathan Loáisiga|ARI|13.7|0|1|4|3.29|1.17|11|1|0|5|14|2|1|56
Spencer Miles|TOR|13.7|1|0|0|3.29|1.24|12|2|0|5|13|4|0|58
Dennis Santana|PIT|13.7|2|2|2|3.29|1.24|10|2|0|5|9|8|1|58
Max Meyer|MIA|30.0|1|0|0|3.3|1.2|33|2|0|11|24|12|3|132
Jacob Misiorowski|MIL|32.7|1|0|0|3.31|1.1|51|4|2|12|23|13|5|137
Brent Suter|LAA|19.0|1|0|1|3.32|1.26|18|3|0|7|16|8|0|75
Jack Anderson|BOS|8.0|0|0|0|3.38|1.25|6|1|0|3|8|2|0|32
Scott Barlow|ATH|13.3|0|0|5|3.38|1.05|12|2|0|5|7|7|2|55
Coleman Crow|MIL|5.3|0|0|0|3.38|0.94|4|0|0|2|4|1|0|21
Robert Garcia|TEX|8.0|0|0|2|3.38|1.5|6|0|0|3|5|7|0|34
Joe Mantiply|TOR|10.7|1|0|0|3.38|1.22|15|1|0|4|10|3|1|45
Kumar Rocker|TEX|26.7|1|0|0|3.38|1.31|22|2|2|10|25|10|1|115
Payton Tolle|BOS|10.7|0|0|0|3.38|1.03|15|1|1|4|6|5|0|42
Tyler Uberstine|BOS|2.7|0|0|0|3.38|1.5|2|1|0|1|3|1|0|11
Austin Voth|TOR|2.7|0|0|0|3.38|1.5|1|0|0|1|3|1|0|12
Tyler Wells|BAL|16.0|0|0|5|3.38|1.13|17|2|0|6|14|4|1|65
Framber Valdez|DET|34.3|2|0|0|3.41|1.31|24|2|4|13|31|14|1|148
Erick Fedde|CHW|26.3|0|0|0|3.42|1.14|16|3|0|10|19|11|2|108
Tomoyuki Sugano|COL|26.3|2|0|0|3.42|1.14|19|5|2|10|24|6|0|109
Jack Dreyer|LAD|13.0|1|0|3|3.46|1.0|16|1|0|5|8|5|1|51
Albert Suárez|BAL|13.0|1|1|0|3.46|1.15|6|3|0|5|10|5|0|53
Clayton Beeter|WSH|10.3|1|2|2|3.48|1.26|9|2|0|4|5|8|1|46
Kyle Freeland|COL|20.7|1|0|0|3.48|1.11|17|2|1|8|18|5|4|87
Zack Kelly|BOS|10.3|0|0|2|3.48|0.87|8|1|0|4|7|2|0|40
Erik Miller|SFG|10.3|0|2|3|3.48|1.35|16|0|0|4|8|6|0|45
Chase Silseth|LAA|10.3|0|0|3|3.48|1.74|10|1|0|4|10|8|0|48
Noah Schultz|CHW|15.3|1|0|0|3.52|1.11|18|1|1|6|8|9|0|63
David Bednar|NYY|12.7|1|9|0|3.55|1.66|14|0|0|5|16|5|1|61
Peyton Pallette|CLE|12.7|1|0|1|3.55|1.26|13|1|0|5|9|7|2|55
Justin Topa|MIN|12.7|0|1|2|3.55|1.5|8|1|0|5|14|5|0|55
Fernando Cruz|NYY|10.0|2|0|4|3.6|1.7|17|2|0|4|8|9|1|47
Zack Wheeler|PHI|5.0|0|0|0|3.6|1.2|6|0|0|2|3|3|0|20
Grant Holmes|ATL|32.3|2|0|0|3.62|1.21|25|5|3|13|25|14|0|135
Mason Montgomery|PIT|12.3|1|0|4|3.65|1.38|22|1|0|5|11|6|0|54
Michael Petersen|MIA|12.3|1|1|3|3.65|1.14|13|1|0|5|9|5|0|51
Sam Bachman|LAA|14.7|0|0|4|3.68|1.36|15|1|0|6|10|10|0|61
Kenley Jansen|DET|7.3|0|6|0|3.68|1.36|9|2|0|3|7|3|0|32
Zach Pop|PHI|7.3|0|0|0|3.68|1.09|6|0|0|3|5|3|1|31
Braxton Ashcraft|PIT|34.0|1|0|0|3.71|1.15|39|3|3|14|27|12|1|138
Patrick Corbin|TOR|19.3|0|0|0|3.72|1.24|16|2|0|8|18|6|2|79
Brad Lord|WSH|21.7|1|0|2|3.74|1.06|14|3|0|9|19|4|2|90
Reynaldo López|ATL|21.7|1|0|0|3.74|1.43|20|4|1|9|20|11|1|95
Kris Bubic|KCR|33.7|2|0|0|3.74|1.19|35|3|3|14|23|17|1|137
Pierce Johnson|CIN|12.0|1|0|2|3.75|1.25|13|2|0|5|13|2|0|50
Joe Ryan|MIN|38.3|2|0|0|3.76|1.04|39|3|3|16|31|9|2|155
Brandon Woodruff|MIL|28.7|2|0|0|3.77|1.01|23|4|2|12|23|6|1|115
Jeffrey Springs|ATH|35.7|3|0|0|3.79|1.01|31|5|3|15|25|11|1|142
Jonathan Bowlan|PHI|7.0|1|0|0|3.86|1.29|8|0|0|3|8|1|0|29
Angel Chivilli|NYY|2.3|0|0|0|3.86|2.14|3|1|0|1|2|3|1|13
Edgardo Henriquez|LAD|9.3|1|0|0|3.86|1.29|10|1|0|4|7|5|1|39
Brad Keller|PHI|11.7|1|0|4|3.86|1.03|10|2|0|5|9|3|0|46
Bryan King|HOU|11.7|0|1|2|3.86|1.37|13|0|0|5|11|5|3|53
Cody Ponce|TOR|2.3|0|0|0|3.86|0.86|3|0|0|1|1|1|0|10
Greg Weissert|BOS|11.7|0|0|3|3.86|1.37|16|3|0|5|12|4|0|52
Bryan Woo|SEA|35.0|1|0|0|3.86|1.06|27|4|4|15|31|6|2|141
Freddy Peralta|NYM|32.3|1|0|0|3.9|1.21|36|4|1|14|26|13|2|139
Shane McClanahan|TBR|23.0|2|0|0|3.91|1.26|25|1|0|10|16|13|0|101
Tim Mayza|PHI|16.0|0|0|1|3.94|1.0|16|2|0|7|10|6|1|66
Bailey Ober|MIN|32.0|2|0|0|3.94|1.16|27|3|2|14|26|11|2|133
JoJo Romero|STL|13.7|0|0|6|3.95|1.17|8|2|0|6|12|4|1|56
Ryan Thompson|ARI|11.3|2|0|4|3.97|1.15|7|2|0|5|8|5|1|46
Abner Uribe|MIL|11.3|1|2|4|3.97|1.06|13|1|0|5|9|3|0|45
Mick Abel|MIN|20.3|1|0|0|3.98|1.57|23|0|2|9|22|10|3|93
Keider Montero|DET|27.0|1|0|0|4.0|1.0|23|2|1|12|22|5|0|107
Sean Newcomb|CHW|18.0|0|0|2|4.0|1.56|17|0|0|8|20|8|0|80
Connor Prielipp|MIN|9.0|1|0|0|4.0|0.89|11|0|0|4|5|3|0|36
Paxton Schultz|WSH|9.0|0|1|0|4.0|1.11|9|2|0|4|9|1|1|39
Cade Cavalli|WSH|24.7|0|0|0|4.01|1.66|28|0|1|11|29|12|4|116
Justin Sterner|ATH|15.7|1|0|5|4.02|1.53|18|2|0|7|19|5|0|71
Logan Gilbert|SEA|38.0|1|0|0|4.03|1.29|39|4|2|17|41|8|3|160
Wandy Peralta|SDP|13.3|0|0|1|4.05|1.5|11|3|0|6|16|4|1|58
Tanner Bibee|CLE|35.3|0|0|0|4.08|1.44|32|5|2|16|37|14|0|153
Paul Blackburn|NYY|11.0|1|0|0|4.09|1.55|7|0|0|5|14|3|0|49
Dean Kremer|BAL|11.0|0|0|0|4.09|0.91|16|4|1|5|8|2|0|43
Connor Seabold|DET|11.0|1|0|0|4.09|1.55|11|2|0|5|12|5|1|50
Ryan Yarbrough|NYY|11.0|0|0|0|4.09|1.09|8|1|0|5|8|4|2|46
Carmen Mlodzinski|PIT|28.3|1|0|0|4.13|1.45|30|0|0|13|30|11|1|126
Dietrich Enns|BAL|4.3|0|0|0|4.15|1.62|7|0|0|2|2|5|0|20
Cade Smith|CLE|13.0|2|6|0|4.15|1.46|15|1|0|6|15|4|0|57
Blake Treinen|LAD|8.7|1|0|4|4.15|1.62|9|2|0|4|11|3|0|39
Kyle Bradish|BAL|30.0|1|0|0|4.2|1.73|31|3|1|14|35|17|0|136
Shawn Armstrong|CLE|10.7|1|0|3|4.22|1.41|13|2|0|5|8|7|1|47
Matt Strahm|KCR|10.7|0|0|7|4.22|1.41|12|2|0|5|10|5|1|48
Jordan Hicks|CHW|12.7|0|1|2|4.26|2.13|7|0|0|6|15|12|0|62
Kevin Kelly|TBR|12.7|2|2|4|4.26|0.79|11|1|0|6|6|4|1|48
Cody Laweryson|MIN|6.3|0|1|1|4.26|0.79|8|0|0|3|3|2|2|26
Andre Pallante|STL|25.3|2|0|0|4.26|1.42|20|3|0|12|22|14|2|114
Reid Detmers|LAA|33.7|1|0|0|4.28|1.1|36|3|2|16|28|9|3|141
