name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Byron Buxton|MIN|190|15|34|23|4|48|13|46|174|1|2|9|1|0.264|0.321|0.586
Oneil Cruz|PIT|212|10|35|33|16|74|17|51|193|0|2|9|0|0.264|0.33|0.466
Nico Hoerner|CHC|223|4|23|30|9|17|23|51|193|3|4|12|0|0.264|0.35|0.389
Daylen Lile|WSH|214|7|31|25|3|39|17|51|194|2|1|12|0|0.263|0.322|0.433
Iván Herrera|STL|215|5|26|23|1|36|29|46|175|2|9|12|0|0.263|0.391|0.417
Junior Caminero|TBR|206|13|31|27|0|34|26|47|179|1|0|5|0|0.263|0.354|0.508
Teoscar Hernández|LAD|179|5|24|23|1|51|16|42|160|1|2|8|0|0.263|0.335|0.406
Oswald Peraza|LAA|136|5|14|11|5|33|8|32|122|0|5|5|1|0.262|0.333|0.443
Maikel Garcia|KCR|208|3|26|18|4|30|19|49|187|2|0|13|1|0.262|0.327|0.39
Jonathan Aranda|TBR|204|8|26|35|0|48|28|44|168|5|3|6|0|0.262|0.368|0.44
Chase Meidroth|CHW|194|3|29|11|1|46|20|44|168|2|0|9|0|0.262|0.337|0.369
Masataka Yoshida|BOS|99|0|8|6|1|9|12|22|84|1|2|5|1|0.262|0.364|0.345
Taylor Ward|BAL|219|2|31|14|1|44|45|45|172|1|1|15|0|0.262|0.416|0.384
Konnor Griffin|PIT|169|3|20|20|10|47|11|40|153|2|3|7|2|0.261|0.32|0.392
Aaron Judge|NYY|217|16|40|30|5|61|37|46|176|0|2|8|0|0.261|0.395|0.58
Max Muncy|LAD|182|12|35|19|0|48|25|41|157|0|0|5|0|0.261|0.363|0.522
Christian Walker|HOU|202|11|27|31|0|38|18|47|180|1|3|10|0|0.261|0.337|0.5
Javier Sanoja|MIA|104|1|5|18|2|12|8|25|96|0|0|6|0|0.26|0.317|0.354
Dalton Rushing|LAD|83|7|14|17|0|23|7|19|73|0|3|2|0|0.26|0.349|0.575
Jeremy Peña|HOU|55|0|6|1|1|6|3|13|50|1|1|4|0|0.26|0.309|0.34
Freddie Freeman|LAD|199|6|19|23|1|30|21|46|177|0|1|11|1|0.26|0.342|0.435
José Caballero|NYY|147|4|18|13|13|29|8|35|135|0|4|7|0|0.259|0.32|0.4
Yohel Pozo|STL|27|0|0|5|0|2|0|7|27|0|0|1|0|0.259|0.259|0.296
Jared Triolo|PIT|59|0|3|3|1|12|3|14|54|0|1|2|0|0.259|0.31|0.296
James Wood|WSH|233|13|43|34|7|71|40|49|189|0|4|13|0|0.259|0.399|0.534
Justin Crawford|PHI|154|2|12|12|7|29|13|36|139|0|2|7|2|0.259|0.331|0.381
Tristan Peters|CHW|126|2|13|12|4|28|10|29|112|0|1|5|1|0.259|0.325|0.375
Joey Bart|PIT|62|2|9|6|0|21|2|15|58|1|1|1|0|0.259|0.29|0.379
Gleyber Torres|DET|144|2|18|11|0|22|25|30|116|2|1|2|0|0.259|0.389|0.328
Luis García Jr.|WSH|154|3|18|22|2|24|6|38|147|1|0|9|2|0.259|0.286|0.408
Willson Contreras|BOS|194|10|21|30|1|52|20|42|163|3|8|6|0|0.258|0.361|0.479
Trevor Larnach|MIN|131|2|18|12|2|23|21|28|109|0|1|6|1|0.257|0.382|0.385
Javier Báez|DET|82|2|10|6|1|16|2|20|78|1|1|5|0|0.256|0.28|0.397
Amed Rosario|NYY|87|4|10|16|0|18|6|20|78|3|0|3|1|0.256|0.299|0.474
Mauricio Dubón|ATL|186|3|20|26|0|31|12|44|172|0|2|11|2|0.256|0.312|0.395
Tyler Freeman|COL|104|2|8|12|4|13|3|23|90|0|7|2|0|0.256|0.33|0.344
Giancarlo Stanton|NYY|96|3|8|14|1|29|6|23|90|0|0|6|0|0.256|0.302|0.422
Josh Naylor|SEA|204|5|15|22|12|31|18|47|184|1|1|5|0|0.255|0.324|0.364
Hunter Feduccia|TBR|62|0|7|5|0|19|7|13|51|1|1|2|0|0.255|0.35|0.294
Masyn Winn|STL|175|1|18|17|4|33|14|39|153|3|5|8|2|0.255|0.331|0.353
Connor Wong|BOS|63|0|5|7|1|13|4|14|55|0|2|6|0|0.255|0.328|0.364
Gavin Sheets|SDP|147|9|20|21|3|30|16|33|130|0|1|10|0|0.254|0.34|0.538
Xander Bogaerts|SDP|188|7|22|23|7|33|18|43|170|0|0|3|0|0.253|0.324|0.394
Bryan Reynolds|PIT|208|4|30|28|3|46|34|43|170|1|3|7|2|0.253|0.385|0.388
Gabriel Moreno|ARI|101|2|13|14|2|22|7|23|91|2|1|7|0|0.253|0.307|0.396
Nathaniel Lowe|CIN|110|6|11|17|0|27|11|25|99|0|0|6|0|0.253|0.327|0.495
Leody Taveras|BAL|131|2|15|19|3|28|17|28|111|0|1|6|1|0.252|0.357|0.378
Ronald Acuña Jr.|ATL|158|2|20|9|7|32|22|33|131|2|3|9|1|0.252|0.367|0.382
Jeremiah Jackson|BAL|153|6|12|25|1|31|3|37|147|2|1|6|0|0.252|0.268|0.415
Brandon Lowe|PIT|188|12|27|31|0|44|23|41|163|1|1|10|1|0.252|0.346|0.546
Nolan Schanuel|LAA|191|3|16|20|0|32|12|44|175|2|2|10|0|0.251|0.304|0.36
Julio Rodríguez|SEA|218|8|26|21|5|50|17|50|199|0|2|9|0|0.251|0.317|0.417
Jo Adell|LAA|203|6|16|27|2|47|7|47|188|2|6|6|0|0.25|0.296|0.378
Vidal Bruján|NYM|5|0|3|1|0|0|1|1|4|0|0|0|0|0.25|0.4|0.25
Dylan Crews|WSH|4|0|0|0|0|0|0|1|4|0|0|0|0|0.25|0.25|0.25
Braxton Fulford|COL|9|1|4|2|2|3|1|2|8|0|0|0|0|0.25|0.333|0.625
Jhostynxon Garcia|PIT|4|0|0|0|0|1|0|1|4|0|0|0|0|0.25|0.25|0.25
Scott Kingery|CHC|4|0|2|0|1|0|0|1|4|0|0|0|0|0.25|0.25|0.25
Nathan Lukes|TOR|56|0|5|8|0|7|1|13|52|1|2|4|0|0.25|0.286|0.327
Jake Mangum|PIT|86|0|13|3|5|20|8|19|76|0|1|2|0|0.25|0.329|0.276
Parker Meadows|DET|39|0|3|2|3|10|2|9|36|0|1|1|1|0.25|0.308|0.333
Jake Meyers|HOU|46|1|5|4|1|8|4|10|40|1|1|2|0|0.25|0.326|0.375
Andruw Monasterio|BOS|85|1|8|9|1|16|5|20|80|0|0|8|0|0.25|0.294|0.388
Isaac Paredes|HOU|182|5|18|20|0|32|16|40|160|0|6|7|0|0.25|0.341|0.388
Everson Pereira|CHW|71|3|7|7|1|21|4|16|64|1|2|4|0|0.25|0.31|0.453
Sal Stewart|CIN|213|11|28|32|10|39|27|46|184|2|0|8|0|0.25|0.343|0.473
Alex Bregman|CHC|219|4|22|16|2|38|24|48|193|1|1|6|1|0.249|0.333|0.352
Kyle Tucker|LAD|202|4|32|23|4|39|26|43|173|2|1|13|0|0.249|0.347|0.393
Brooks Lee|MIN|178|5|19|24|3|32|11|41|165|0|1|6|1|0.248|0.299|0.388
José Tena|WSH|101|3|16|13|0|30|7|23|93|0|1|7|1|0.247|0.307|0.441
Jac Caglianone|KCR|156|5|18|10|0|46|12|35|142|0|2|9|1|0.246|0.314|0.43
Nathan Church|STL|152|5|17|18|4|31|6|35|142|2|2|6|0|0.246|0.283|0.394
Miguel Amaya|CHC|83|3|13|9|0|17|10|17|69|0|3|2|0|0.246|0.366|0.406
Will Smith|LAD|157|4|16|19|0|28|15|34|138|3|1|3|0|0.246|0.318|0.355
Daniel Schneemann|CLE|141|4|16|18|3|41|15|31|126|0|0|8|0|0.246|0.326|0.405
Rafael Devers|SFG|202|6|19|20|0|61|13|46|187|2|0|11|0|0.246|0.292|0.401
Jose Altuve|HOU|185|4|27|12|1|35|19|40|163|1|1|10|0|0.245|0.326|0.38
Blaze Alexander|BAL|105|0|11|6|6|31|7|23|94|0|1|3|1|0.245|0.304|0.298
Vaughn Grissom|LAA|100|2|7|13|0|10|11|21|86|2|0|6|0|0.244|0.323|0.384
Moisés Ballesteros|CHC|123|6|14|20|0|24|10|27|111|2|0|5|0|0.243|0.301|0.45
Dylan Beavers|BAL|119|2|16|12|3|28|14|25|103|1|0|7|0|0.243|0.331|0.369
Hunter Goodman|COL|184|11|28|19|1|65|12|41|169|0|3|8|0|0.243|0.304|0.485
Dominic Canzone|SEA|114|4|14|18|1|25|12|24|99|2|1|7|0|0.242|0.325|0.434
Matt Shaw|CHC|104|3|10|12|3|18|6|23|95|1|1|6|0|0.242|0.291|0.4
Austin Hedges|CLE|72|1|11|4|1|15|7|15|62|1|0|4|0|0.242|0.314|0.355
Jorbit Vivas|WSH|109|0|14|4|0|14|9|22|91|2|4|6|0|0.242|0.33|0.308
Christian Vázquez|HOU|98|3|8|13|0|16|9|21|87|0|0|4|0|0.241|0.313|0.391
Francisco Alvarez|NYM|128|4|12|10|0|28|11|27|112|1|2|5|0|0.241|0.317|0.393
Lourdes Gurriel Jr.|ARI|92|1|7|9|1|16|8|20|83|1|0|4|0|0.241|0.304|0.325
Eric Haase|SFG|26|2|5|4|0|7|1|6|25|0|0|2|0|0.24|0.269|0.56
Nick Loftin|KCR|63|0|9|13|0|6|8|12|50|2|3|6|0|0.24|0.365|0.36
Cole Young|SEA|196|3|20|26|2|45|16|42|175|1|4|8|1|0.24|0.316|0.349
Willy Adames|SFG|202|5|19|15|1|57|9|46|192|0|1|14|0|0.24|0.277|0.391
Munetaka Murakami|CHW|207|17|33|32|0|68|39|40|167|1|0|2|0|0.24|0.382|0.557
Mark Vientos|NYM|151|6|15|22|0|30|7|34|142|1|1|7|0|0.239|0.278|0.415
Kody Clemens|MIN|136|4|16|12|5|34|12|28|117|0|5|10|0|0.239|0.336|0.427
Andrew Benintendi|CHW|153|3|16|20|1|44|11|33|138|3|0|7|2|0.239|0.289|0.384
Max Muncy|ATH|104|2|15|7|2|37|6|22|92|2|4|5|2|0.239|0.308|0.402
Willi Castro|COL|147|2|21|16|3|46|11|32|134|1|1|8|0|0.239|0.299|0.343
Adam Frazier|LAA|76|1|13|6|0|22|6|16|67|0|1|5|1|0.239|0.311|0.388
Dillon Dingler|DET|174|8|18|28|0|34|13|37|155|0|4|9|0|0.239|0.314|0.452
Andrés Giménez|TOR|165|5|13|26|5|27|5|37|155|2|2|7|1|0.239|0.268|0.394
Jake Burger|TEX|189|8|19|32|1|50|11|42|176|1|1|7|0|0.239|0.286|0.415
JJ Wetherholt|STL|213|9|35|24|5|38|25|42|176|2|10|5|0|0.239|0.362|0.42
Nolan Gorman|STL|174|6|17|25|0|47|20|36|151|3|0|4|0|0.238|0.322|0.384
Yainer Diaz|HOU|106|2|7|14|0|16|3|24|101|2|0|5|0|0.238|0.255|0.347
Wyatt Langford|TEX|84|1|9|4|3|19|4|19|80|0|0|3|2|0.238|0.274|0.363
MJ Melendez|NYM|69|2|7|6|0|24|8|14|59|0|1|3|1|0.237|0.338|0.424
Fernando Tatis Jr.|SDP|202|0|17|15|12|49|19|42|177|4|1|5|1|0.237|0.308|0.277
Eli White|ATL|62|2|8|10|1|12|2|14|59|1|0|1|1|0.237|0.258|0.39
Miguel Vargas|CHW|206|11|35|29|7|35|30|40|169|2|5|7|1|0.237|0.364|0.485
Joc Pederson|TEX|135|3|15|11|0|33|21|26|110|3|1|4|0|0.236|0.356|0.355
José Ramírez|CLE|221|8|30|22|20|29|37|43|182|1|1|10|0|0.236|0.367|0.423
Trea Turner|PHI|214|5|31|16|7|46|14|47|199|1|0|9|0|0.236|0.285|0.357
Keibert Ruiz|WSH|94|4|11|21|1|15|2|21|89|2|1|10|0|0.236|0.255|0.483
Carter Jensen|KCR|162|6|19|19|0|48|19|33|140|2|1|6|0|0.236|0.327|0.407
Michael Busch|CHC|211|4|20|27|1|47|32|41|174|2|3|11|1|0.236|0.36|0.379
Nick Allen|HOU|37|0|7|0|0|6|3|8|34|0|0|1|0|0.235|0.297|0.265
Josh Bell|MIN|186|5|23|29|1|43|14|40|170|1|1|8|0|0.235|0.296|0.371
Derek Hill|CHW|58|3|8|5|6|16|6|12|51|0|0|0|0|0.235|0.316|0.412
Dane Myers|CIN|81|3|15|10|2|22|10|16|68|1|2|1|0|0.235|0.346|0.382
Garrett Stubbs|PHI|21|0|3|1|0|4|1|4|17|1|2|0|0|0.235|0.333|0.235
Mike Trout|LAA|216|12|34|25|5|53|43|40|170|0|3|7|0|0.235|0.398|0.488
Alex Freeland|LAD|112|2|11|8|0|32|11|23|98|1|0|4|0|0.235|0.309|0.337
Curtis Mead|WSH|114|4|18|16|3|17|18|22|94|0|2|8|0|0.234|0.368|0.447
Brandon Valenzuela|TOR|81|4|10|10|0|23|8|17|73|0|0|1|0|0.233|0.309|0.411
Jazz Chisholm Jr.|NYY|194|5|22|18|12|56|20|40|172|1|1|9|0|0.233|0.314|0.372
Dustin Harris|HOU|52|0|6|5|4|7|6|10|43|1|1|1|1|0.233|0.333|0.302
Austin Hays|CHW|44|1|3|7|0|13|1|10|43|0|0|1|0|0.233|0.25|0.326
Luke Keaschall|MIN|192|1|21|17|10|31|19|39|168|2|3|8|1|0.232|0.318|0.31
Jake Fraley|TBR|90|2|6|5|3|25|8|19|82|0|0|7|0|0.232|0.3|0.39
Randal Grichuk|CHW|55|3|11|9|0|13|1|12|52|1|1|4|0|0.231|0.255|0.481
Connor Norby|MIA|167|4|15|14|5|47|18|33|143|1|5|9|0|0.231|0.335|0.378
Alejandro Osuna|TEX|66|0|7|7|1|12|9|12|52|0|5|1|0|0.231|0.394|0.25
Victor Robles|SEA|13|0|0|1|1|3|0|3|13|0|0|1|0|0.231|0.231|0.308
Eugenio Suárez|CIN|100|3|10|11|0|30|9|21|91|0|0|3|0|0.231|0.3|0.363
Kyle Schwarber|PHI|213|20|33|36|1|70|31|41|178|0|4|8|1|0.23|0.357|0.624
Agustín Ramírez|MIA|129|2|14|14|3|28|13|26|113|1|2|5|1|0.23|0.318|0.345
Marcus Semien|NYM|192|3|18|18|5|39|13|40|174|3|1|7|0|0.23|0.283|0.322
