name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Justin Foscue|TEX|7|1|1|2|0|1|0|2|7|0|0|0|0|0.286|0.286|0.714
Eric Haase|SFG|14|0|2|2|0|3|0|4|14|0|0|2|0|0.286|0.286|0.429
Jarred Kelenic|CHW|25|0|0|1|0|3|4|6|21|0|0|0|0|0.286|0.4|0.286
Ryan Mountcastle|BAL|15|0|0|1|0|2|1|4|14|0|0|1|0|0.286|0.333|0.357
José Tena|WSH|77|2|13|10|0|21|6|20|70|0|1|5|1|0.286|0.351|0.471
Brandon Nimmo|TEX|165|4|17|12|1|32|17|41|144|1|3|7|1|0.285|0.37|0.431
Nick Fortes|TBR|100|1|6|8|0|13|2|27|95|0|3|5|0|0.284|0.32|0.368
Christian Vázquez|HOU|74|3|7|12|0|14|6|19|67|0|0|4|0|0.284|0.342|0.478
Oswald Peraza|LAA|109|4|10|9|5|26|7|28|99|0|2|5|0|0.283|0.343|0.455
Nick Loftin|KCR|47|0|8|10|0|4|7|11|39|1|0|5|0|0.282|0.383|0.41
Bryce Harper|PHI|166|9|24|23|2|25|23|40|142|1|0|9|1|0.282|0.38|0.549
Justin Crawford|PHI|125|1|10|10|3|25|9|32|114|0|2|7|2|0.281|0.344|0.404
Matt Shaw|CHC|89|3|10|10|2|16|5|23|82|1|0|6|0|0.28|0.318|0.463
Sam Antonacci|CHW|83|1|12|9|2|9|6|19|68|1|7|2|2|0.279|0.39|0.412
Tristan Peters|CHW|97|0|9|6|4|23|7|24|86|0|1|3|1|0.279|0.34|0.337
Carlos Correa|HOU|141|3|22|16|1|26|18|34|122|1|0|8|0|0.279|0.369|0.418
Ty France|SDP|64|4|9|11|1|7|2|17|61|0|1|2|2|0.279|0.313|0.574
Randy Arozarena|SEA|167|3|26|12|9|39|17|40|144|2|4|9|1|0.278|0.365|0.417
Ceddanne Rafaela|BOS|139|3|17|16|2|30|8|35|126|0|5|4|2|0.278|0.345|0.413
Masataka Yoshida|BOS|77|0|8|5|1|8|11|18|65|0|1|4|0|0.277|0.39|0.338
Elly De La Cruz|CIN|177|10|27|29|8|50|17|44|159|1|0|8|0|0.277|0.345|0.516
Moisés Ballesteros|CHC|106|6|14|19|0|17|10|26|94|2|0|5|0|0.277|0.34|0.521
Chase Meidroth|CHW|161|2|25|5|1|40|16|39|141|1|0|9|0|0.277|0.348|0.383
MJ Melendez|NYM|54|2|4|6|0|19|5|13|47|0|1|3|1|0.277|0.358|0.511
Zack Gelof|ATH|65|3|12|11|2|17|5|16|58|0|0|2|1|0.276|0.333|0.5
Joey Loperfido|HOU|66|0|7|7|1|19|6|16|58|1|1|5|0|0.276|0.348|0.362
Javier Sanoja|MIA|88|0|3|10|2|11|8|22|80|0|0|4|0|0.275|0.341|0.325
Daniel Schneemann|CLE|115|4|13|15|2|35|13|28|102|0|0|8|0|0.275|0.357|0.471
Max Muncy|LAD|144|9|25|13|0|35|20|34|124|0|0|5|0|0.274|0.375|0.532
Kyle Isbel|KCR|108|3|13|10|5|24|6|26|95|0|3|4|0|0.274|0.337|0.411
Mauricio Dubón|ATL|152|2|18|20|0|26|11|38|139|0|2|9|2|0.273|0.336|0.41
Nolan Arenado|ARI|132|6|18|18|0|27|9|33|121|1|1|3|0|0.273|0.326|0.446
Griffin Conine|MIA|25|2|6|4|2|6|2|6|22|0|1|1|0|0.273|0.36|0.591
Juan Soto|NYM|103|4|10|10|1|16|14|24|88|1|0|4|1|0.273|0.369|0.477
Nico Hoerner|CHC|181|4|20|28|7|15|16|43|158|3|4|11|0|0.272|0.348|0.418
Julio Rodríguez|SEA|174|6|20|18|3|39|14|43|158|0|2|7|0|0.272|0.339|0.43
Freddie Freeman|LAD|161|4|14|20|0|21|13|40|147|0|1|10|1|0.272|0.335|0.435
TJ Rumfield|COL|163|5|15|21|0|26|13|40|147|1|2|6|1|0.272|0.337|0.429
Jonny DeLuca|TBR|90|2|16|14|5|17|4|23|85|0|0|7|0|0.271|0.303|0.424
Samuel Basallo|BAL|122|5|13|15|0|30|11|30|111|0|0|5|1|0.27|0.336|0.468
Hunter Feduccia|TBR|46|0|5|4|0|14|6|10|37|0|1|1|0|0.27|0.386|0.297
Maikel Garcia|KCR|166|3|20|15|4|26|16|40|148|2|0|11|1|0.27|0.337|0.419
Bryce Teodosio|LAA|41|0|5|2|4|15|3|10|37|0|0|2|0|0.27|0.325|0.324
Edouard Julien|COL|116|2|15|12|3|31|15|27|100|0|1|3|1|0.27|0.371|0.38
Leody Taveras|BAL|107|2|12|19|1|22|16|24|89|0|0|5|1|0.27|0.381|0.416
Iván Herrera|STL|178|4|22|18|1|32|28|38|141|1|8|11|0|0.27|0.416|0.433
Heliot Ramos|SFG|150|3|14|16|0|44|8|38|141|1|0|9|1|0.27|0.307|0.411
Brandon Lowe|PIT|152|10|24|27|0|31|20|35|130|1|1|9|1|0.269|0.368|0.585
Alejandro Osuna|TEX|34|0|3|4|0|6|6|7|26|0|2|1|0|0.269|0.441|0.308
Jung Hoo Lee|SFG|154|2|15|12|0|19|10|38|142|2|0|8|1|0.268|0.312|0.38
Brooks Lee|MIN|141|5|17|23|2|26|9|35|131|0|1|5|0|0.267|0.319|0.42
Alec Burleson|STL|169|6|20|30|1|27|18|40|150|1|0|10|0|0.267|0.343|0.453
Andrew Vaughn|MIL|18|1|3|4|0|1|2|4|15|0|1|1|0|0.267|0.389|0.533
Taylor Ward|BAL|179|1|26|12|1|31|38|37|139|1|1|13|0|0.266|0.425|0.381
Cole Young|SEA|157|3|20|21|2|39|13|37|139|1|4|6|1|0.266|0.344|0.388
Aaron Judge|NYY|177|15|34|29|5|51|31|38|143|0|2|6|0|0.266|0.403|0.622
Corbin Carroll|ARI|150|5|23|20|4|37|18|34|128|2|2|8|4|0.266|0.36|0.508
Jonathan Aranda|TBR|163|7|19|29|0|39|22|36|136|3|2|5|0|0.265|0.368|0.456
Amed Rosario|NYY|76|4|9|14|0|15|6|18|68|2|0|2|1|0.265|0.316|0.5
Nick Kurtz|ATH|177|5|23|20|5|52|37|37|140|0|0|7|1|0.264|0.418|0.436
Trevor Larnach|MIN|110|1|14|11|1|19|18|24|91|0|1|6|1|0.264|0.391|0.385
Vaughn Grissom|LAA|69|1|6|7|0|5|9|15|57|2|0|5|0|0.263|0.353|0.404
Weston Wilson|BAL|24|0|5|2|2|6|4|5|19|0|1|1|0|0.263|0.417|0.316
Will Smith|LAD|124|3|12|16|0|21|12|29|111|1|0|3|0|0.261|0.331|0.369
Jo Adell|LAA|168|4|14|21|2|38|4|41|157|1|6|3|0|0.261|0.304|0.357
Xander Bogaerts|SDP|154|7|17|23|5|25|16|36|138|0|0|2|0|0.261|0.338|0.428
Jake Mangum|PIT|82|0|13|3|5|18|7|19|73|0|1|2|0|0.26|0.333|0.288
Dominic Canzone|SEA|87|3|11|12|1|19|8|20|77|1|1|7|0|0.26|0.333|0.468
J.T. Realmuto|PHI|85|1|8|8|0|13|5|20|77|1|2|4|0|0.26|0.318|0.351
Ben Williamson|TBR|116|0|16|12|3|22|11|27|104|0|0|5|1|0.26|0.33|0.327
Byron Buxton|MIN|171|13|29|21|2|44|10|41|158|1|2|7|1|0.259|0.31|0.563
Willson Contreras|BOS|165|8|19|23|1|47|20|35|135|3|7|4|0|0.259|0.376|0.467
Nathaniel Lowe|CIN|90|6|9|16|0|21|9|21|81|0|0|5|0|0.259|0.333|0.543
Nathan Church|STL|121|5|15|17|3|25|5|29|112|2|2|5|0|0.259|0.298|0.438
Joey Bart|PIT|62|2|9|6|0|21|2|15|58|1|1|1|0|0.259|0.29|0.379
Miguel Rojas|LAD|64|1|5|5|0|8|4|15|58|1|0|3|0|0.259|0.302|0.362
Gleyber Torres|DET|144|2|18|11|0|22|25|30|116|2|1|2|0|0.259|0.389|0.328
Jake Bauers|MIL|134|6|23|21|3|29|14|31|120|0|0|6|0|0.258|0.336|0.458
Konnor Griffin|PIT|134|2|14|18|9|39|10|31|120|2|2|5|2|0.258|0.321|0.383
Tristan Gray|MIN|68|3|8|14|0|22|3|16|62|1|1|1|0|0.258|0.299|0.419
Edmundo Sosa|PHI|64|1|6|11|2|11|2|16|62|0|0|3|0|0.258|0.281|0.355
Masyn Winn|STL|145|1|16|16|4|29|12|33|128|2|3|6|2|0.258|0.331|0.359
Luke Raley|SEA|106|8|14|23|0|39|6|25|97|0|2|4|1|0.258|0.314|0.567
José Caballero|NYY|143|4|17|13|13|29|7|34|132|0|4|6|0|0.258|0.315|0.394
Willi Castro|COL|115|2|17|13|3|38|9|27|105|0|1|5|0|0.257|0.322|0.362
Austin Slater|NYM|40|0|3|1|1|12|4|9|35|1|0|1|0|0.257|0.325|0.286
Javier Báez|DET|82|2|10|6|1|16|2|20|78|1|1|5|0|0.256|0.28|0.397
Oneil Cruz|PIT|175|9|29|28|14|59|13|41|160|0|2|6|0|0.256|0.32|0.463
Isaac Paredes|HOU|144|3|16|16|0|23|14|32|125|0|5|7|0|0.256|0.354|0.384
Jeremy Peña|HOU|46|0|5|0|1|6|3|11|43|0|0|4|0|0.256|0.304|0.349
Brayan Rocchio|CLE|148|3|15|19|6|14|14|33|129|0|3|4|0|0.256|0.342|0.357
Giancarlo Stanton|NYY|96|3|8|14|1|29|6|23|90|0|0|6|0|0.256|0.302|0.422
Connor Wong|BOS|54|0|3|7|1|9|4|12|47|0|2|5|0|0.255|0.34|0.362
Nolan Schanuel|LAA|158|3|13|20|0|25|10|37|145|2|1|9|0|0.255|0.304|0.379
Ryan Vilade|TBR|56|1|5|9|1|10|4|13|51|0|0|2|0|0.255|0.309|0.353
Spencer Horwitz|PIT|130|3|13|16|0|17|21|27|106|2|1|4|1|0.255|0.377|0.396
Mike Trout|LAA|177|11|32|23|5|45|36|35|138|0|3|5|0|0.254|0.418|0.529
Jake Fraley|TBR|78|2|5|5|2|20|7|18|71|0|0|6|0|0.254|0.321|0.423
Angel Martínez|CLE|131|5|14|16|5|27|5|30|119|1|3|7|0|0.252|0.297|0.437
Ronald Acuña Jr.|ATL|152|2|17|9|7|31|20|32|127|2|3|8|1|0.252|0.362|0.378
Junior Caminero|TBR|164|10|23|18|0|27|20|36|143|1|0|3|0|0.252|0.341|0.483
JJ Bleday|CIN|47|4|6|7|0|7|7|10|40|0|0|2|0|0.25|0.362|0.6
Isaac Collins|KCR|124|3|15|13|2|36|17|26|104|1|2|4|0|0.25|0.363|0.375
Pete Crow-Armstrong|CHC|164|4|24|17|9|42|12|37|148|0|3|5|2|0.25|0.319|0.392
José Fermín|STL|42|1|2|5|0|9|4|9|36|1|0|2|0|0.25|0.317|0.389
Andrés Giménez|TOR|136|3|10|18|5|20|4|32|128|2|1|6|1|0.25|0.274|0.383
Scott Kingery|CHC|4|0|2|0|1|0|0|1|4|0|0|0|0|0.25|0.25|0.25
Nathan Lukes|TOR|56|0|5|8|0|7|1|13|52|1|2|4|0|0.25|0.286|0.327
Parker Meadows|DET|39|0|3|2|3|10|2|9|36|0|1|1|1|0.25|0.308|0.333
Everson Pereira|CHW|71|3|7|7|1|21|4|16|64|1|2|4|0|0.25|0.31|0.453
Garrett Stubbs|PHI|18|0|2|1|0|3|1|4|16|1|0|0|0|0.25|0.278|0.25
Kyle Tucker|LAD|165|4|26|20|3|34|19|36|144|2|0|9|0|0.25|0.333|0.396
Daulton Varsho|TOR|142|4|17|9|2|24|12|32|128|0|2|7|0|0.25|0.324|0.398
Ryan Waldschmidt|ARI|4|0|0|0|0|3|0|1|4|0|0|0|0|0.25|0.25|0.25
Kazuma Okamoto|TOR|159|10|20|25|0|45|18|35|141|0|0|3|0|0.248|0.333|0.482
Bryan Reynolds|PIT|177|4|27|23|2|45|33|35|141|1|2|5|2|0.248|0.395|0.397
Fernando Tatis Jr.|SDP|162|0|14|15|9|40|15|35|141|4|1|5|1|0.248|0.317|0.298
Shohei Ohtani|LAD|171|6|25|16|5|40|27|34|137|2|4|7|0|0.248|0.382|0.431
Spencer Steer|CIN|145|6|15|12|2|35|12|32|129|1|3|6|0|0.248|0.324|0.434
Luis García Jr.|WSH|118|1|15|18|2|19|4|28|113|1|0|6|1|0.248|0.271|0.345
Daylen Lile|WSH|172|3|24|15|2|31|16|38|154|1|1|10|0|0.247|0.32|0.37
Josh Naylor|SEA|160|5|12|20|7|26|12|36|146|1|1|3|0|0.247|0.306|0.37
Adolis García|PHI|159|4|15|13|1|40|13|35|142|2|2|6|1|0.246|0.314|0.387
Hunter Goodman|COL|152|10|25|17|1|56|11|34|138|0|3|7|0|0.246|0.316|0.514
Jeremiah Jackson|BAL|131|6|10|24|1|29|3|31|126|1|1|3|0|0.246|0.267|0.413
Adam Frazier|LAA|70|1|13|6|0|20|6|15|61|0|1|5|1|0.246|0.324|0.41
Drew Gilbert|SFG|66|2|7|7|0|13|4|15|61|0|0|1|0|0.246|0.292|0.361
Jac Caglianone|KCR|131|4|16|8|0|40|11|29|118|0|2|6|1|0.246|0.321|0.415
Jesús Sánchez|TOR|129|5|14|17|1|24|5|29|118|3|3|4|0|0.246|0.287|0.407
Brandon Valenzuela|TOR|62|4|9|10|0|18|5|14|57|0|0|1|0|0.246|0.306|0.474
Sal Stewart|CIN|173|10|22|30|8|32|20|37|151|2|0|6|0|0.245|0.329|0.483
Alex Freeland|LAD|108|2|11|8|0|30|11|23|94|1|0|4|0|0.245|0.321|0.351
Trea Turner|PHI|176|4|24|12|4|36|12|40|164|0|0|7|0|0.244|0.295|0.36
James Wood|WSH|190|11|35|28|7|60|35|37|152|0|3|10|0|0.243|0.395|0.526
Jake Meyers|HOU|43|1|5|4|1|8|4|9|37|1|1|2|0|0.243|0.326|0.378
Jorbit Vivas|WSH|87|0|12|3|0|12|6|18|74|1|4|3|0|0.243|0.329|0.284
Jose Altuve|HOU|159|3|24|9|1|31|17|34|140|0|1|10|0|0.243|0.329|0.379
Nick Allen|HOU|31|0|6|0|0|5|2|7|29|0|0|1|0|0.241|0.29|0.276
Max Muncy|ATH|104|2|15|7|2|37|6|22|92|2|4|5|2|0.239|0.308|0.402
Brady House|WSH|145|5|17|18|1|43|11|32|134|0|0|6|0|0.239|0.297|0.396
Kyle Stowers|MIA|75|1|10|3|0|19|7|16|67|0|1|4|0|0.239|0.32|0.343
Teoscar Hernández|LAD|142|4|18|17|1|42|14|30|126|1|1|4|0|0.238|0.317|0.365
Ian Happ|CHC|174|9|31|18|2|51|29|34|143|0|2|6|1|0.238|0.374|0.483
Yainer Diaz|HOU|106|2|7|14|0|16|3|24|101|2|0|5|0|0.238|0.255|0.347
Marcelo Mayer|BOS|113|1|9|8|2|21|8|24|101|1|2|6|0|0.238|0.304|0.327
Wyatt Langford|TEX|84|1|9|4|3|19|4|19|80|0|0|3|2|0.238|0.274|0.363
Francisco Alvarez|NYM|126|4|11|9|0|28|11|26|110|1|2|4|0|0.236|0.315|0.382
Paul Goldschmidt|NYY|63|3|13|9|0|14|7|13|55|0|1|4|1|0.236|0.333|0.509
Michael Busch|CHC|172|3|17|23|1|37|24|34|144|2|2|8|1|0.236|0.349|0.368
David Fry|CLE|62|3|9|6|0|18|11|12|51|0|0|1|0|0.235|0.371|0.431
Dane Myers|CIN|62|1|12|4|2|15|10|12|51|0|1|0|0|0.235|0.371|0.294
JJ Wetherholt|STL|179|7|30|20|5|31|20|35|149|2|8|5|0|0.235|0.352|0.409
Andrew Benintendi|CHW|125|2|12|17|0|41|7|27|115|3|0|5|2|0.235|0.272|0.365
Michael Massey|KCR|78|3|10|12|1|18|3|17|73|2|0|7|0|0.233|0.256|0.452
Connor Norby|MIA|137|3|11|12|4|43|15|27|116|1|5|8|0|0.233|0.343|0.379
Alex Bregman|CHC|183|3|16|13|1|31|22|37|159|1|1|5|1|0.233|0.328|0.333
Dustin Harris|HOU|52|0|6|5|4|7|6|10|43|1|1|1|1|0.233|0.333|0.302
Austin Hays|CHW|44|1|3|7|0|13|1|10|43|0|0|1|0|0.233|0.25|0.326
Derek Hill|CHW|49|2|6|3|4|15|5|10|43|0|0|0|0|0.233|0.313|0.372
Jorge Soler|LAA|153|8|19|28|0|47|17|30|129|3|4|6|0|0.233|0.333|0.465
Luke Keaschall|MIN|163|1|18|15|8|23|18|33|142|2|1|8|0|0.232|0.319|0.31
Dylan Beavers|BAL|115|2|15|11|3|28|14|23|99|1|0|6|0|0.232|0.325|0.354
Eli White|ATL|59|2|8|9|1|11|2|13|56|1|0|1|1|0.232|0.254|0.393
Blaze Alexander|BAL|90|0|8|3|3|26|5|19|82|0|1|2|1|0.232|0.284|0.28
Lenyn Sosa|TOR|84|1|8|9|0|18|0|19|82|1|0|6|0|0.232|0.229|0.341
Dillon Dingler|DET|134|6|13|26|0|24|7|28|121|0|4|7|0|0.231|0.295|0.438
Victor Robles|SEA|13|0|0|1|1|3|0|3|13|0|0|1|0|0.231|0.231|0.308
Eugenio Suárez|CIN|100|3|10|11|0|30|9|21|91|0|0|3|0|0.231|0.3|0.363
Mark Vientos|NYM|112|5|11|16|0|26|7|24|104|1|0|5|0|0.231|0.277|0.423
Munetaka Murakami|CHW|169|15|28|29|0|59|29|32|139|1|0|1|0|0.23|0.361|0.561
Marcus Semien|NYM|152|2|13|13|5|30|10|32|139|1|1|6|0|0.23|0.285|0.317
Agustín Ramírez|MIA|129|2|14|14|3|28|13|26|113|1|2|5|1|0.23|0.318|0.345
Roman Anthony|BOS|130|1|12|5|2|33|20|25|109|0|1|5|1|0.229|0.354|0.321
Matt Chapman|SFG|160|1|16|12|0|37|15|33|144|0|1|6|1|0.229|0.306|0.306
Jacob Young|WSH|140|3|16|17|1|26|6|30|131|0|2|5|0|0.229|0.273|0.336
David Hamilton|MIL|110|0|16|7|7|22|12|21|92|0|1|2|0|0.228|0.324|0.25
Miguel Amaya|CHC|71|2|11|8|0|16|10|13|57|0|3|1|0|0.228|0.371|0.351
Miguel Vargas|CHW|168|9|28|21|6|28|28|31|136|1|3|4|1|0.228|0.369|0.471
Esteury Ruiz|MIA|22|2|5|3|6|8|0|5|22|0|0|2|0|0.227|0.227|0.591
Colson Montgomery|CHW|163|10|17|28|1|47|15|32|141|0|7|8|0|0.227|0.331|0.496
Geraldo Perdomo|ARI|146|2|15|11|6|19|23|27|119|2|0|5|3|0.227|0.347|0.37
Ryan McMahon|NYY|109|3|11|13|1|33|12|22|97|0|0|3|0|0.227|0.312|0.351
Bo Bichette|NYM|171|2|16|16|1|30|10|36|159|2|0|5|0|0.226|0.269|0.296
Curtis Mead|WSH|98|4|15|15|3|15|13|19|84|0|1|7|0|0.226|0.337|0.452
Francisco Lindor|NYM|105|2|14|5|2|19|11|21|93|0|1|2|2|0.226|0.314|0.355
Gabriel Moreno|ARI|69|1|8|8|0|15|5|14|62|1|1|6|0|0.226|0.29|0.371
Brett Sullivan|COL|68|0|2|7|0|16|4|14|62|0|1|6|0|0.226|0.284|0.323
Nolan Gorman|STL|146|5|14|22|0|44|14|29|129|3|0|4|0|0.225|0.295|0.372
Rafael Devers|SFG|158|4|12|16|0|49|9|33|147|2|0|6|0|0.224|0.266|0.347
