name|team|pa|hr|r|rbi|sb|so|bb|h|ab|sf|hbp|x2b|x3b|avg|obp|slg
Michael Conforto|CHC|59|2|9|8|0|15|10|16|48|1|0|7|0|0.333|0.441|0.604
Aramis Garcia|ARI|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Eric Haase|SFG|18|2|4|4|0|4|0|6|18|0|0|2|0|0.333|0.333|0.778
Jordan Lawlar|ARI|20|1|3|2|1|6|1|6|18|0|1|1|0|0.333|0.4|0.556
Omar Martinez|LAA|3|0|0|0|0|1|0|1|3|0|0|0|0|0.333|0.333|0.333
Ryan Ward|LAD|6|0|0|1|0|1|0|2|6|0|0|0|0|0.333|0.333|0.333
Shea Langeliers|ATH|174|12|30|25|0|37|15|52|157|1|1|10|0|0.331|0.391|0.624
Ildemaro Vargas|ARI|146|7|22|28|1|16|5|46|139|0|0|7|2|0.331|0.354|0.561
Austin Martin|MIN|125|1|14|8|6|18|21|33|101|1|2|6|0|0.327|0.448|0.416
Troy Johnston|COL|140|2|14|18|1|30|11|41|126|0|2|11|0|0.325|0.388|0.46
Riley Greene|DET|179|4|26|22|1|48|25|50|154|0|0|13|0|0.325|0.419|0.487
Josh Jung|TEX|164|5|19|20|1|26|10|49|151|1|2|13|0|0.325|0.372|0.51
Xavier Edwards|MIA|181|4|30|15|4|20|23|50|157|0|0|8|3|0.318|0.406|0.484
Mickey Moniak|COL|137|12|21|26|1|37|8|40|127|1|1|8|2|0.315|0.358|0.693
Nick Gonzales|PIT|158|0|18|19|3|27|12|45|143|0|3|7|0|0.315|0.38|0.364
Andy Pages|LAD|172|9|23|35|6|35|11|49|157|2|2|8|0|0.312|0.36|0.535
Michael Harris II|ATL|142|7|16|23|2|27|6|42|135|1|0|5|0|0.311|0.338|0.504
Colt Keith|DET|126|0|17|6|1|26|6|37|119|0|1|8|0|0.311|0.349|0.378
Luis Arraez|SFG|173|0|16|14|4|7|10|49|158|2|0|7|2|0.31|0.347|0.38
Jorge Mateo|ATL|58|2|15|6|4|19|3|17|55|0|0|2|0|0.309|0.345|0.455
Yordan Alvarez|HOU|194|13|27|29|1|31|27|50|162|1|4|10|0|0.309|0.418|0.611
Kyle Farmer|ATL|14|0|2|3|0|3|0|4|13|1|0|1|0|0.308|0.286|0.385
Starling Marte|KCR|43|0|2|2|0|12|2|12|39|1|1|3|0|0.308|0.349|0.385
Randy Arozarena|SEA|185|4|31|16|11|44|17|49|160|2|6|11|1|0.306|0.389|0.463
Chandler Simpson|TBR|173|0|23|12|14|17|8|49|160|2|0|1|3|0.306|0.335|0.35
Bobby Witt Jr.|KCR|193|7|22|22|12|33|21|52|170|2|0|11|1|0.306|0.378|0.506
Wilyer Abreu|BOS|175|6|20|18|3|33|20|47|154|1|0|6|1|0.305|0.383|0.474
Zach Cole|HOU|24|2|2|6|0|9|0|7|23|0|1|1|0|0.304|0.333|0.609
Ben Rice|NYY|160|13|31|29|2|41|25|40|132|2|1|9|0|0.303|0.413|0.667
Dalton Rushing|LAD|70|7|14|17|0|18|4|19|63|0|3|2|0|0.302|0.371|0.667
Kevin McGonigle|DET|181|2|27|16|7|22|26|46|153|0|2|12|2|0.301|0.409|0.444
Blake Dunn|CIN|12|1|2|1|1|3|2|3|10|0|0|1|0|0.3|0.417|0.7
Ryan Jeffers|MIN|129|6|22|25|1|23|19|32|107|1|1|6|1|0.299|0.406|0.542
Yandy Díaz|TBR|176|5|20|24|1|22|14|46|155|1|6|4|1|0.297|0.375|0.432
CJ Abrams|WSH|179|9|25|36|7|35|19|45|152|2|6|8|1|0.296|0.391|0.539
Ozzie Albies|ATL|184|8|30|25|0|24|14|49|166|3|1|8|0|0.295|0.348|0.488
Matt Olson|ATL|190|14|36|37|1|44|22|49|166|2|0|15|0|0.295|0.374|0.639
Brice Turang|MIL|171|6|31|26|8|34|29|41|139|1|0|9|1|0.295|0.414|0.504
Drake Baldwin|ATL|196|11|37|33|1|41|20|51|173|0|3|6|0|0.295|0.378|0.52
Elly De La Cruz|CIN|191|10|31|29|9|53|17|51|173|1|0|9|0|0.295|0.356|0.52
Liam Hicks|MIA|147|9|21|38|1|12|11|38|129|4|3|3|0|0.295|0.354|0.527
Ernie Clement|TOR|176|2|15|12|1|14|5|50|170|1|0|13|0|0.294|0.313|0.406
Ezequiel Duran|TEX|116|3|17|16|4|25|12|30|102|1|0|8|1|0.294|0.365|0.48
Brandon Lockridge|MIL|96|0|9|12|5|25|10|25|85|0|0|4|0|0.294|0.368|0.341
Chase DeLauter|CLE|165|6|16|26|0|16|20|42|143|2|0|10|1|0.294|0.376|0.503
Alex Call|LAD|52|0|8|5|0|6|9|12|41|1|1|4|0|0.293|0.423|0.39
Joey Wiemer|WSH|75|3|14|10|1|28|10|19|65|0|0|4|1|0.292|0.387|0.523
Jacob Wilson|ATH|168|3|18|19|2|20|5|47|161|1|0|8|0|0.292|0.311|0.398
JJ Bleday|CIN|61|4|8|12|1|9|13|14|48|0|0|3|1|0.292|0.443|0.646
Adley Rutschman|BAL|112|6|14|24|0|16|7|30|103|1|1|9|0|0.291|0.339|0.553
Miguel Andujar|SDP|114|3|10|12|1|22|3|32|110|0|1|8|2|0.291|0.316|0.482
Christian Yelich|MIL|60|1|10|10|3|16|5|16|55|0|0|2|1|0.291|0.35|0.418
Eloy Jiménez|TOR|35|0|2|3|0|7|3|9|31|1|0|0|0|0.29|0.343|0.29
Jordan Walker|STL|176|11|32|30|7|50|19|45|155|1|1|8|0|0.29|0.369|0.555
Myles Straw|TOR|80|2|17|6|1|11|9|20|69|1|0|3|0|0.29|0.367|0.42
Luis Campusano|SDP|58|3|9|10|0|15|5|15|52|0|1|7|0|0.288|0.362|0.596
Vladimir Guerrero Jr.|TOR|181|2|24|18|3|21|22|45|156|1|2|7|0|0.288|0.381|0.372
Jake McCarthy|COL|93|2|9|16|7|16|8|23|80|1|1|7|2|0.288|0.356|0.5
William Contreras|MIL|169|3|22|26|0|19|17|43|150|1|1|8|0|0.287|0.361|0.4
Ryan O'Hearn|PIT|172|6|24|27|1|33|18|43|150|2|2|6|0|0.287|0.366|0.447
Deyvison De Los Santos|MIA|7|0|0|0|0|3|0|2|7|0|0|1|0|0.286|0.286|0.429
Ryan Mountcastle|BAL|15|0|0|1|0|2|1|4|14|0|0|1|0|0.286|0.333|0.357
Gage Workman|DET|7|1|1|2|0|1|0|2|7|0|0|1|0|0.286|0.286|0.857
Casey Schmitt|SFG|142|6|17|18|3|28|6|37|130|1|5|8|1|0.285|0.338|0.5
Carson Kelly|CHC|117|2|15|13|0|19|14|29|102|0|1|4|0|0.284|0.376|0.382
Jonathan Aranda|TBR|181|8|23|33|0|42|25|42|148|5|3|5|0|0.284|0.387|0.48
Jeff McNeil|ATH|140|1|10|12|1|18|10|35|124|2|3|8|0|0.282|0.345|0.371
Nick Fortes|TBR|108|1|7|8|0|16|2|29|103|0|3|5|0|0.282|0.315|0.359
Ceddanne Rafaela|BOS|148|4|18|19|2|34|8|38|135|0|5|4|2|0.281|0.345|0.43
Brandon Nimmo|TEX|181|4|18|12|1|35|17|45|160|1|3|7|2|0.281|0.359|0.425
Ryan Vilade|TBR|63|2|6|10|1|12|5|16|57|0|0|3|0|0.281|0.339|0.439
Jonny DeLuca|TBR|99|2|16|15|6|19|5|26|93|0|0|9|0|0.28|0.316|0.441
Oswald Peraza|LAA|123|5|13|11|5|29|8|31|111|0|3|5|1|0.279|0.344|0.477
Carlos Correa|HOU|141|3|22|16|1|26|18|34|122|1|0|8|0|0.279|0.369|0.418
Sam Antonacci|CHW|96|1|13|9|3|11|6|22|79|1|8|4|2|0.278|0.383|0.418
Austin Hedges|CLE|60|1|11|4|1|13|5|15|54|1|0|4|0|0.278|0.333|0.407
Ryan Waldschmidt|ARI|19|0|1|3|0|5|1|5|18|0|0|2|0|0.278|0.316|0.389
TJ Rumfield|COL|171|6|17|22|0|28|13|43|155|1|2|7|1|0.277|0.339|0.452
Samuel Basallo|BAL|130|5|15|16|0|32|11|33|119|0|0|7|1|0.277|0.338|0.479
Freddie Freeman|LAD|177|4|15|20|1|22|17|44|159|0|1|11|1|0.277|0.35|0.434
Maikel Garcia|KCR|180|3|22|17|4|28|19|44|159|2|0|12|1|0.277|0.35|0.421
José Tena|WSH|83|2|13|11|0|23|6|21|76|0|1|6|1|0.276|0.337|0.461
Jarred Kelenic|CHW|34|0|1|3|0|7|5|8|29|0|0|1|0|0.276|0.382|0.31
Joey Loperfido|HOU|66|0|7|7|1|19|6|16|58|1|1|5|0|0.276|0.348|0.362
Christian Walker|HOU|179|10|25|29|0|34|16|44|160|1|2|10|0|0.275|0.346|0.525
Brayan Rocchio|CLE|162|3|17|22|7|16|14|39|142|1|3|5|0|0.275|0.35|0.373
Alec Burleson|STL|183|6|21|30|2|29|18|45|164|1|0|11|0|0.274|0.344|0.451
Nolan Arenado|ARI|149|6|22|20|0|30|11|37|135|2|1|6|0|0.274|0.329|0.452
Masataka Yoshida|BOS|86|0|8|5|1|8|11|20|73|0|2|4|0|0.274|0.384|0.329
Seiya Suzuki|CHC|127|7|19|16|0|31|18|29|106|1|2|3|0|0.274|0.386|0.5
Chase Meidroth|CHW|172|3|26|9|1|43|16|41|150|2|0|9|0|0.273|0.339|0.393
Cody Bellinger|NYY|185|5|26|29|5|23|28|42|154|3|0|10|3|0.273|0.378|0.474
Griffin Conine|MIA|25|2|6|4|2|6|2|6|22|0|1|1|0|0.273|0.36|0.591
Justin Crawford|PHI|134|2|11|11|4|28|11|33|121|0|2|7|2|0.273|0.343|0.413
Max Schuemann|NYY|13|0|1|1|0|3|2|3|11|0|0|2|0|0.273|0.385|0.455
Nico Hoerner|CHC|193|4|20|29|8|15|17|46|169|3|4|12|0|0.272|0.347|0.414
Heliot Ramos|SFG|169|4|19|20|0|46|10|43|158|1|0|12|1|0.272|0.314|0.437
Max Muncy|LAD|156|11|27|17|0|39|20|37|136|0|0|5|0|0.272|0.365|0.551
Luis García Jr.|WSH|130|3|18|22|2|20|4|34|125|1|0|7|2|0.272|0.292|0.432
Daniel Schneemann|CLE|129|4|16|18|3|38|15|31|114|0|0|8|0|0.272|0.357|0.447
Tristan Peters|CHW|107|0|10|7|4|26|7|26|96|0|1|4|1|0.271|0.327|0.333
Alejandro Osuna|TEX|48|0|5|6|1|10|7|10|37|0|4|1|0|0.27|0.438|0.297
Ben Williamson|TBR|126|0|19|14|4|23|14|30|111|0|0|6|1|0.27|0.352|0.342
Daylen Lile|WSH|186|6|27|22|3|33|16|45|167|2|1|11|0|0.269|0.333|0.443
Jo Adell|LAA|184|6|16|25|2|41|5|46|171|2|6|5|0|0.269|0.31|0.404
Julio Rodríguez|SEA|192|7|22|20|3|45|15|47|175|0|2|9|0|0.269|0.333|0.44
Jose Fernandez|ARI|114|3|19|12|3|28|5|29|108|0|1|3|0|0.269|0.307|0.38
José Fermín|STL|48|1|3|7|0|9|5|11|41|1|0|3|0|0.268|0.34|0.415
Hyeseong Kim|LAD|92|1|10|8|5|20|8|22|82|1|0|3|1|0.268|0.33|0.366
Trevor Larnach|MIN|118|1|15|11|2|21|20|26|97|0|1|6|1|0.268|0.398|0.381
Jake Bauers|MIL|142|6|24|21|3|31|15|34|127|0|0|8|0|0.268|0.345|0.472
Amed Rosario|NYY|79|4|10|15|0|15|6|19|71|2|0|2|1|0.268|0.316|0.493
Aaron Judge|NYY|194|16|36|30|5|55|34|42|157|0|2|7|0|0.268|0.404|0.618
Matt Shaw|CHC|93|3|10|10|2|16|5|23|86|1|0|6|0|0.267|0.304|0.442
Kyle Isbel|KCR|114|3|13|10|5|25|6|27|101|0|3|4|0|0.267|0.327|0.396
Spencer Horwitz|PIT|142|3|13|19|0|18|23|31|116|2|1|6|1|0.267|0.387|0.414
Leo Jiménez|MIA|37|0|4|1|1|5|4|8|30|1|2|1|0|0.267|0.378|0.3
Nick Kurtz|ATH|189|6|26|25|5|56|39|40|150|0|0|8|1|0.267|0.418|0.453
Nick Loftin|KCR|56|0|9|13|0|5|8|12|45|2|1|6|0|0.267|0.375|0.4
Bryce Harper|PHI|178|10|25|24|2|30|23|41|154|1|0|9|1|0.266|0.36|0.532
Iván Herrera|STL|192|4|23|19|1|33|28|41|154|2|8|11|0|0.266|0.401|0.416
Corbin Carroll|ARI|167|5|26|20|5|39|24|37|139|2|2|10|4|0.266|0.377|0.504
Miguel Rojas|LAD|70|1|5|5|0|8|4|17|64|1|0|3|0|0.266|0.304|0.359
Jung Hoo Lee|SFG|175|2|17|14|0|22|10|43|162|2|1|10|1|0.265|0.309|0.377
Taylor Ward|BAL|195|1|28|12|1|35|42|40|151|1|1|14|0|0.265|0.426|0.377
Vaughn Grissom|LAA|86|2|7|11|0|8|11|19|72|2|0|6|0|0.264|0.353|0.431
Mauricio Dubón|ATL|165|3|19|25|0|28|11|40|152|0|2|10|2|0.263|0.321|0.414
Christian Vázquez|HOU|84|3|7|12|0|15|6|20|76|0|0|4|0|0.263|0.317|0.434
Juan Soto|NYM|115|4|11|11|1|18|15|26|99|1|0|4|1|0.263|0.357|0.444
Brooks Lee|MIN|154|5|19|24|3|28|11|37|141|0|1|5|0|0.262|0.32|0.404
Paul Goldschmidt|NYY|70|4|14|10|0|15|8|16|61|0|1|4|1|0.262|0.357|0.557
Javier Sanoja|MIA|92|0|3|10|2|11|8|22|84|0|0|4|0|0.262|0.326|0.31
Xander Bogaerts|SDP|166|7|20|23|5|28|17|39|149|0|0|3|0|0.262|0.337|0.423
Luke Raley|SEA|119|9|17|24|0|43|8|28|107|0|3|4|1|0.262|0.331|0.57
Oneil Cruz|PIT|189|10|33|29|15|64|15|45|172|0|2|8|0|0.262|0.328|0.483
Edmundo Sosa|PHI|67|1|6|11|2|12|2|17|65|0|0|3|0|0.262|0.284|0.354
Nolan Schanuel|LAA|171|3|14|20|0|28|11|41|157|2|1|10|0|0.261|0.31|0.382
Isaac Paredes|HOU|161|3|16|17|0|26|14|37|142|0|5|7|0|0.261|0.348|0.373
Byron Buxton|MIN|185|15|33|23|4|47|13|44|169|1|2|7|1|0.26|0.319|0.58
Jake Mangum|PIT|82|0|13|3|5|18|7|19|73|0|1|2|0|0.26|0.333|0.288
Jesús Sánchez|TOR|139|5|16|18|1|27|6|33|127|3|3|5|0|0.26|0.302|0.417
Kyle Tucker|LAD|181|4|29|20|3|35|24|40|154|2|1|12|0|0.26|0.359|0.416
Angel Martínez|CLE|143|7|17|19|8|31|5|34|131|1|3|7|0|0.26|0.3|0.473
José Caballero|NYY|147|4|18|13|13|29|8|35|135|0|4|7|0|0.259|0.32|0.4
Weston Wilson|BAL|34|0|5|2|2|10|6|7|27|0|1|1|0|0.259|0.412|0.296
Joey Bart|PIT|62|2|9|6|0|21|2|15|58|1|1|1|0|0.259|0.29|0.379
Gleyber Torres|DET|144|2|18|11|0|22|25|30|116|2|1|2|0|0.259|0.389|0.328
Ty France|SDP|73|4|9|11|1|13|2|18|70|0|1|2|2|0.257|0.288|0.514
Zack Gelof|ATH|77|4|13|12|2|19|5|18|70|0|0|2|1|0.257|0.307|0.486
Masyn Winn|STL|158|1|16|16|4|30|13|36|140|2|3|6|2|0.257|0.329|0.35
Brendan Donovan|SEA|91|3|8|8|1|13|11|19|74|1|5|3|0|0.257|0.385|0.419
Javier Báez|DET|82|2|10|6|1|16|2|20|78|1|1|5|0|0.256|0.28|0.397
Will Smith|LAD|136|3|12|17|0|23|13|31|121|2|0|3|0|0.256|0.324|0.355
Jeremy Peña|HOU|46|0|5|0|1|6|3|11|43|0|0|4|0|0.256|0.304|0.349
Giancarlo Stanton|NYY|96|3|8|14|1|29|6|23|90|0|0|6|0|0.256|0.302|0.422
Brandon Lowe|PIT|166|10|24|28|0|35|23|36|141|1|1|9|1|0.255|0.361|0.546
MJ Melendez|NYM|59|2|5|6|0|21|6|13|51|0|1|3|1|0.255|0.345|0.471
Junior Caminero|TBR|183|11|26|19|0|30|21|41|161|1|0|3|0|0.255|0.339|0.478
David Fry|CLE|71|3|11|8|0|19|12|15|59|0|0|2|0|0.254|0.38|0.441
Dominic Canzone|SEA|99|4|12|18|1|23|9|22|87|2|1|7|0|0.253|0.323|0.471
Tyler Freeman|COL|101|2|8|12|4|13|3|22|87|0|7|2|0|0.253|0.33|0.345
Edouard Julien|COL|123|2|15|12|3|34|15|27|107|0|1|3|1|0.252|0.35|0.355
Nathan Church|STL|132|5|15|18|3|28|5|31|123|2|2|5|0|0.252|0.288|0.415
Ronald Acuña Jr.|ATL|152|2|17|9|7|31|20|32|127|2|3|8|1|0.252|0.362|0.378
Willson Contreras|BOS|170|8|19|23|1|48|20|35|139|3|8|4|0|0.252|0.371|0.453
Spencer Steer|CIN|160|7|19|14|2|36|13|36|143|1|3|7|0|0.252|0.325|0.448
Fernando Tatis Jr.|SDP|175|0|15|15|10|42|18|38|151|4|1|5|1|0.252|0.328|0.298
Jose Altuve|HOU|177|3|26|11|1|33|19|39|155|1|1|10|0|0.252|0.335|0.374
Hunter Feduccia|TBR|54|0|6|4|0|18|7|11|44|0|1|1|0|0.25|0.365|0.273
Darell Hernaiz|ATH|69|1|7|5|2|13|8|15|60|0|0|0|0|0.25|0.338|0.3
Derek Hill|CHW|50|3|7|4|4|15|5|11|44|0|0|0|0|0.25|0.327|0.455
Scott Kingery|CHC|4|0|2|0|1|0|0|1|4|0|0|0|0|0.25|0.25|0.25
Nathan Lukes|TOR|56|0|5|8|0|7|1|13|52|1|2|4|0|0.25|0.286|0.327
Parker Meadows|DET|39|0|3|2|3|10|2|9|36|0|1|1|1|0.25|0.308|0.333
Everson Pereira|CHW|71|3|7|7|1|21|4|16|64|1|2|4|0|0.25|0.31|0.453
Jesus Rodriguez|SFG|26|1|1|4|1|4|1|6|24|0|1|0|0|0.25|0.308|0.375
Sal Stewart|CIN|187|10|26|30|9|35|21|41|164|2|0|8|0|0.25|0.332|0.482
Garrett Stubbs|PHI|18|0|2|1|0|3|1|4|16|1|0|0|0|0.25|0.278|0.25
Daulton Varsho|TOR|159|5|19|13|3|30|13|36|144|0|2|7|0|0.25|0.321|0.403
JJ Wetherholt|STL|193|8|32|22|5|33|21|40|161|2|9|5|0|0.248|0.363|0.429
Mike Trout|LAA|195|11|33|23|5|51|39|38|153|0|3|6|0|0.248|0.41|0.503
Bryan Reynolds|PIT|186|4|27|25|2|45|34|37|149|1|2|5|2|0.248|0.392|0.389
Andrés Giménez|TOR|150|5|12|23|5|23|4|35|141|2|2|6|1|0.248|0.275|0.411
Teoscar Hernández|LAD|154|4|19|18|1|44|15|34|137|1|1|5|0|0.248|0.325|0.372
Konnor Griffin|PIT|148|3|17|19|9|41|11|33|133|2|2|6|2|0.248|0.311|0.391
Moisés Ballesteros|CHC|117|6|14|20|0|22|10|26|105|2|0|5|0|0.248|0.308|0.467
Leody Taveras|BAL|119|2|13|19|2|25|16|25|101|0|0|5|1|0.248|0.35|0.376
Rafael Devers|SFG|176|5|16|18|0|54|12|40|162|2|0|9|0|0.247|0.295|0.395
Josh Naylor|SEA|178|5|12|20|8|28|14|40|162|1|1|4|0|0.247|0.309|0.364
Jorbit Vivas|WSH|90|0|13|3|0|12|6|19|77|1|4|3|0|0.247|0.33|0.286
Cole Young|SEA|173|3|20|22|2|41|14|38|154|1|4|6|1|0.247|0.324|0.357
Hunter Goodman|COL|160|10|25|18|1|59|11|36|146|0|3|8|0|0.247|0.313|0.507
Alex Bregman|CHC|191|4|17|14|2|32|22|41|167|1|1|5|1|0.246|0.335|0.359
Connor Wong|BOS|57|0|3|7|1|11|4|12|49|0|2|5|0|0.245|0.327|0.347
Blaze Alexander|BAL|100|0|10|5|4|30|6|22|90|0|1|2|1|0.244|0.299|0.289
Nathaniel Lowe|CIN|97|6|10|16|0|25|11|21|86|0|0|5|0|0.244|0.33|0.512
Jake Meyers|HOU|43|1|5|4|1|8|4|9|37|1|1|2|0|0.243|0.326|0.378
Dylan Beavers|BAL|119|2|16|12|3|28|14|25|103|1|0|7|0|0.243|0.331|0.369
Tristan Gray|MIN|72|3|8|14|0|25|3|16|66|1|1|1|0|0.242|0.282|0.394
Adam Frazier|LAA|71|1|13|6|0|20|6|15|62|0|1|5|1|0.242|0.319|0.403
Andruw Monasterio|BOS|63|1|7|9|1|12|5|14|58|0|0|5|0|0.241|0.302|0.379
Mark Vientos|NYM|125|5|13|17|0|27|7|28|116|1|1|5|0|0.241|0.288|0.414
Francisco Alvarez|NYM|128|4|12|10|0|28|11|27|112|1|2|5|0|0.241|0.317|0.393
Dillon Dingler|DET|148|7|15|27|0|29|9|32|133|0|4|9|0|0.241|0.308|0.466
Jake Fraley|TBR|87|2|6|5|3|24|8|19|79|0|0|7|0|0.241|0.31|0.405
Shohei Ohtani|LAD|185|7|27|17|5|44|28|36|150|2|4|7|0|0.24|0.37|0.427
Miguel Vargas|CHW|181|9|30|23|6|29|30|35|146|2|3|5|1|0.24|0.376|0.473
Max Muncy|ATH|104|2|15|7|2|37|6|22|92|2|4|5|2|0.239|0.308|0.402
Kazuma Okamoto|TOR|177|10|22|27|0|50|21|37|155|1|0|4|0|0.239|0.328|0.458
Jeremiah Jackson|BAL|135|6|10|24|1|30|3|31|130|1|1|3|0|0.238|0.259|0.4
Andrew Vaughn|MIL|26|1|4|4|0|3|3|5|21|0|2|1|0|0.238|0.385|0.429
James Wood|WSH|204|12|36|29|7|64|37|39|164|0|3|11|0|0.238|0.387|0.524
Yainer Diaz|HOU|106|2|7|14|0|16|3|24|101|2|0|5|0|0.238|0.255|0.347
Wyatt Langford|TEX|84|1|9|4|3|19|4|19|80|0|0|3|2|0.238|0.274|0.363
Eli White|ATL|62|2|8|10|1|12|2|14|59|1|0|1|1|0.237|0.258|0.39
Willi Castro|COL|124|2|18|13|3|40|9|27|114|0|1|5|0|0.237|0.298|0.333
Jac Caglianone|KCR|140|4|17|8|0|42|11|30|127|0|2|7|1|0.236|0.307|0.402
Pete Crow-Armstrong|CHC|174|4|24|17|10|45|13|37|157|0|3|5|2|0.236|0.306|0.369
Isaac Collins|KCR|136|3|16|13|2|38|17|27|115|1|3|5|0|0.235|0.346|0.357
Alex Freeland|LAD|112|2|11|8|0|32|11|23|98|1|0|4|0|0.235|0.309|0.337
Marcelo Mayer|BOS|124|1|9|8|2|22|9|26|111|1|2|6|0|0.234|0.301|0.315
Trea Turner|PHI|185|4|24|13|5|38|13|40|171|1|0|7|0|0.234|0.286|0.345
Carter Jensen|KCR|144|6|18|18|0|45|17|29|124|2|1|4|0|0.234|0.326|0.411
Connor Norby|MIA|145|3|11|12|5|45|15|29|124|1|5|8|0|0.234|0.338|0.371
Dustin Harris|HOU|52|0|6|5|4|7|6|10|43|1|1|1|1|0.233|0.333|0.302
Austin Hays|CHW|44|1|3|7|0|13|1|10|43|0|0|1|0|0.233|0.25|0.326
Victor Robles|SEA|13|0|0|1|1|3|0|3|13|0|0|1|0|0.231|0.231|0.308
Eugenio Suárez|CIN|100|3|10|11|0|30|9|21|91|0|0|3|0|0.231|0.3|0.363
Michael Busch|CHC|183|3|17|23|1|40|27|35|152|2|2|8|1|0.23|0.35|0.355
Colson Montgomery|CHW|175|11|20|29|1|51|16|35|152|0|7|8|0|0.23|0.331|0.5
Carson Benge|NYM|137|3|16|13|7|30|11|29|126|0|0|5|0|0.23|0.292|0.341
Agustín Ramírez|MIA|129|2|14|14|3|28|13|26|113|1|2|5|1|0.23|0.318|0.345
Roman Anthony|BOS|130|1|12|5|2|33|20|25|109|0|1|5|1|0.229|0.354|0.321
David Hamilton|MIL|114|0|17|7|7|23|12|22|96|0|1|2|0|0.229|0.321|0.25
Drew Gilbert|SFG|77|2|8|8|0|15|5|16|70|0|1|1|0|0.229|0.289|0.329
Munetaka Murakami|CHW|182|15|28|29|0|63|32|34|149|1|0|1|0|0.228|0.363|0.537
Miguel Amaya|CHC|71|2|11|8|0|16|10|13|57|0|3|1|0|0.228|0.371|0.351
Matt Chapman|SFG|176|1|16|14|0|42|16|36|158|0|2|8|1|0.228|0.307|0.31
Adolis García|PHI|171|4|15|13|1|46|13|35|154|2|2|6|1|0.227|0.292|0.357
Curtis Mead|WSH|104|4|16|15|3|17|14|20|88|0|2|7|0|0.227|0.346|0.443
J.T. Realmuto|PHI|96|1|8|8|0|15|5|20|88|1|2|4|0|0.227|0.281|0.307
Esteury Ruiz|MIA|22|2|6|3|7|8|0|5|22|0|0|2|0|0.227|0.227|0.591
Jake Burger|TEX|168|7|15|27|0|45|7|36|159|1|1|5|0|0.226|0.262|0.39
Kyle Schwarber|PHI|192|17|29|28|1|60|29|36|159|0|4|7|1|0.226|0.359|0.604
Nolan Gorman|STL|156|5|16|22|0|45|16|31|137|3|0|4|0|0.226|0.301|0.365
Gavin Sheets|SDP|124|6|15|16|2|26|8|26|115|0|1|9|0|0.226|0.282|0.461
Brady House|WSH|158|6|19|21|1|45|12|33|146|0|0|6|0|0.226|0.285|0.39
Francisco Lindor|NYM|105|2|14|5|2|19|11|21|93|0|1|2|2|0.226|0.314|0.355
Richie Palacios|TBR|76|1|9|9|4|17|10|14|62|1|3|1|0|0.226|0.355|0.29
Ian Happ|CHC|185|9|32|18|2|58|32|34|151|0|2|6|1|0.225|0.368|0.457
Andrew Benintendi|CHW|132|2|13|17|0|42|9|27|120|3|0|5|2|0.225|0.273|0.35
Zach Neto|LAA|203|7|29|20|7|63|26|39|174|1|2|9|1|0.224|0.33|0.408
Sal Frelick|MIL|147|3|19|12|1|16|16|28|125|2|1|2|0|0.224|0.313|0.312
Jacob Young|WSH|154|3|19|17|2|27|8|32|143|0|2|5|0|0.224|0.275|0.322
Michael Massey|KCR|81|3|10|12|1|18|3|17|76|2|0|7|0|0.224|0.247|0.434
Kyle Stowers|MIA|87|1|10|3|1|19|9|17|76|0|2|4|0|0.224|0.322|0.316
