name|team|ip|w|sv|hld|era|whip|so|hr|qs|er|h|bb|hbp|bf
Kendry Rojas|MIN|2.0|0|0|0|0.0|2.5|0|0|0|0|2|3|0|8
Yacksel Ríos|CHC|1.7|0|0|0|0.0|0.0|2|0|0|0|0|0|0|5
Tyler Samaniego|BOS|13.7|0|0|0|0.0|1.02|11|0|0|0|8|6|1|54
Justin Slaten|BOS|3.3|0|0|2|0.0|1.2|5|0|0|0|2|2|0|14
Brock Stewart|LAD|2.0|0|0|1|0.0|0.5|3|0|0|0|0|1|0|7
Hunter Stratton|ATL|1.0|0|0|0|0.0|1.0|1|0|0|0|1|0|0|3
Garrett Stubbs|PHI|1.0|0|0|0|0.0|0.0|0|0|0|0|0|0|0|3
Trent Thornton|CHC|2.0|1|0|0|0.0|1.0|0|0|0|0|1|1|0|7
Tyler Tolbert|KCR|0.7|0|0|0|0.0|1.5|0|0|0|0|1|0|0|2
Logan VanWey|HOU|1.0|0|0|0|0.0|1.0|2|0|0|0|1|0|0|4
Vince Velasquez|CHC|2.3|0|0|0|0.0|0.43|1|0|0|0|1|0|0|8
Kirby Yates|LAA|1.0|0|0|0|0.0|1.0|1|0|0|0|1|0|0|4
Louis Varland|TOR|19.7|1|5|3|0.46|1.07|29|0|0|1|14|7|0|76
Rico Garcia|BAL|17.0|3|2|6|0.53|0.41|19|1|0|1|1|6|0|57
John King|MIA|16.7|1|1|3|0.54|0.54|15|1|0|1|3|6|2|60
Robert Suarez|ATL|15.7|3|4|4|0.57|0.89|16|0|0|1|12|2|0|59
Trey Yesavage|TOR|13.3|1|0|0|0.68|1.35|15|0|0|1|13|5|1|57
Aroldis Chapman|BOS|12.7|0|8|0|0.71|0.79|16|0|0|1|7|3|1|47
Hunter Brown|HOU|10.7|1|0|0|0.84|1.03|17|0|1|1|5|6|0|43
Kyle Hurt|LAD|10.0|0|0|1|0.9|0.6|14|0|0|1|5|1|1|37
Jacob Latz|TEX|18.7|0|3|2|0.96|0.48|16|1|0|2|5|4|0|66
Dylan Lee|ATL|18.7|1|0|5|0.96|0.48|23|0|0|2|7|2|0|65
Mason Miller|SDP|18.7|1|12|0|0.96|0.64|38|0|0|2|7|5|0|68
Shohei Ohtani|LAD|37.0|2|0|0|0.97|0.81|42|2|6|4|21|9|3|145
Bryan Hudson|CHW|18.0|0|1|2|1.0|1.39|21|0|0|2|16|9|1|77
Austin Warren|NYM|9.0|0|0|0|1.0|1.0|10|1|0|1|6|3|0|35
Tim Hill|NYY|16.3|0|0|6|1.1|0.8|7|1|0|2|11|2|0|60
Antonio Senzatela|COL|24.3|2|2|1|1.11|0.82|22|0|0|3|13|7|0|90
Matt Gage|SFG|16.0|2|0|4|1.13|1.19|10|1|0|2|9|10|0|65
Tyler Phillips|MIA|23.7|0|2|0|1.14|1.31|24|1|0|3|18|13|1|102
Brooks Raley|NYM|15.0|0|0|5|1.2|0.87|18|1|0|2|8|5|0|57
Justin Wrobleski|LAD|36.0|5|0|0|1.25|1.0|15|0|4|5|26|10|1|143
Yennier Cano|BAL|14.0|1|0|2|1.29|0.5|11|1|0|2|6|1|0|49
Peyton Gray|TEX|7.0|0|0|0|1.29|1.71|6|0|0|1|6|6|0|33
Trevor McDonald|SFG|7.0|1|0|0|1.29|0.29|8|1|1|1|2|0|1|24
Colin Holderman|CLE|13.7|0|0|1|1.32|0.66|14|1|0|2|6|3|0|51
Wilber Dotel|PIT|6.7|0|0|1|1.35|0.75|4|1|0|1|2|3|0|25
Cam Schlittler|NYY|53.3|5|0|0|1.35|0.81|59|1|5|8|34|9|0|202
Alex Vesia|LAD|13.0|1|2|3|1.38|0.77|16|0|0|2|4|6|0|49
Gregory Soto|PIT|19.0|3|3|6|1.42|0.68|25|1|0|3|6|7|1|70
Jason Adam|SDP|12.0|1|1|7|1.5|0.83|5|1|0|2|7|3|1|47
Carl Edwards Jr.|NYM|6.0|0|0|0|1.5|1.17|11|1|0|1|3|4|0|25
José Fermin|LAA|6.0|1|0|0|1.5|0.33|8|1|0|1|2|0|2|22
DL Hall|MIL|18.0|0|0|3|1.5|1.17|21|1|0|3|9|12|1|74
Eduard Bazardo|SEA|17.7|2|0|6|1.53|1.13|13|0|0|3|15|5|0|69
Huascar Brazobán|NYM|17.7|2|0|1|1.53|0.96|14|1|0|3|12|5|1|69
Kyle Finnegan|DET|17.7|1|1|4|1.53|1.47|13|1|0|3|13|13|0|74
Ryan Fernandez|STL|5.7|1|0|0|1.59|1.59|9|0|0|1|7|2|0|26
Caleb Kilian|SFG|17.0|1|1|2|1.59|1.12|18|2|0|3|9|10|1|70
Davis Martin|CHW|44.0|5|0|0|1.64|1.02|43|2|5|8|37|8|2|169
Jakob Junis|TEX|16.3|0|3|5|1.65|0.8|7|0|0|3|8|5|2|63
Tanner Scott|LAD|16.3|0|3|4|1.65|0.61|16|2|0|3|8|2|0|58
Yerry De los Santos|NYY|5.3|0|0|0|1.69|1.31|6|1|0|1|4|3|0|21
Brent Headrick|NYY|21.0|3|0|5|1.71|1.24|22|1|0|4|18|8|0|88
Nick Martinez|TBR|42.0|3|0|0|1.71|1.02|28|3|4|8|33|10|0|168
Daniel Lynch IV|KCR|15.7|1|1|4|1.72|0.57|20|1|0|3|5|4|2|59
José Soriano|LAA|46.7|5|0|0|1.74|1.09|54|5|4|9|32|19|0|186
Gordon Graceffo|STL|20.7|2|1|2|1.74|0.87|10|1|0|4|11|7|2|77
Sam Moll|CIN|15.3|1|0|1|1.76|1.24|14|1|0|3|10|9|3|67
Brant Hurter|DET|20.3|4|0|1|1.77|0.84|14|1|0|4|12|5|1|77
Orion Kerkering|PHI|15.0|1|0|1|1.8|1.07|11|1|0|3|10|6|1|62
Luis Mey|CIN|5.0|0|0|0|1.8|1.0|6|1|0|1|2|3|2|22
Evan Sisk|PIT|15.0|0|0|1|1.8|1.13|18|0|0|3|13|4|3|62
Ben Brown|CHC|29.7|1|1|2|1.82|0.91|27|1|0|6|18|9|0|114
Graham Ashcraft|CIN|19.7|1|1|8|1.83|1.27|22|1|0|4|13|12|0|79
Joel Kuhnel|ATH|14.7|0|4|2|1.84|0.95|5|0|0|3|10|4|0|55
Clay Holmes|NYM|48.3|4|0|0|1.86|1.01|37|3|4|10|33|16|1|192
Spencer Arrighetti|HOU|28.7|4|0|0|1.88|1.33|30|1|2|6|21|17|4|125
José A. Ferrer|SEA|19.0|0|2|3|1.89|1.37|16|0|0|4|23|3|2|84
Nick Mears|KCR|14.0|2|0|5|1.93|1.14|10|0|0|3|9|7|0|56
Bradgley Rodriguez|SDP|18.7|0|0|3|1.93|1.07|14|0|0|4|15|5|0|75
Chase Shugart|PHI|13.7|2|0|0|1.98|1.02|14|2|0|3|11|3|3|55
Dietrich Enns|BAL|9.0|0|0|0|2.0|1.44|10|0|0|2|6|7|0|39
Juan Morillo|ARI|18.0|1|1|8|2.0|0.72|21|1|0|4|9|4|1|69
Riley O'Brien|STL|18.0|3|11|1|2.0|0.89|20|0|0|4|15|1|2|70
Bryce Elder|ATL|49.0|3|0|0|2.02|1.02|45|3|6|11|34|16|2|195
Tyler Rogers|TOR|17.7|1|0|7|2.04|1.08|10|0|0|4|15|4|0|73
Payton Tolle|BOS|17.7|1|0|0|2.04|0.74|23|1|2|4|7|6|1|67
Jhoan Duran|PHI|8.7|1|5|0|2.08|1.15|12|0|0|2|7|3|0|35
Erik Sabrowski|CLE|17.3|1|0|14|2.08|0.81|29|1|0|4|7|7|0|66
Chase Burns|CIN|47.0|4|0|0|2.11|1.04|48|6|5|11|33|16|0|184
Richard Lovelady|WSH|17.0|2|1|3|2.12|1.65|17|1|0|4|16|12|1|77
Foster Griffin|WSH|46.7|4|0|0|2.12|1.03|42|6|4|11|33|15|2|190
Luis Medina|ATH|12.7|1|0|0|2.13|1.26|11|1|0|3|9|7|1|54
Aaron Ashby|MIL|25.0|7|0|0|2.16|1.32|38|1|0|6|18|15|0|106
Riley Martin|CHC|8.3|0|0|0|2.16|0.84|10|1|0|2|5|2|0|31
Michael McGreevy|STL|45.3|3|0|0|2.18|0.86|33|5|5|11|29|10|0|168
Cooper Criswell|SEA|16.3|1|1|2|2.2|0.86|15|3|0|4|11|3|1|59
Chris Sale|ATL|49.0|6|0|0|2.2|0.88|56|6|7|12|31|12|5|191
Dylan Dodd|ATL|4.0|0|1|0|2.25|1.0|4|0|0|1|3|1|0|16
Jake Eder|LAD|4.0|1|0|0|2.25|1.0|1|0|0|1|3|1|0|15
Julian Fernández|WSH|4.0|0|0|0|2.25|1.25|3|1|0|1|3|2|0|18
Carlos Rodriguez|MIL|4.0|0|0|0|2.25|1.25|5|1|0|1|5|0|0|17
Shota Imanaga|CHC|47.3|4|0|0|2.28|0.93|53|4|5|12|31|13|0|187
Grant Taylor|CHW|19.7|1|0|2|2.29|1.32|29|0|0|5|18|8|0|85
Parker Messick|CLE|47.0|4|0|0|2.3|0.98|51|4|3|12|35|11|1|180
Jared Shuster|STL|7.7|0|0|0|2.35|1.17|2|0|0|2|6|3|0|32
Kai-Wei Teng|HOU|23.0|1|0|3|2.35|0.96|22|3|0|6|15|7|0|89
Paul Skenes|PIT|42.0|5|0|0|2.36|0.71|46|4|4|11|23|7|2|159
Lake Bachar|MIA|19.0|0|0|1|2.37|0.84|22|2|0|5|9|7|1|74
Martín Pérez|ATL|34.0|2|0|0|2.38|1.0|24|4|1|9|23|11|2|134
Kyle Harrison|MIL|33.7|3|0|0|2.41|1.22|41|3|2|9|28|13|3|140
Jack Dreyer|LAD|18.7|2|0|3|2.41|0.96|20|1|0|5|13|5|1|72
Peter Lambert|HOU|22.3|2|0|0|2.42|1.16|23|0|2|6|15|11|2|93
Cristopher Sánchez|PHI|48.3|3|0|0|2.42|1.34|60|3|5|13|51|14|1|209
Tyler Alexander|TEX|18.3|1|2|3|2.45|1.53|13|1|0|5|23|5|1|80
Bryan Baker|TBR|14.7|1|9|1|2.45|0.82|16|1|0|4|9|3|0|56
Taylor Clarke|ARI|18.3|1|0|7|2.45|0.71|9|1|0|5|11|2|2|69
Zach Eflin|BAL|3.7|0|0|0|2.45|1.64|7|1|0|1|4|2|0|17
Brian Fitzpatrick|MIL|3.7|0|0|0|2.45|2.18|2|0|0|1|6|2|0|18
Cade Horton|CHC|7.3|1|0|0|2.45|0.82|4|1|1|2|4|2|0|26
Ty Madden|DET|11.0|0|0|0|2.45|0.73|12|1|0|3|6|2|0|41
Joe Mantiply|TOR|14.7|1|0|0|2.45|1.16|16|1|0|4|14|3|1|60
Jacob Misiorowski|MIL|44.0|3|0|0|2.45|0.95|70|4|3|12|25|17|5|177
Eduardo Rodriguez|ARI|39.7|3|0|0|2.5|1.29|29|4|3|11|32|19|0|169
Ryan Helsley|BAL|10.7|0|7|0|2.53|1.31|15|0|0|3|7|7|0|46
Hoby Milner|CHC|17.7|0|1|3|2.55|1.02|6|2|0|5|12|6|2|71
Dylan Cease|TOR|45.3|3|0|0|2.58|1.24|66|1|3|13|38|18|2|191
Aaron Civale|ATH|41.7|4|0|0|2.59|1.39|33|4|1|12|45|13|1|181
Shane McClanahan|TBR|34.7|4|0|0|2.6|1.07|34|1|1|10|23|14|0|141
Braydon Fisher|TOR|20.7|2|0|5|2.61|1.06|20|1|0|6|14|8|1|78
Hogan Harris|ATH|20.7|2|2|6|2.61|1.65|22|2|0|6|17|17|1|97
Eli Morgan|KCR|10.3|0|1|0|2.61|1.35|9|2|0|3|8|6|0|45
Cole Sulser|TBR|20.7|1|2|4|2.61|1.31|16|1|0|6|19|8|0|88
Michael Wacha|KCR|51.3|4|0|0|2.63|0.99|42|5|6|15|34|17|2|201
Jalen Beeks|TEX|17.0|2|0|4|2.65|1.06|16|2|0|5|13|5|0|68
Garrett Acton|MIN|6.7|1|0|0|2.7|1.05|9|0|0|2|4|3|1|28
Nolan Hoffman|PHI|3.3|0|0|0|2.7|1.8|2|0|0|1|5|1|0|15
Chase Silseth|LAA|13.3|0|0|3|2.7|1.65|14|1|0|4|12|10|0|61
Tarik Skubal|DET|43.3|3|0|0|2.7|0.95|45|2|5|13|35|6|1|166
Tyler Glasnow|LAD|39.7|3|0|0|2.72|0.83|49|5|4|12|20|13|0|148
Tyler Kinley|ATL|16.3|3|0|6|2.76|1.29|18|2|0|5|13|8|1|70
Keaton Winn|SFG|16.3|0|0|8|2.76|0.8|14|0|0|5|7|6|0|60
Michael King|SDP|45.7|3|0|0|2.76|1.05|45|4|4|14|28|20|4|180
Robbie Ray|SFG|45.7|3|0|0|2.76|1.09|47|8|4|14|32|18|0|180
Hunter Bigge|TBR|13.0|1|0|4|2.77|1.0|11|1|0|4|5|8|0|53
Paxton Schultz|WSH|13.0|0|1|0|2.77|1.08|12|2|0|4|12|2|1|56
Ranger Suarez|BOS|39.0|2|0|0|2.77|0.95|32|3|3|12|27|10|0|148
Braxton Ashcraft|PIT|48.7|2|0|0|2.77|1.05|51|4|5|15|37|14|1|191
Nolan McLean|NYM|45.3|1|0|0|2.78|0.9|57|3|4|14|29|12|2|175
Max Meyer|MIA|42.0|2|0|0|2.79|1.1|45|2|1|13|31|15|3|176
Kody Funderburk|MIN|16.0|1|1|6|2.81|1.38|10|1|0|5|9|13|2|70
Taj Bradley|MIN|47.0|4|0|0|2.87|1.19|52|5|5|15|39|17|2|199
Mitch Keller|PIT|47.0|4|0|0|2.87|1.04|35|2|6|15|35|14|1|186
Will Klein|LAD|15.7|1|0|4|2.87|1.4|16|0|0|5|16|6|0|67
Spencer Strider|ATL|9.3|1|0|0|2.89|1.29|14|1|1|3|5|7|0|40
Casey Mize|DET|31.0|2|0|0|2.9|1.19|35|2|3|10|26|11|1|128
Max Fried|NYY|58.7|4|0|0|2.91|0.95|48|1|6|19|38|18|2|227
Gabe Speier|SEA|12.3|0|1|5|2.92|1.54|12|1|0|4|14|5|1|56
George Kirby|SEA|52.0|4|0|0|2.94|1.1|39|4|5|17|45|12|2|204
Drew Rasmussen|TBR|36.7|2|0|0|2.95|0.93|37|6|3|12|28|6|0|147
Paul Blackburn|NYY|15.0|1|0|0|3.0|1.4|9|0|0|5|15|6|1|65
Josh Ekness|MIA|3.0|0|0|0|3.0|1.0|2|0|0|1|2|1|0|11
Paul Gervase|LAD|3.0|0|0|0|3.0|1.67|5|0|0|1|4|1|0|14
Wandy Peralta|SDP|18.0|0|0|1|3.0|1.5|14|3|0|6|19|8|1|77
Alan Rangel|PHI|3.0|0|0|0|3.0|1.0|5|0|0|1|3|0|0|12
Blade Tidwell|SFG|12.0|0|1|1|3.0|1.08|10|1|0|4|10|3|1|47
Ryan Weathers|NYY|38.7|2|0|0|3.03|1.19|45|6|2|13|36|10|0|158
Randy Vásquez|SDP|44.3|4|0|0|3.05|1.17|42|4|3|15|39|13|2|181
Brock Burke|CIN|17.7|1|1|3|3.06|1.53|22|0|0|6|16|11|1|80
Gus Varland|WSH|14.7|0|4|4|3.07|1.3|16|1|0|5|16|3|0|63
Kevin Gausman|TOR|46.7|2|0|0|3.09|0.99|43|5|5|16|37|9|0|185
Burch Smith|DET|11.7|0|0|0|3.09|1.37|16|1|0|4|12|4|0|50
Landen Roupp|SFG|43.7|5|0|0|3.09|1.1|51|1|4|15|29|19|2|177
Yoshinobu Yamamoto|LAD|43.7|3|0|0|3.09|1.01|40|5|6|15|34|10|1|170
Jovani Morán|BOS|20.3|0|0|0|3.1|1.28|20|3|0|7|13|13|1|87
Jacob deGrom|TEX|37.7|2|0|0|3.11|1.01|47|6|2|13|30|8|0|150
Freddy Peralta|NYM|43.3|2|0|0|3.12|1.2|43|4|2|15|34|18|2|185
Caleb Thielbar|CHC|8.7|2|2|1|3.12|1.27|11|2|0|3|6|5|0|38
Zack Wheeler|PHI|17.3|1|0|0|3.12|0.98|18|1|2|6|11|6|0|68
Ryan Thompson|ARI|14.3|2|0|4|3.14|1.05|9|2|0|5|9|6|1|57
Chad Patrick|MIL|34.3|2|0|0|3.15|1.4|25|2|1|12|31|17|0|144
Connelly Early|BOS|42.7|3|0|0|3.16|1.22|39|5|3|15|34|18|4|177
Grant Anderson|MIL|17.0|1|0|5|3.18|1.06|15|2|0|6|12|6|0|64
Carter Baumler|TEX|5.7|0|0|0|3.18|1.76|6|1|0|2|4|6|1|27
Zak Kent|WSH|5.7|0|0|0|3.18|1.76|3|2|0|2|5|5|0|28
Erik Miller|SFG|11.3|0|2|4|3.18|1.24|17|0|0|4|8|6|0|48
Keider Montero|DET|39.7|2|0|0|3.18|0.96|29|3|3|14|30|8|0|155
Emerson Hancock|SEA|47.7|3|0|0|3.21|1.01|50|8|5|17|39|9|2|185
Seth Lugo|KCR|47.7|1|0|0|3.21|1.36|42|1|5|17|48|17|0|196
Fernando Cruz|NYY|14.0|3|0|6|3.21|1.64|20|2|0|5|12|11|2|65
Mason Montgomery|PIT|14.0|1|0|5|3.21|1.43|22|1|0|5|12|8|0|62
Walbert Ureña|LAA|22.3|1|0|1|3.22|1.57|22|1|2|8|19|16|0|101
Kevin Kelly|TBR|16.7|2|2|7|3.24|0.84|13|1|0|6|10|4|1|64
Janson Junk|MIA|44.3|2|0|0|3.25|1.11|33|4|2|16|39|10|1|181
Christian Scott|NYM|11.0|0|0|0|3.27|1.18|15|1|0|4|6|7|2|48
Gavin Williams|CLE|49.3|5|0|0|3.28|1.09|60|8|3|18|33|21|1|198
Zack Kelly|BOS|13.7|0|0|3|3.29|1.17|12|1|0|5|10|6|0|56
Jesse Scholtens|TBR|27.3|3|0|0|3.29|1.17|21|4|0|10|22|10|3|115
Paul Sewald|ARI|13.7|0|8|0|3.29|0.73|17|3|0|5|6|4|0|51
David Bednar|NYY|16.3|1|10|0|3.31|1.41|19|0|0|6|18|5|1|74
Lucas Erceg|KCR|16.3|3|10|1|3.31|1.41|14|0|0|6|11|12|0|67
Jonathan Loáisiga|ARI|16.3|0|1|4|3.31|1.1|12|1|0|6|15|3|1|66
George Soriano|STL|16.3|1|1|6|3.31|1.16|14|1|0|6|10|9|1|69
Connor Prielipp|MIN|19.0|1|0|0|3.32|1.0|21|3|0|7|12|7|2|79
Sean Newcomb|CHW|21.7|0|0|2|3.32|1.34|21|0|0|8|21|8|1|92
Chase Dollander|COL|43.0|3|0|0|3.35|1.19|47|5|1|16|34|17|3|180
Jack Anderson|BOS|8.0|0|0|0|3.38|1.25|6|1|0|3|8|2|0|32
Sam Bachman|LAA|18.7|0|0|6|3.38|1.13|21|2|0|7|11|10|0|75
Scott Barlow|ATH|18.7|0|0|7|3.38|0.86|17|2|0|7|7|9|4|75
Coleman Crow|MIL|5.3|0|0|0|3.38|0.94|4|0|0|2|4|1|0|21
Shane Drohan|MIL|16.0|1|1|1|3.38|1.25|13|0|0|6|14|6|0|69
Robert Garcia|TEX|8.0|0|0|2|3.38|1.5|6|0|0|3|5|7|0|34
Pierce Johnson|CIN|16.0|1|1|2|3.38|1.25|15|2|0|6|15|5|0|67
PJ Poulin|WSH|18.7|3|1|3|3.38|1.39|14|3|0|7|15|11|1|81
Tyler Uberstine|BOS|2.7|0|0|0|3.38|1.5|2|1|0|1|3|1|0|11
Austin Voth|TOR|2.7|0|0|0|3.38|1.5|1|0|0|1|3|1|0|12
Tomoyuki Sugano|COL|37.0|3|0|0|3.41|1.14|22|6|2|14|31|11|0|151
Tobias Myers|NYM|23.7|0|1|2|3.42|1.01|18|4|0|9|20|4|0|93
Joe Ryan|MIN|44.7|2|0|0|3.43|1.03|45|3|4|17|33|13|3|181
Tim Mayza|PHI|21.0|1|0|1|3.43|0.95|21|3|0|8|13|7|1|85
Joey Cantillo|CLE|39.3|2|0|0|3.43|1.37|37|5|1|15|35|19|1|164
Cade Smith|CLE|18.3|2|11|0|3.44|1.25|24|1|0|7|19|4|0|76
Tyler Wells|BAL|18.3|0|0|5|3.44|1.2|18|2|0|7|18|4|1|76
Bryan King|HOU|15.7|0|3|2|3.45|1.34|15|0|0|6|16|5|3|69
Albert Suárez|BAL|15.7|1|1|0|3.45|1.28|9|3|0|6|11|9|0|66
Will Warren|NYY|41.7|4|0|0|3.46|1.2|53|6|3|16|39|11|1|174
Clayton Beeter|WSH|10.3|1|2|2|3.48|1.26|9|2|0|4|5|8|1|46
Kris Bubic|KCR|46.3|3|0|0|3.5|1.17|47|3|4|18|31|23|1|187
Spencer Miles|TOR|18.0|1|0|0|3.5|1.17|16|2|0|7|16|5|0|75
JoJo Romero|STL|18.0|0|0|11|3.5|1.22|14|3|0|7|15|7|1|74
Casey Legumina|TBR|15.3|1|0|0|3.52|1.63|10|0|0|6|20|5|3|70
Garrett Whitlock|BOS|15.3|2|0|7|3.52|1.24|19|2|0|6|13|6|0|65
Sonny Gray|BOS|28.0|3|0|0|3.54|1.29|15|3|2|11|29|7|1|119
Brad Lord|WSH|25.3|1|0|3|3.55|1.18|18|3|0|10|24|6|2|108
Ryan Yarbrough|NYY|12.7|0|0|0|3.55|1.03|10|1|0|5|8|5|2|52
Brennan Bernardino|COL|15.0|2|0|1|3.6|1.27|13|1|0|6|15|4|1|62
Patrick Corbin|TOR|30.0|1|0|0|3.6|1.27|21|3|0|12|29|9|4|124
Mitch Farris|LAA|15.0|0|0|0|3.6|1.67|11|3|0|6|21|4|0|66
Orlando Ribalta|WSH|5.0|0|1|1|3.6|1.0|4|0|0|2|3|2|0|19
Gregory Santos|SFG|5.0|0|0|0|3.6|1.6|1|0|0|2|5|3|0|22
John Schreiber|KCR|15.0|0|1|1|3.6|1.47|5|2|0|6|14|8|1|65
Brandon Woodruff|MIL|30.0|2|0|0|3.6|1.03|25|4|2|12|24|7|1|121
J.T. Ginn|ATH|37.3|1|0|0|3.62|1.13|31|5|1|15|27|15|1|150
JR Ritchie|ATL|17.3|1|0|0|3.63|1.5|13|4|1|7|14|12|1|75
Sean Burke|CHW|44.0|2|0|0|3.68|1.09|36|5|2|18|38|10|3|179
Seranthony Domínguez|CHW|14.7|2|8|0|3.68|1.16|19|3|0|6|8|9|2|63
Jordan Hicks|CHW|14.7|0|1|2|3.68|1.98|9|0|0|6|16|13|0|69
Zach Pop|PHI|7.3|0|0|0|3.68|1.09|6|0|0|3|5|3|1|31
Matt Strahm|KCR|14.7|1|0|8|3.68|1.23|15|2|0|6|12|6|1|63
Isaac Mattson|PIT|17.0|0|0|7|3.71|1.41|13|0|0|7|15|9|0|73
Reynaldo López|ATL|26.7|2|0|1|3.71|1.43|24|5|1|11|25|13|1|116
Dennis Santana|PIT|16.7|2|2|3|3.78|1.26|10|2|0|7|12|9|1|70
Erick Fedde|CHW|38.0|0|0|0|3.79|1.13|24|8|1|16|30|13|2|155
Angel Chivilli|NYY|2.3|0|0|0|3.86|2.14|3|1|0|1|2|3|1|13
Calvin Faucher|MIA|14.0|3|1|3|3.86|1.57|16|0|0|6|10|12|0|64
Steven Matz|TBR|37.3|4|0|0|3.86|1.1|28|6|3|16|28|13|1|149
Cody Ponce|TOR|2.3|0|0|0|3.86|0.86|3|0|0|1|1|1|0|10
Tyler Schweitzer|CHW|2.3|0|0|0|3.86|1.29|1|0|0|1|2|1|0|10
Jacob Webb|CHC|16.3|0|1|1|3.86|1.59|18|3|0|7|18|8|0|74
Edward Cabrera|CHC|46.3|3|0|0|3.88|1.32|43|7|4|20|46|15|1|192
Jeffrey Springs|ATH|44.0|3|0|0|3.89|1.14|39|7|3|19|38|12|2|181
Jose Quintana|COL|30.0|1|0|0|3.9|1.33|14|5|1|13|27|13|1|127
Kevin Ginkel|ARI|16.0|1|0|2|3.94|1.25|19|1|0|7|16|4|0|68
Jaden Hill|COL|13.7|0|0|6|3.95|1.76|15|1|0|6|15|9|0|66
Jack Kochanowicz|LAA|45.3|2|0|0|3.97|1.35|30|2|4|20|38|23|3|200
Mick Abel|MIN|20.3|1|0|0|3.98|1.57|23|0|2|9|22|10|3|93
Ryan Rolison|CHC|9.0|3|0|0|4.0|1.22|10|1|0|4|7|4|0|36
Sandy Alcantara|MIA|51.7|3|0|0|4.01|1.28|36|4|5|23|48|18|1|218
Bryan Woo|SEA|47.0|2|0|0|4.02|1.0|38|6|5|21|39|8|2|187
Colin Rea|CHC|38.0|4|1|0|4.03|1.37|35|4|1|17|40|12|1|166
Brent Suter|LAA|22.3|1|0|2|4.03|1.34|22|3|0|10|20|10|0|91
Cal Quantrill|TEX|13.3|1|0|0|4.05|1.35|11|1|0|6|12|6|0|56
Abner Uribe|MIL|13.3|1|3|4|4.05|1.05|14|1|0|6|11|3|0|54
Matthew Liberatore|STL|42.0|2|0|0|4.07|1.43|29|8|3|19|44|16|0|179
